steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2001,0.0001,0.6134,254,3
4002,0.0002,0.6562,305,21
6001,0.0002,0.6599,336,29
8001,0.0001,0.6536,367,41
10001,0.0002,0.6633,386,52
12000,0.0001,0.6819,404,62
14001,0.0002,0.6513,424,68
16000,0.0002,0.6547,444,82
18000,0.0002,0.661,465,87
20000,0.0002,0.6521,492,93
22002,0.0002,0.6401,500,105
24001,0.0002,0.6437,519,108
26000,0.0002,0.6565,533,115
28001,0.0002,0.6501,549,119
30002,0.0002,0.6463,569,123
32000,0.0002,0.6568,579,130
34001,0.0002,0.6307,591,131
36002,0.0003,0.6306,614,136
38002,0.0003,0.6581,627,141
40001,0.0002,0.6616,641,145
42001,0.0002,0.6429,655,150
44001,0.0002,0.6434,674,155
46001,0.0002,0.6398,680,161
48002,0.0002,0.6271,691,164
50001,0.0002,0.6318,704,168
52000,0.0002,0.6307,712,174
54001,0.0002,0.6574,722,188
56001,0.0002,0.6448,728,193
58001,0.0002,0.6558,736,196
60001,0.0002,0.6343,744,200
62002,0.0002,0.6375,750,205
64002,0.0002,0.6335,765,211
66001,0.0002,0.6391,770,215
68000,0.0002,0.6287,772,217
70002,0.0002,0.6184,781,222
72001,0.0002,0.6221,790,227
74000,0.0002,0.6341,798,229
76000,0.0002,0.6399,805,233
78001,0.0003,0.6419,814,238
80001,0.0003,0.6225,818,242
82000,0.0002,0.6312,822,247
84000,0.0002,0.6401,833,250
86002,0.0002,0.6233,834,261
88000,0.0002,0.628,838,269
90000,0.0002,0.6509,843,273
92001,0.0002,0.6297,848,275
94000,0.0002,0.6518,850,280
96000,0.0002,0.6335,861,288
98002,0.0002,0.6367,865,292
100001,0.0002,0.6404,866,298
102002,0.0002,0.6519,869,300
104002,0.0002,0.6401,872,303
106002,0.0002,0.6456,878,306
108001,0.0002,0.6264,883,310
110001,0.0002,0.6501,887,312
112001,0.0002,0.6384,892,318
114001,0.0002,0.6414,894,322
116001,0.0002,0.6351,897,327
118000,0.0003,0.6325,899,328
120001,0.0003,0.6464,899,329
122002,0.0003,0.6535,901,336
124001,0.0002,0.6236,906,336
126001,0.0002,0.6565,907,339
128001,0.0002,0.6443,909,342
130000,0.0002,0.6513,910,343
132000,0.0002,0.6386,912,348
134000,0.0002,0.6413,914,348
136001,0.0002,0.6427,916,350
138001,0.0002,0.6537,917,352
140002,0.0002,0.6697,920,355
142001,0.0002,0.6388,921,357
144002,0.0002,0.6554,923,357
146002,0.0002,0.6176,925,361
148001,0.0002,0.6688,927,367
150001,0.0002,0.648,928,373
152002,0.0002,0.6449,929,374
154002,0.0002,0.6589,931,377
156001,0.0002,0.6429,932,380
158002,0.0003,0.6558,935,380
160002,0.0003,0.6476,936,383
162000,0.0003,0.6403,941,383
164002,0.0002,0.6452,942,384
166000,0.0002,0.6458,942,384
168000,0.0002,0.6434,942,385
170000,0.0002,0.6359,944,386
172000,0.0002,0.6598,948,386
174002,0.0002,0.65,948,389
176002,0.0002,0.6406,948,390
178002,0.0002,0.6341,949,391
180001,0.0002,0.6575,952,393
182002,0.0002,0.6325,952,393
184002,0.0002,0.6442,953,395
186001,0.0002,0.6561,954,395
188002,0.0002,0.6474,954,395
190000,0.0002,0.6441,955,395
192001,0.0002,0.631,955,397
194002,0.0002,0.6376,955,397
196001,0.0002,0.6501,957,397
198001,0.0003,0.6544,958,399
200002,0.0003,0.6448,958,400
