steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2001,0.0001,0.6026,275,6
4001,0.0001,0.6372,336,14
6002,0.0002,0.6386,377,22
8002,0.0002,0.6548,408,40
10000,0.0002,0.6607,439,51
12001,0.0002,0.663,453,63
14000,0.0002,0.651,479,77
16000,0.0003,0.6505,502,90
18000,0.0003,0.6464,517,93
20000,0.0003,0.6453,530,106
22001,0.0002,0.6566,538,112
24001,0.0002,0.6305,547,117
26001,0.0002,0.6483,556,126
28000,0.0002,0.6598,568,133
30002,0.0002,0.6779,588,139
32000,0.0002,0.6372,599,144
34001,0.0002,0.6488,618,148
36001,0.0002,0.6678,632,151
38000,0.0002,0.6639,641,156
40000,0.0002,0.6683,647,159
42002,0.0002,0.6458,656,165
44001,0.0002,0.657,660,167
46002,0.0002,0.6532,666,175
48001,0.0002,0.6676,668,182
50000,0.0002,0.664,679,187
52001,0.0002,0.6475,688,192
54002,0.0002,0.6551,697,196
56000,0.0002,0.6622,705,200
58002,0.0002,0.6472,714,206
60000,0.0003,0.6669,720,213
62002,0.0003,0.6612,728,217
64002,0.0002,0.6528,734,222
66000,0.0002,0.641,738,227
68000,0.0002,0.6411,746,230
70000,0.0002,0.6493,754,232
72001,0.0002,0.6293,766,236
74002,0.0002,0.6456,782,238
76002,0.0002,0.6394,796,242
78002,0.0002,0.6553,804,247
80000,0.0002,0.6797,810,249
82002,0.0002,0.6411,812,252
84000,0.0002,0.6391,816,259
86001,0.0002,0.655,821,269
88000,0.0002,0.6636,831,273
90000,0.0002,0.6386,836,276
92001,0.0002,0.6627,844,281
94001,0.0002,0.6491,849,286
96000,0.0002,0.653,851,287
98000,0.0002,0.6463,855,292
100001,0.0003,0.6529,858,293
102000,0.0003,0.6874,859,295
104001,0.0003,0.6476,864,298
106002,0.0002,0.6506,868,302
108000,0.0002,0.6647,871,305
110000,0.0002,0.6271,874,307
112001,0.0002,0.636,877,309
114000,0.0002,0.6405,880,315
116001,0.0002,0.6448,887,318
118001,0.0002,0.6299,889,319
120002,0.0002,0.6346,896,320
122000,0.0002,0.6511,898,323
124002,0.0002,0.6481,899,331
126000,0.0002,0.6426,905,333
128000,0.0002,0.619,911,336
130000,0.0002,0.654,915,337
132002,0.0002,0.6558,918,340
134002,0.0002,0.6572,921,343
136001,0.0002,0.6549,923,345
138002,0.0002,0.6614,928,347
140002,0.0003,0.66,932,347
142000,0.0003,0.639,936,349
144000,0.0003,0.6366,939,351
146000,0.0002,0.6443,941,355
148000,0.0002,0.6625,943,360
150000,0.0002,0.6747,944,361
152002,0.0002,0.65,946,364
154000,0.0002,0.6546,948,367
156000,0.0002,0.6576,949,368
158000,0.0002,0.6635,951,370
160000,0.0002,0.6532,952,375
162002,0.0002,0.6705,957,377
164000,0.0002,0.6526,959,379
166002,0.0002,0.654,960,382
168000,0.0002,0.6479,963,387
170000,0.0002,0.6672,965,389
172000,0.0002,0.6604,967,389
174000,0.0002,0.6533,968,392
176001,0.0002,0.6447,971,395
178002,0.0002,0.6366,975,397
180001,0.0003,0.64,976,400
182001,0.0003,0.6462,979,403
184002,0.0002,0.6422,980,406
186001,0.0002,0.6367,981,406
188002,0.0002,0.6512,987,407
190000,0.0002,0.6368,988,409
192000,0.0002,0.6503,991,413
194000,0.0002,0.6563,992,414
196001,0.0002,0.6414,996,415
198001,0.0002,0.6559,997,416
200001,0.0002,0.641,998,418
