total_steps,value
10,"[0.5, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
250000,"[0.8888888888888888, 0.875, 0.1282051282051282, 0.6666666666666666, 0.2641509433962264, 0.9285714285714286, 0.8333333333333334, 0.8888888888888888, 0.875, 0.9387755102040817, 0.8888888888888888, 0.46875, 0.875, 0.8064516129032258, 0.8461538461538461, 0.75, 0.7924528301886793, 0.9166666666666666, 0.43478260869565216, 0.8888888888888888, 0.782608695652174, 0.921875, 0.7272727272727273, 0.3870967741935484, 0.00966183574879227, 0.8064516129032258, 0.2894736842105263, 0.75, 0.0136986301369863, 0.7272727272727273, 0.9333333333333333, 0.7142857142857143, 0.6666666666666666, 0.9230769230769231, 0.7647058823529411, 0.8947368421052632, 0.6666666666666666, 0.2, 0.8823529411764706, 0.875, 0.8787878787878788, 0.09900990099009901, 0.4462809917355372, 0.8, 0.8055555555555556, 0.4, 0.8461538461538461, 0.9464285714285714, 0.9090909090909091, 0.6666666666666666, 0.84, 0.7, 0.3684210526315789, 0.04, 0.75, 0.8, 0.8333333333333334, 0.75, 0.8478260869565217, 0.7272727272727273, 0.8333333333333334, 0.8, 0.875, 0.35, 0.6666666666666666, 0.3870967741935484, 0.7777777777777778, 0.875, 0.8, 0.5, 0.3953488372093023, 0.8, 0.8, 0.6666666666666666, 0.5, 0.8, 0.8125, 0.8571428571428571, 0.46153846153846156, 0.8, 0.7857142857142857, 0.9243697478991597, 0.0196078431372549, 0.8522727272727273, 0.35714285714285715, 0.782608695652174, 0.25, 0.7, 0.9, 0.35714285714285715, 0.5789473684210527, 0.6666666666666666, 0.9, 0.7058823529411765, 0.6666666666666666, 0.02127659574468085, 0.9473684210526315, 0.7777777777777778, 0.8837209302325582, 0.3333333333333333, 0.6666666666666666, 0.8372093023255814, 0.46153846153846156, 0.8181818181818182, 0.12686567164179105, 0.9193548387096774, 0.8571428571428571, 0.5625, 0.8, 0.8181818181818182, 0.2781456953642384, 0.7142857142857143, 0.8571428571428571, 0.25, 0.926829268292683, 0.24561403508771928, 0.8, 0.7142857142857143, 0.9230769230769231, 0.8947368421052632, 0.16326530612244897, 0.4166666666666667, 0.6666666666666666, 0.3333333333333333, 0.4, 0.9230769230769231, 0.5185185185185185, 0.8333333333333334, 0.8, 0.5409836065573771, 0.8857142857142857, 0.625, 0.8888888888888888, 0.6, 0.9, 0.0034602076124567475, 0.8913043478260869, 0.7142857142857143, 0.13793103448275862, 0.12807881773399016, 0.9130434782608695, 0.9166666666666666, 0.875, 0.8333333333333334, 0.1308411214953271, 0.6857142857142857, 0.37142857142857144, 0.7777777777777778, 0.72, 0.23076923076923078, 0.7, 0.8387096774193549, 0.8666666666666667, 0.5, 0.875, 0.006042296072507553, 0.9375, 0.7777777777777778, 0.6666666666666666, 0.2857142857142857, 0.8666666666666667, 0.8918918918918919, 0.8888888888888888, 0.75, 0.23529411764705882, 0.21568627450980393, 0.875, 0.4166666666666667, 0.9090909090909091, 0.9090909090909091, 0.24489795918367346, 0.9259259259259259, 0.7857142857142857, 0.75, 0.7857142857142857, 0.8148148148148148, 0.05555555555555555, 0.6, 0.6666666666666666, 0.4888888888888889, 0.2765957446808511, 0.043478260869565216, 0.7272727272727273, 0.17647058823529413, 0.8611111111111112, 0.8888888888888888, 0.7692307692307693, 0.6666666666666666, 0.7272727272727273, 0.9565217391304348, 0.4, 0.4016393442622951, 0.85, 0.8333333333333334, 0.9333333333333333, 0.5555555555555556, 0.9473684210526315, 0.7272727272727273, 0.4603174603174603, 0.9285714285714286, 0.8269230769230769, 0.3333333333333333, 0.8571428571428571, 0.2, 0.7878787878787878, 0.8888888888888888, 0.9076923076923077, 0.11009174311926606, 0.4, 0.9230769230769231, 0.875, 0.9361702127659575, 0.8181818181818182, 0.25, 0.75, 0.875, 0.7441860465116279, 0.8888888888888888, 0.5609756097560976, 0.847457627118644, 0.925, 0.934640522875817, 0.7142857142857143, 0.26666666666666666, 0.6666666666666666, 0.35294117647058826, 0.9285714285714286, 0.9152542372881356, 0.5, 0.6, 0.4, 0.5, 0.8666666666666667, 0.3548387096774194, 0.8378378378378378, 0.8260869565217391, 0.8823529411764706, 0.7358490566037735, 0.9142857142857143, 0.875, 0.125, 0.8918918918918919, 0.7, 0.8863636363636364, 0.8823529411764706, 0.8, 0.6777777777777778, 0.9090909090909091, 0.6, 0.6666666666666666, 0.8235294117647058, 0.2222222222222222, 0.30357142857142855, 0.7, 0.7857142857142857, 0.9166666666666666, 0.47368421052631576, 0.7777777777777778, 0.6875, 0.875, 0.4666666666666667, 0.9, 0.6666666666666666, 0.030303030303030304, 0.06406685236768803, 0.75, 0.875, 0.84, 0.8181818181818182, 0.26666666666666666, 0.9333333333333333, 0.9240506329113924, 0.9, 0.6666666666666666, 0.06109725685785536, 0.047619047619047616, 0.9692307692307692, 0.8333333333333334, 0.8, 0.35294117647058826, 0.9090909090909091, 0.8782608695652174, 0.7777777777777778, 0.8888888888888888, 0.8571428571428571, 0.9333333333333333, 0.08333333333333333, 0.9354838709677419, 0.8771929824561403, 0.85, 0.8571428571428571, 0.3684210526315789, 0.8421052631578947, 0.29770992366412213, 0.9259259259259259, 0.3333333333333333, 0.84, 0.9285714285714286, 0.8518518518518519, 0.9019607843137255, 0.8431372549019608, 0.375, 0.5, 0.5, 0.75, 0.6666666666666666, 0.9285714285714286, 0.17142857142857143, 0.7142857142857143, 0.7352941176470589, 0.8598130841121495, 0.6, 0.8, 0.8333333333333334, 0.6666666666666666, 0.8461538461538461, 0.9, 0.3561643835616438, 0.8571428571428571, 0.84, 0.12903225806451613, 0.8846153846153846, 0.9285714285714286, 0.6, 0.875, 0.6666666666666666, 0.75, 0.0625, 0.7857142857142857, 0.2, 0.11475409836065574, 0.3333333333333333, 0.27906976744186046, 0.7777777777777778, 0.5263157894736842, 0.8571428571428571, 0.09090909090909091, 0.5853658536585366, 0.75, 0.5833333333333334, 0.4444444444444444, 0.875, 0.8571428571428571, 0.8333333333333334, 0.22115384615384615, 0.7142857142857143, 0.8888888888888888, 0.2777777777777778, 0.5, 0.8333333333333334, 0.2916666666666667, 0.18518518518518517, 0.75, 0.36363636363636365, 0.8, 0.875, 0.875, 0.75, 0.7619047619047619, 0.8, 0.9148936170212766, 0.8666666666666667, 0.6666666666666666, 0.631578947368421, 0.864406779661017, 0.75, 0.8, 0.8571428571428571, 0.85, 0.19148936170212766, 0.3333333333333333, 0.8, 0.75, 0.5833333333333334, 0.7368421052631579, 0.6666666666666666, 0.8333333333333334, 0.75, 0.08653846153846154, 0.625, 0.8666666666666667, 0.8, 0.8387096774193549, 0.926829268292683, 0.3404255319148936, 0.6666666666666666, 0.6, 0.8888888888888888, 0.4, 0.4166666666666667, 0.8260869565217391, 0.7272727272727273, 0.8974358974358975, 0.7857142857142857, 0.9285714285714286, 0.8181818181818182, 0.875, 0.5, 0.20588235294117646, 0.75, 0.8888888888888888, 0.8888888888888888, 0.9166666666666666, 0.36363636363636365, 0.28888888888888886, 0.026463963963963964, 0.875, 0.3888888888888889, 0.8, 0.8888888888888888, 0.5, 0.07692307692307693, 0.75, 0.9210526315789473, 0.4117647058823529, 0.8461538461538461, 0.36363636363636365, 0.45901639344262296, 0.25, 0.6, 0.7777777777777778, 0.5, 0.8431372549019608, 0.004454342984409799, 0.02517162471395881, 0.022727272727272728, 0.23076923076923078, 0.52, 0.896551724137931, 0.8, 0.7142857142857143, 0.6666666666666666, 0.6216216216216216, 0.875, 0.29213483146067415, 0.8387096774193549, 0.8125, 0.2619047619047619, 0.75, 0.9285714285714286, 0.6074074074074074, 0.8571428571428571, 0.8571428571428571, 0.7, 0.7142857142857143, 0.09090909090909091, 0.627906976744186, 0.9, 0.5, 0.96, 0.7777777777777778, 0.5, 0.7142857142857143, 0.8958333333333334, 0.8571428571428571, 0.5, 0.7333333333333333, 0.4146341463414634, 0.9090909090909091, 0.9230769230769231, 0.75, 0.9130434782608695, 0.24390243902439024, 0.7, 0.47368421052631576, 0.875, 0.6428571428571429, 0.9, 0.75, 0.8, 0.8571428571428571, 0.9166666666666666, 0.11538461538461539, 0.6, 0.6619718309859155, 0.8571428571428571, 0.875, 0.32558139534883723, 0.6666666666666666, 0.6153846153846154, 0.9148936170212766, 0.00558659217877095, 0.75, 0.09971509971509972, 0.8214285714285714, 0.8529411764705882, 0.6923076923076923, 0.875, 0.07142857142857142, 0.8, 0.625, 0.9354838709677419, 0.7142857142857143, 0.9130434782608695, 0.8, 0.8958333333333334, 0.5, 0.75, 0.93, 0.8571428571428571, 0.6666666666666666, 0.6, 0.7777777777777778, 0.5, 0.1504424778761062, 0.8571428571428571, 0.17567567567567569, 0.17073170731707318, 0.17037037037037037, 0.6666666666666666, 0.7777777777777778, 0.9, 0.8823529411764706, 0.14285714285714285, 0.38235294117647056, 0.8333333333333334, 0.3333333333333333, 0.8333333333333334, 0.8235294117647058, 0.5833333333333334, 0.9, 0.875, 0.9230769230769231, 0.9032258064516129, 0.8333333333333334, 0.8666666666666667, 0.6470588235294118, 0.5, 0.26666666666666666, 0.8333333333333334, 0.7142857142857143, 0.8181818181818182, 0.8, 0.42857142857142855, 0.3333333333333333, 0.9, 0.75, 0.125, 0.7647058823529411, 0.5714285714285714, 0.7142857142857143, 0.8913043478260869, 0.5, 0.8571428571428571, 0.6, 0.2857142857142857, 0.8, 0.8, 0.6923076923076923, 0.2972972972972973, 0.2127659574468085, 0.8888888888888888, 0.8888888888888888, 0.8780487804878049, 0.36538461538461536, 0.7142857142857143, 0.8888888888888888, 0.7142857142857143, 0.4, 0.29411764705882354, 0.375, 0.8536585365853658, 0.7, 0.8518518518518519, 0.12455516014234876, 0.8, 0.6666666666666666, 0.16666666666666666, 0.9090909090909091, 0.9146341463414634, 0.21739130434782608, 0.5714285714285714, 0.11764705882352941, 0.8333333333333334, 0.8, 0.7142857142857143, 0.2682926829268293, 0.7894736842105263, 0.11650485436893204, 0.25, 0.20689655172413793, 0.9302325581395349, 0.7272727272727273, 0.06793478260869565, 0.9130434782608695, 0.35555555555555557, 0.6875, 0.1212914485165794, 0.6666666666666666, 0.4, 0.54, 0.015151515151515152, 0.47368421052631576, 0.045454545454545456, 0.47619047619047616, 0.358974358974359, 0.8888888888888888, 0.8, 0.8823529411764706, 0.9142857142857143, 0.6206896551724138, 0.6666666666666666, 0.3333333333333333, 0.7142857142857143, 0.12686567164179105, 0.9393939393939394, 0.3333333333333333, 0.06779661016949153, 0.8518518518518519, 0.5, 0.8918918918918919, 0.6, 0.9253731343283582, 0.5, 0.7272727272727273, 0.9, 0.16393442622950818, 0.8421052631578947, 0.875, 0.4, 0.4117647058823529, 0.8771929824561403, 0.8571428571428571, 0.8620689655172413, 0.9166666666666666, 0.75, 0.8461538461538461, 0.8333333333333334, 0.18181818181818182, 0.5, 0.8333333333333334, 0.875, 0.8, 0.8888888888888888, 0.07272727272727272, 0.875, 0.9375, 0.11224489795918367, 0.6666666666666666, 0.15384615384615385, 0.4117647058823529, 0.9069767441860465, 0.85, 0.4473684210526316, 0.5238095238095238, 0.8333333333333334, 0.8285714285714286, 0.5, 0.7142857142857143, 0.2777777777777778, 0.6666666666666666, 0.7222222222222222, 0.8775510204081632, 0.02654867256637168, 0.8378378378378378, 0.875, 0.24545454545454545, 0.3333333333333333, 0.44680851063829785, 0.8372093023255814, 0.8888888888888888, 0.88, 0.5, 0.48717948717948717, 0.8571428571428571, 0.20689655172413793, 0.007272727272727273, 0.13580246913580246, 0.058823529411764705, 0.14285714285714285, 0.927710843373494, 0.75, 0.8888888888888888, 0.9473684210526315, 0.75, 0.6666666666666666, 0.14772727272727273, 0.7857142857142857, 0.9150943396226415, 0.2903225806451613, 0.8333333333333334, 0.8888888888888888, 0.6666666666666666, 0.44776119402985076, 0.7142857142857143, 0.75, 0.5, 0.625, 0.6625, 0.6, 0.8163265306122449, 0.5, 0.2, 0.9090909090909091, 0.8, 0.7222222222222222, 0.6666666666666666, 0.75, 0.9, 0.6190476190476191, 0.8461538461538461, 0.5128205128205128, 0.8, 0.8333333333333334, 0.02127659574468085, 0.8571428571428571, 0.06675062972292191, 0.5625, 0.3076923076923077, 0.7142857142857143, 0.7142857142857143, 0.8823529411764706, 0.925531914893617, 0.7931034482758621, 0.7777777777777778, 0.8333333333333334, 0.07894736842105263, 0.7857142857142857, 0.9, 0.5714285714285714, 0.16666666666666666, 0.8695652173913043, 0.8333333333333334, 0.40350877192982454, 0.8888888888888888, 0.8421052631578947, 0.6, 0.027149321266968326, 0.8333333333333334, 0.8888888888888888, 0.8333333333333334, 0.34285714285714286, 0.7777777777777778, 0.8461538461538461, 0.7142857142857143, 0.8888888888888888, 0.7777777777777778, 0.5, 0.5, 0.6666666666666666, 0.75, 0.75, 0.14655172413793102, 0.6666666666666666, 0.9436619718309859, 0.9, 0.3333333333333333, 0.9166666666666666, 0.9, 0.6666666666666666, 0.7142857142857143, 0.7777777777777778, 0.875, 0.9230769230769231, 0.48, 0.9090909090909091, 0.125, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8888888888888888, 0.5, 0.8787878787878788, 0.5, 0.7894736842105263, 0.75, 0.7142857142857143, 0.2328767123287671, 0.5, 0.6666666666666666, 0.8983050847457628, 0.03225806451612903, 0.34375, 0.1566265060240964, 0.5714285714285714, 0.8181818181818182, 0.9428571428571428, 0.8333333333333334, 0.7142857142857143, 0.9166666666666666, 0.9130434782608695, 0.3333333333333333, 0.9024390243902439, 0.12244897959183673, 0.14655172413793102, 0.7857142857142857, 0.2, 0.5, 0.8571428571428571, 0.8823529411764706, 0.6666666666666666, 0.45121951219512196, 0.8, 0.8611111111111112, 0.6666666666666666, 0.8, 0.8333333333333334, 0.8666666666666667, 0.8260869565217391, 0.868421052631579, 0.34782608695652173, 0.5238095238095238, 0.8636363636363636, 0.75, 0.003125, 0.19230769230769232, 0.8292682926829268, 0.17829457364341086, 0.8518518518518519, 0.8571428571428571, 0.10018552875695733, 0.8333333333333334, 0.3076923076923077, 0.8888888888888888, 0.09009009009009009, 0.68, 0.9314516129032258, 0.1111111111111111, 0.7777777777777778, 0.8823529411764706, 0.3, 0.9090909090909091, 0.8297872340425532, 0.8333333333333334, 0.8333333333333334, 0.7647058823529411, 0.7894736842105263, 0.6, 0.08620689655172414, 0.6296296296296297, 0.43478260869565216, 0.5, 0.8372093023255814, 0.9, 0.6666666666666666, 0.7142857142857143, 0.9318181818181818, 0.7894736842105263, 0.9375, 0.2553191489361702, 0.13333333333333333, 0.8636363636363636, 0.8333333333333334, 0.9111111111111111, 0.8481012658227848, 0.5538461538461539, 0.9230769230769231, 0.5517241379310345, 0.88, 0.9295774647887324, 0.7096774193548387, 0.8709677419354839, 0.75, 0.851063829787234, 0.35398230088495575, 0.5294117647058824, 0.9117647058823529, 0.8235294117647058, 0.8181818181818182, 0.1595744680851064, 0.14285714285714285, 0.18681318681318682, 0.75, 0.8571428571428571, 0.8108108108108109, 0.3728813559322034, 0.9, 0.9423076923076923, 0.9, 0.5, 0.6153846153846154, 0.6666666666666666, 0.4, 0.7, 0.8, 0.8888888888888888, 0.8571428571428571, 0.8235294117647058, 0.3333333333333333, 0.8837209302325582, 0.19480519480519481, 0.29292929292929293, 0.4, 0.4782608695652174, 0.75, 0.5428571428571428, 0.2727272727272727, 0.8333333333333334, 0.8421052631578947, 0.7631578947368421, 0.9166666666666666, 0.7894736842105263, 0.8571428571428571, 0.3958333333333333, 0.8974358974358975, 0.875, 0.11538461538461539, 0.75, 0.4375, 0.2, 0.75, 0.8, 0.8448275862068966, 0.6, 0.9375, 0.85, 0.2413793103448276, 0.5, 0.8571428571428571, 0.7, 0.072992700729927, 0.9130434782608695, 0.75, 0.16494845360824742, 0.76, 0.8, 0.19047619047619047, 0.7777777777777778, 0.875, 0.1111111111111111, 0.3235294117647059, 0.6666666666666666, 0.8636363636363636, 0.8333333333333334, 0.022222222222222223, 0.8939393939393939, 0.9, 0.7692307692307693, 0.6875, 0.8064516129032258, 0.05555555555555555, 0.8421052631578947, 0.38461538461538464, 0.5, 0.9565217391304348, 0.7894736842105263, 0.75, 0.056910569105691054, 0.12941176470588237, 0.6923076923076923, 0.9404761904761905, 0.8108108108108109, 0.84375, 0.8235294117647058, 0.9047619047619048, 0.2978723404255319, 0.8604651162790697, 0.8571428571428571, 0.8888888888888888, 0.34615384615384615, 0.8666666666666667, 0.8809523809523809, 0.9444444444444444, 0.6666666666666666, 0.4583333333333333, 0.8709677419354839, 0.9285714285714286, 0.4, 0.9166666666666666, 0.8636363636363636, 0.28205128205128205, 0.22727272727272727, 0.9285714285714286, 0.5625, 0.8333333333333334, 0.7916666666666666, 0.013157894736842105, 0.7857142857142857, 0.8666666666666667, 0.38235294117647056, 0.8, 0.8235294117647058, 0.16470588235294117, 0.8205128205128205, 0.5, 0.8648648648648649, 0.8275862068965517, 0.6666666666666666, 0.7857142857142857, 0.7, 0.9090909090909091, 0.8, 0.625, 0.5, 0.42105263157894735, 0.9056603773584906, 0.8571428571428571, 0.84375, 0.9, 0.125, 0.22580645161290322, 0.75, 0.8, 0.625, 0.5, 0.20754716981132076, 0.7, 0.9166666666666666, 0.875, 0.7]"
