steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2002,0.0001,0.5425,391,0
4000,0.0001,0.518,516,4
6000,0.0001,0.5005,617,9
8002,0.0001,0.4977,691,27
10001,0.0001,0.5037,746,41
12001,0.0001,0.5265,801,53
14001,0.0002,0.5147,842,57
16001,0.0002,0.5123,880,71
18000,0.0002,0.5244,906,88
20001,0.0002,0.5077,938,106
22000,0.0002,0.5078,957,120
24000,0.0003,0.5153,980,132
26001,0.0003,0.5055,993,140
28001,0.0002,0.5165,1010,147
30002,0.0002,0.5107,1021,152
32001,0.0002,0.5306,1033,153
34000,0.0002,0.5092,1041,153
36001,0.0002,0.5127,1052,154
38002,0.0002,0.5093,1062,155
40000,0.0002,0.5033,1071,157
42002,0.0002,0.5136,1074,157
44002,0.0002,0.511,1077,158
46001,0.0002,0.503,1081,161
48002,0.0002,0.5146,1084,163
50000,0.0002,0.5092,1085,163
52001,0.0002,0.5159,1089,164
54001,0.0002,0.5313,1091,166
56002,0.0002,0.5235,1095,169
58000,0.0002,0.4936,1096,174
60000,0.0002,0.5161,1098,179
62000,0.0002,0.5299,1100,179
64000,0.0002,0.517,1100,180
66000,0.0002,0.5209,1100,180
68000,0.0003,0.514,1100,181
70000,0.0003,0.5074,1101,185
72001,0.0002,0.5003,1102,188
74001,0.0002,0.5128,1102,190
76002,0.0002,0.5092,1102,191
78000,0.0002,0.5003,1104,193
80002,0.0002,0.5188,1107,194
82001,0.0002,0.5175,1107,197
84001,0.0002,0.5159,1107,199
86001,0.0002,0.528,1108,201
88001,0.0002,0.5091,1109,205
90001,0.0002,0.5163,1111,209
92000,0.0002,0.5133,1111,211
94000,0.0002,0.5017,1111,216
96000,0.0002,0.5154,1111,221
98001,0.0002,0.5032,1112,222
100002,0.0002,0.5059,1112,224
102000,0.0002,0.5146,1112,229
104002,0.0002,0.4985,1112,229
106001,0.0002,0.5207,1112,233
108002,0.0002,0.5061,1112,236
110001,0.0003,0.5144,1112,240
112001,0.0003,0.5005,1112,245
114002,0.0003,0.5119,1112,245
116000,0.0002,0.5086,1112,247
118000,0.0002,0.5132,1112,247
120000,0.0002,0.5219,1112,252
122000,0.0002,0.5172,1112,254
124001,0.0002,0.5157,1112,254
126002,0.0002,0.5116,1112,256
128001,0.0002,0.5233,1112,259
130001,0.0002,0.5054,1112,261
132002,0.0002,0.5163,1112,264
134001,0.0002,0.5112,1112,267
136000,0.0002,0.5088,1112,268
138000,0.0002,0.5328,1112,274
140002,0.0002,0.5183,1112,275
142002,0.0002,0.5104,1112,278
144000,0.0002,0.5125,1112,280
146002,0.0002,0.5214,1112,284
148002,0.0002,0.5118,1112,289
150001,0.0002,0.5184,1112,292
152002,0.0002,0.522,1112,296
154000,0.0003,0.5141,1112,300
156001,0.0003,0.5055,1112,308
158001,0.0002,0.5126,1112,312
160000,0.0002,0.5164,1112,317
162000,0.0002,0.5206,1112,320
164002,0.0002,0.5041,1112,325
166002,0.0002,0.5134,1112,327
168001,0.0002,0.5008,1112,330
170000,0.0002,0.5164,1112,336
172002,0.0002,0.5092,1112,340
174001,0.0002,0.5144,1112,343
176002,0.0002,0.5119,1112,345
178001,0.0002,0.5174,1112,349
180001,0.0002,0.5064,1112,353
182000,0.0002,0.503,1112,357
184002,0.0002,0.5103,1112,363
186000,0.0002,0.5268,1112,366
188000,0.0002,0.5008,1112,372
190001,0.0002,0.5145,1112,377
192000,0.0002,0.5093,1112,380
194001,0.0002,0.5193,1112,387
196000,0.0003,0.5207,1112,396
198002,0.0003,0.5165,1112,402
200000,0.0002,0.5117,1112,408
