steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
10000,0.0002,0.5033,555,54
20000,0.0002,0.4647,976,86
30002,0.0003,0.454,1249,142
40002,0.0004,0.4577,1440,201
50003,0.0003,0.4555,1571,252
60003,0.0003,0.4594,1668,302
70003,0.0004,0.4586,1745,340
80002,0.0003,0.4544,1826,364
90003,0.0004,0.4601,1891,392
100000,0.0004,0.4561,1941,424
110000,0.0004,0.4562,1978,449
120003,0.0004,0.455,2015,470
130002,0.0004,0.4586,2038,490
140001,0.0004,0.4538,2056,511
150002,0.0004,0.4549,2074,533
160003,0.0004,0.4543,2094,550
170000,0.0005,0.4565,2112,555
180000,0.0004,0.4565,2125,565
190001,0.0004,0.4566,2135,574
200003,0.0004,0.4583,2154,587
210001,0.0004,0.4539,2168,598
220002,0.0004,0.457,2178,612
230001,0.0004,0.4583,2184,621
240000,0.0004,0.4543,2196,641
250002,0.0004,0.4582,2207,654
260001,0.0004,0.4613,2213,668
270001,0.0005,0.4586,2221,675
280000,0.0004,0.4558,2227,681
290000,0.0005,0.459,2233,692
300002,0.0004,0.4587,2235,699
310001,0.0004,0.4539,2241,708
320001,0.0005,0.4571,2246,719
330003,0.0004,0.4574,2249,729
340000,0.0005,0.4601,2252,738
350002,0.0004,0.4585,2254,747
360001,0.0005,0.4609,2260,748
370002,0.0004,0.4575,2262,753
380002,0.0004,0.4612,2267,761
390002,0.0005,0.4559,2268,767
400001,0.0004,0.458,2275,772
410003,0.0005,0.4587,2282,776
420003,0.0004,0.4548,2284,781
430000,0.0004,0.4637,2286,786
440002,0.0004,0.4572,2287,791
450002,0.0004,0.4562,2290,797
460001,0.0005,0.4547,2291,805
470001,0.0004,0.4567,2294,807
480001,0.0005,0.4591,2295,810
490003,0.0004,0.4565,2295,817
500002,0.0004,0.4547,2299,821
510001,0.0004,0.4568,2299,824
520001,0.0004,0.4583,2299,825
530000,0.0005,0.4547,2300,829
540003,0.0004,0.4585,2302,834
550003,0.0005,0.4581,2303,835
560000,0.0004,0.4553,2303,835
570000,0.0004,0.4575,2305,838
580003,0.0004,0.4567,2306,843
590001,0.0004,0.4607,2309,848
600003,0.0005,0.4583,2312,850
610001,0.0004,0.456,2313,851
620003,0.0005,0.4536,2316,855
630001,0.0004,0.454,2317,858
640001,0.0004,0.4561,2319,859
650003,0.0005,0.4608,2320,860
660002,0.0004,0.4584,2320,865
670000,0.0005,0.4556,2320,866
680002,0.0004,0.4596,2321,868
690001,0.0005,0.4545,2321,871
700002,0.0004,0.4556,2321,873
710000,0.0004,0.4534,2321,874
720000,0.0005,0.4552,2321,874
730002,0.0004,0.4569,2321,875
740003,0.0005,0.4572,2321,876
750000,0.0004,0.4569,2323,878
760001,0.0005,0.4549,2324,882
770001,0.0004,0.4608,2324,882
780000,0.0004,0.4582,2324,882
790002,0.0005,0.4588,2324,883
800001,0.0004,0.4564,2324,883
810003,0.0005,0.4556,2325,885
820001,0.0004,0.459,2326,887
830002,0.0004,0.4562,2327,888
840003,0.0004,0.4639,2328,889
850001,0.0004,0.4569,2328,892
860000,0.0005,0.4548,2328,892
870002,0.0004,0.4559,2328,892
880001,0.0005,0.4566,2328,892
890003,0.0004,0.4554,2329,892
900001,0.0004,0.4581,2329,895
910000,0.0004,0.4554,2331,895
920003,0.0004,0.4598,2331,895
930003,0.0005,0.4586,2332,896
940002,0.0004,0.4568,2333,897
950003,0.0005,0.4615,2334,898
960002,0.0004,0.4587,2334,898
970002,0.0004,0.4557,2335,899
980000,0.0004,0.4572,2335,899
990001,0.0004,0.4575,2335,899
1000003,0.0005,0.4588,2335,899
