steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
10001,0.0002,0.4631,486,67
20001,0.0002,0.4471,752,109
30002,0.0002,0.4447,956,155
40002,0.0002,0.4461,1055,210
50002,0.0003,0.4459,1133,245
60000,0.0002,0.4535,1187,279
70000,0.0003,0.452,1236,307
80000,0.0003,0.4516,1274,332
90000,0.0003,0.4489,1315,351
100002,0.0003,0.4529,1348,369
110003,0.0003,0.4514,1371,384
120001,0.0003,0.4552,1431,392
130002,0.0003,0.4529,1554,414
140001,0.0003,0.4518,1654,433
150000,0.0004,0.4531,1736,445
160001,0.0003,0.4577,1813,467
170000,0.0003,0.4557,1858,483
180000,0.0004,0.4548,1906,502
190003,0.0003,0.4583,1943,522
200000,0.0004,0.4536,1978,538
210001,0.0004,0.4561,2011,552
220000,0.0004,0.4573,2032,572
230001,0.0004,0.4544,2048,594
240002,0.0004,0.4558,2070,605
250001,0.0004,0.458,2095,622
260000,0.0004,0.4577,2106,634
270002,0.0004,0.4535,2119,643
280000,0.0004,0.4533,2132,651
290001,0.0004,0.4538,2141,664
300003,0.0004,0.4586,2150,672
310002,0.0004,0.4551,2168,686
320003,0.0004,0.4582,2183,695
330000,0.0004,0.4525,2194,703
340003,0.0004,0.4548,2204,712
350001,0.0004,0.4572,2211,721
360000,0.0004,0.4596,2218,732
370001,0.0004,0.4574,2225,738
380003,0.0004,0.4571,2229,741
390001,0.0004,0.4621,2231,752
400002,0.0004,0.4584,2236,760
410003,0.0004,0.4557,2241,764
420001,0.0004,0.4568,2246,767
430001,0.0005,0.455,2251,775
440003,0.0004,0.4504,2255,781
450001,0.0004,0.4607,2259,783
460002,0.0004,0.4541,2264,790
470002,0.0004,0.4584,2269,797
480001,0.0005,0.4617,2272,802
490002,0.0004,0.457,2273,804
500003,0.0005,0.4579,2275,810
510003,0.0004,0.4558,2278,810
520000,0.0004,0.4556,2280,812
530000,0.0004,0.4575,2283,819
540000,0.0004,0.4548,2286,825
550000,0.0005,0.4544,2286,827
560001,0.0004,0.4556,2287,830
570003,0.0005,0.4564,2291,833
580001,0.0004,0.4553,2294,839
590002,0.0004,0.4551,2294,843
600003,0.0005,0.4548,2298,845
610001,0.0004,0.4554,2298,848
620000,0.0005,0.4603,2300,849
630001,0.0004,0.4562,2302,851
640002,0.0004,0.4607,2303,855
650001,0.0004,0.4598,2303,859
660002,0.0004,0.4573,2304,861
670001,0.0005,0.4608,2306,862
680001,0.0004,0.4612,2306,866
690000,0.0005,0.4602,2308,867
700002,0.0004,0.4607,2309,869
710002,0.0004,0.4578,2311,871
720000,0.0005,0.4594,2314,874
730002,0.0004,0.4575,2315,875
740002,0.0005,0.4563,2316,879
750002,0.0004,0.4539,2318,879
760001,0.0004,0.4624,2319,879
770002,0.0004,0.4552,2319,879
780003,0.0004,0.4587,2320,880
790000,0.0005,0.4585,2320,880
800000,0.0004,0.4583,2321,882
810001,0.0005,0.4549,2321,883
820000,0.0004,0.4532,2321,883
830001,0.0004,0.4605,2323,885
840003,0.0005,0.4586,2324,885
850003,0.0004,0.4594,2324,886
860003,0.0005,0.4564,2326,889
870000,0.0004,0.4567,2327,889
880000,0.0005,0.4535,2328,890
890000,0.0004,0.4535,2328,890
900001,0.0004,0.4605,2330,890
910003,0.0005,0.455,2331,890
920000,0.0004,0.452,2331,891
930003,0.0005,0.4537,2331,891
940003,0.0004,0.4563,2331,892
950003,0.0004,0.4572,2331,894
960000,0.0004,0.4552,2332,894
970000,0.0004,0.4578,2332,895
980000,0.0005,0.4596,2334,895
990002,0.0004,0.4556,2335,895
1000000,0.0005,0.4592,2337,896
