steps,time_per_step,nodes,filtered_nodes
2000,0.0003,447,0
4000,0.0003,578,6
6002,0.0003,686,18
8000,0.0003,756,30
10001,0.0003,826,42
12000,0.0003,883,57
14000,0.0003,937,71
16001,0.0003,990,88
18001,0.0003,1034,98
20002,0.0003,1080,111
22002,0.0003,1120,122
24001,0.0003,1162,134
26000,0.0003,1199,144
28000,0.0003,1238,156
30000,0.0003,1268,164
32000,0.0004,1310,172
34000,0.0004,1332,176
36000,0.0004,1357,182
38002,0.0004,1385,186
40001,0.0004,1398,194
42000,0.0004,1418,200
44000,0.0004,1452,204
46002,0.0004,1474,213
48000,0.0004,1504,218
50002,0.0004,1529,222
52000,0.0004,1547,223
54002,0.0004,1573,233
56001,0.0003,1595,242
58002,0.0004,1607,247
60001,0.0004,1625,253
62002,0.0004,1650,258
64000,0.0004,1670,267
66002,0.0004,1689,276
68001,0.0004,1702,285
70002,0.0004,1712,291
72002,0.0004,1729,300
74000,0.0004,1743,302
76001,0.0004,1763,309
78002,0.0004,1771,311
80002,0.0004,1785,318
82000,0.0004,1795,325
84002,0.0004,1811,334
86000,0.0004,1826,340
88000,0.0004,1834,345
90000,0.0006,1844,353
92001,0.0006,1856,360
94002,0.0004,1862,366
96001,0.0004,1879,372
98001,0.0004,1893,381
100000,0.0005,1901,384
102001,0.0005,1911,391
104000,0.0005,1919,393
106000,0.0005,1928,398
108000,0.0004,1936,402
110001,0.0005,1941,407
112002,0.0005,1950,414
114002,0.0004,1957,420
116000,0.0005,1962,424
118000,0.0004,1973,426
120000,0.0004,1986,430
122002,0.0004,1994,432
124002,0.0004,1998,434
126002,0.0004,2006,438
128001,0.0005,2013,446
130000,0.0004,2018,446
132002,0.0004,2024,447
134000,0.0004,2030,449
136000,0.0004,2037,450
138001,0.0005,2042,455
140000,0.0005,2048,458
142000,0.0004,2052,461
144002,0.0004,2056,465
146002,0.0007,2062,469
148001,0.0005,2070,471
150001,0.0005,2078,474
152001,0.0004,2082,480
154002,0.0004,2090,480
156000,0.0004,2096,481
158002,0.0004,2103,484
160000,0.0004,2105,485
162000,0.0004,2110,487
164000,0.0004,2112,489
166000,0.0004,2113,492
168000,0.0004,2114,492
170000,0.0004,2116,494
172000,0.0005,2120,494
174000,0.0005,2122,496
176000,0.0004,2129,497
178001,0.0005,2134,501
180001,0.0004,2137,502
182001,0.0004,2140,505
184000,0.0004,2144,506
186001,0.0004,2150,508
188000,0.0004,2153,510
190002,0.0005,2157,511
192002,0.0005,2160,511
194000,0.0004,2166,514
196000,0.0006,2167,515
198001,0.0007,2168,517
200001,0.001,2173,518
