steps,best_pred_error_rate
7250,"{0: 0.94, 1: 0.43, 2: 0.3, 3: 0.26, 4: 0.23}"
7500,"{0: 0.91, 1: 0.42, 2: 0.46, 3: 0.29, 4: 0.27}"
7750,"{0: 0.94, 1: 0.48, 2: 0.22, 3: 0.3, 4: 0.36}"
8000,"{0: 0.93, 1: 0.36, 2: 0.37, 3: 0.3, 4: 0.29}"
8250,"{0: 0.91, 1: 0.45, 2: 0.39, 3: 0.32, 4: 0.34}"
8500,"{0: 0.96, 1: 0.34, 2: 0.35, 3: 0.4, 4: 0.37}"
8750,"{0: 0.97, 1: 0.44, 2: 0.28, 3: 0.28, 4: 0.29}"
9000,"{0: 0.97, 1: 0.44, 2: 0.31, 3: 0.31, 4: 0.31}"
9250,"{0: 0.95, 1: 0.43, 2: 0.35, 3: 0.33, 4: 0.31}"
9500,"{0: 0.97, 1: 0.34, 2: 0.28, 3: 0.32, 4: 0.29}"
9750,"{0: 0.94, 1: 0.34, 2: 0.36, 3: 0.28, 4: 0.3}"
10000,"{0: 0.9, 1: 0.39, 2: 0.22, 3: 0.4, 4: 0.28}"
10250,"{0: 0.88, 1: 0.43, 2: 0.36, 3: 0.38, 4: 0.41}"
10500,"{0: 0.97, 1: 0.34, 2: 0.34, 3: 0.3, 4: 0.34}"
10750,"{0: 0.98, 1: 0.46, 2: 0.27, 3: 0.36, 4: 0.34}"
11000,"{0: 0.96, 1: 0.43, 2: 0.35, 3: 0.34, 4: 0.3}"
11250,"{0: 0.96, 1: 0.39, 2: 0.33, 3: 0.27, 4: 0.25}"
11500,"{0: 0.91, 1: 0.43, 2: 0.33, 3: 0.27, 4: 0.3}"
11750,"{0: 0.95, 1: 0.5, 2: 0.26, 3: 0.4, 4: 0.35}"
12000,"{0: 0.96, 1: 0.46, 2: 0.35, 3: 0.28, 4: 0.42}"
12250,"{0: 0.91, 1: 0.45, 2: 0.35, 3: 0.34, 4: 0.29}"
12500,"{0: 0.95, 1: 0.38, 2: 0.33, 3: 0.38, 4: 0.25}"
12750,"{0: 0.98, 1: 0.46, 2: 0.27, 3: 0.31, 4: 0.19}"
13000,"{0: 0.93, 1: 0.43, 2: 0.34, 3: 0.3, 4: 0.37}"
13250,"{0: 0.96, 1: 0.45, 2: 0.29, 3: 0.31, 4: 0.3}"
13500,"{0: 0.89, 1: 0.44, 2: 0.33, 3: 0.27, 4: 0.26}"
13750,"{0: 0.95, 1: 0.41, 2: 0.33, 3: 0.29, 4: 0.35}"
14000,"{0: 0.95, 1: 0.34, 2: 0.26, 3: 0.22, 4: 0.43}"
14250,"{0: 0.91, 1: 0.45, 2: 0.28, 3: 0.34, 4: 0.33}"
14500,"{0: 0.94, 1: 0.49, 2: 0.42, 3: 0.22, 4: 0.3}"
14750,"{0: 0.96, 1: 0.45, 2: 0.25, 3: 0.21, 4: 0.32}"
15000,"{0: 0.93, 1: 0.33, 2: 0.33, 3: 0.4, 4: 0.23}"
15250,"{0: 0.96, 1: 0.35, 2: 0.42, 3: 0.33, 4: 0.3}"
15500,"{0: 0.96, 1: 0.45, 2: 0.26, 3: 0.39, 4: 0.33}"
15750,"{0: 0.97, 1: 0.49, 2: 0.39, 3: 0.4, 4: 0.28}"
16000,"{0: 0.93, 1: 0.38, 2: 0.3, 3: 0.34, 4: 0.41}"
16250,"{0: 0.96, 1: 0.49, 2: 0.31, 3: 0.3, 4: 0.38}"
16500,"{0: 0.96, 1: 0.4, 2: 0.35, 3: 0.36, 4: 0.36}"
16750,"{0: 0.97, 1: 0.48, 2: 0.27, 3: 0.39, 4: 0.32}"
17000,"{0: 0.91, 1: 0.59, 2: 0.3, 3: 0.35, 4: 0.34}"
17250,"{0: 0.97, 1: 0.4, 2: 0.24, 3: 0.26, 4: 0.28}"
17500,"{0: 0.95, 1: 0.42, 2: 0.34, 3: 0.37, 4: 0.35}"
17750,"{0: 0.99, 1: 0.41, 2: 0.27, 3: 0.4, 4: 0.28}"
18000,"{0: 0.98, 1: 0.38, 2: 0.31, 3: 0.24, 4: 0.36}"
18250,"{0: 0.94, 1: 0.4, 2: 0.25, 3: 0.45, 4: 0.3}"
18500,"{0: 0.92, 1: 0.5, 2: 0.37, 3: 0.27, 4: 0.23}"
18750,"{0: 0.95, 1: 0.54, 2: 0.27, 3: 0.41, 4: 0.26}"
19000,"{0: 0.93, 1: 0.38, 2: 0.3, 3: 0.35, 4: 0.23}"
19250,"{0: 0.95, 1: 0.49, 2: 0.27, 3: 0.31, 4: 0.23}"
19500,"{0: 0.93, 1: 0.39, 2: 0.34, 3: 0.25, 4: 0.25}"
19750,"{0: 0.93, 1: 0.5, 2: 0.32, 3: 0.31, 4: 0.35}"
20000,"{0: 0.95, 1: 0.36, 2: 0.32, 3: 0.29, 4: 0.35}"
20250,"{0: 0.96, 1: 0.49, 2: 0.37, 3: 0.39, 4: 0.3}"
20500,"{0: 0.97, 1: 0.42, 2: 0.33, 3: 0.27, 4: 0.24}"
20750,"{0: 0.94, 1: 0.41, 2: 0.29, 3: 0.23, 4: 0.42}"
21000,"{0: 0.95, 1: 0.5, 2: 0.32, 3: 0.26, 4: 0.36}"
21250,"{0: 0.95, 1: 0.4, 2: 0.27, 3: 0.3, 4: 0.46}"
21500,"{0: 0.98, 1: 0.46, 2: 0.3, 3: 0.34, 4: 0.34}"
21750,"{0: 0.99, 1: 0.35, 2: 0.29, 3: 0.35, 4: 0.29}"
22000,"{0: 0.93, 1: 0.43, 2: 0.27, 3: 0.25, 4: 0.34}"
22250,"{0: 0.97, 1: 0.4, 2: 0.29, 3: 0.26, 4: 0.26}"
22500,"{0: 0.95, 1: 0.33, 2: 0.34, 3: 0.48, 4: 0.26}"
22750,"{0: 0.94, 1: 0.46, 2: 0.31, 3: 0.28, 4: 0.31}"
23000,"{0: 0.95, 1: 0.43, 2: 0.32, 3: 0.28, 4: 0.25}"
23250,"{0: 0.93, 1: 0.41, 2: 0.41, 3: 0.33, 4: 0.3}"
23500,"{0: 0.98, 1: 0.36, 2: 0.23, 3: 0.29, 4: 0.26}"
23750,"{0: 0.98, 1: 0.4, 2: 0.29, 3: 0.27, 4: 0.31}"
24000,"{0: 0.98, 1: 0.54, 2: 0.26, 3: 0.37, 4: 0.3}"
24250,"{0: 0.91, 1: 0.43, 2: 0.29, 3: 0.29, 4: 0.41}"
24500,"{0: 0.97, 1: 0.45, 2: 0.33, 3: 0.38, 4: 0.28}"
24750,"{0: 0.92, 1: 0.41, 2: 0.23, 3: 0.33, 4: 0.47}"
25000,"{0: 0.96, 1: 0.4, 2: 0.35, 3: 0.35, 4: 0.29}"
