steps,best_pred_error_rate
19750,"{0: 0.95, 1: 0.46, 2: 0.3, 3: 0.34, 4: 0.34}"
20000,"{0: 0.98, 1: 0.45, 2: 0.25, 3: 0.32, 4: 0.29}"
20250,"{0: 0.94, 1: 0.38, 2: 0.31, 3: 0.32, 4: 0.35}"
20500,"{0: 0.93, 1: 0.37, 2: 0.37, 3: 0.22, 4: 0.34}"
20750,"{0: 0.96, 1: 0.39, 2: 0.26, 3: 0.37, 4: 0.29}"
21000,"{0: 0.94, 1: 0.42, 2: 0.3, 3: 0.26, 4: 0.27}"
21250,"{0: 0.97, 1: 0.41, 2: 0.27, 3: 0.17, 4: 0.3}"
21500,"{0: 0.94, 1: 0.41, 2: 0.3, 3: 0.35, 4: 0.23}"
21750,"{0: 0.97, 1: 0.44, 2: 0.31, 3: 0.31, 4: 0.31}"
22000,"{0: 0.92, 1: 0.47, 2: 0.31, 3: 0.36, 4: 0.29}"
22250,"{0: 0.92, 1: 0.48, 2: 0.39, 3: 0.29, 4: 0.42}"
22500,"{0: 0.96, 1: 0.33, 2: 0.25, 3: 0.3, 4: 0.23}"
22750,"{0: 0.94, 1: 0.42, 2: 0.36, 3: 0.33, 4: 0.27}"
23000,"{0: 0.99, 1: 0.47, 2: 0.32, 3: 0.28, 4: 0.29}"
23250,"{0: 0.93, 1: 0.5, 2: 0.28, 3: 0.32, 4: 0.34}"
23500,"{0: 0.98, 1: 0.37, 2: 0.24, 3: 0.33, 4: 0.32}"
23750,"{0: 0.91, 1: 0.43, 2: 0.25, 3: 0.21, 4: 0.21}"
24000,"{0: 0.93, 1: 0.41, 2: 0.27, 3: 0.26, 4: 0.29}"
24250,"{0: 0.93, 1: 0.34, 2: 0.3, 3: 0.28, 4: 0.27}"
24500,"{0: 0.98, 1: 0.44, 2: 0.33, 3: 0.29, 4: 0.34}"
24750,"{0: 0.95, 1: 0.45, 2: 0.32, 3: 0.29, 4: 0.35}"
25000,"{0: 0.92, 1: 0.39, 2: 0.31, 3: 0.28, 4: 0.25}"
