steps,best_pred_error_rate
250,"{0: 0.92, 1: 0.45, 2: 0.48, 3: 0.42, 4: 0.46}"
500,"{0: 0.93, 1: 0.49, 2: 0.44, 3: 0.31, 4: 0.43}"
750,"{0: 0.95, 1: 0.46, 2: 0.37, 3: 0.44, 4: 0.33}"
1000,"{0: 0.94, 1: 0.48, 2: 0.4, 3: 0.35, 4: 0.43}"
1250,"{0: 0.95, 1: 0.33, 2: 0.31, 3: 0.4, 4: 0.38}"
1500,"{0: 0.91, 1: 0.29, 2: 0.3, 3: 0.31, 4: 0.42}"
1750,"{0: 0.97, 1: 0.35, 2: 0.42, 3: 0.38, 4: 0.38}"
2000,"{0: 0.95, 1: 0.36, 2: 0.37, 3: 0.39, 4: 0.26}"
2250,"{0: 0.92, 1: 0.42, 2: 0.4, 3: 0.34, 4: 0.31}"
2500,"{0: 0.95, 1: 0.36, 2: 0.39, 3: 0.37, 4: 0.3}"
2750,"{0: 0.94, 1: 0.33, 2: 0.34, 3: 0.34, 4: 0.29}"
3000,"{0: 0.97, 1: 0.39, 2: 0.28, 3: 0.36, 4: 0.32}"
3250,"{0: 0.89, 1: 0.4, 2: 0.26, 3: 0.34, 4: 0.33}"
3500,"{0: 0.95, 1: 0.35, 2: 0.28, 3: 0.35, 4: 0.25}"
3750,"{0: 0.93, 1: 0.4, 2: 0.4, 3: 0.36, 4: 0.35}"
4000,"{0: 0.89, 1: 0.39, 2: 0.4, 3: 0.36, 4: 0.37}"
4250,"{0: 0.95, 1: 0.47, 2: 0.4, 3: 0.37, 4: 0.27}"
4500,"{0: 0.88, 1: 0.41, 2: 0.32, 3: 0.37, 4: 0.33}"
4750,"{0: 0.88, 1: 0.34, 2: 0.29, 3: 0.3, 4: 0.31}"
5000,"{0: 0.93, 1: 0.34, 2: 0.27, 3: 0.31, 4: 0.36}"
5250,"{0: 0.96, 1: 0.44, 2: 0.31, 3: 0.4, 4: 0.29}"
5500,"{0: 0.97, 1: 0.4, 2: 0.25, 3: 0.35, 4: 0.29}"
5750,"{0: 0.98, 1: 0.46, 2: 0.29, 3: 0.43, 4: 0.31}"
6000,"{0: 0.98, 1: 0.4, 2: 0.35, 3: 0.41, 4: 0.33}"
6250,"{0: 0.94, 1: 0.42, 2: 0.38, 3: 0.31, 4: 0.4}"
6500,"{0: 0.94, 1: 0.42, 2: 0.36, 3: 0.36, 4: 0.44}"
6750,"{0: 0.89, 1: 0.34, 2: 0.34, 3: 0.27, 4: 0.29}"
7000,"{0: 0.91, 1: 0.4, 2: 0.31, 3: 0.31, 4: 0.33}"
7250,"{0: 0.95, 1: 0.43, 2: 0.33, 3: 0.29, 4: 0.38}"
7500,"{0: 0.98, 1: 0.42, 2: 0.3, 3: 0.32, 4: 0.33}"
7750,"{0: 0.94, 1: 0.44, 2: 0.29, 3: 0.32, 4: 0.32}"
8000,"{0: 0.96, 1: 0.4, 2: 0.34, 3: 0.3, 4: 0.3}"
8250,"{0: 0.93, 1: 0.36, 2: 0.28, 3: 0.37, 4: 0.25}"
8500,"{0: 0.96, 1: 0.39, 2: 0.32, 3: 0.4, 4: 0.32}"
8750,"{0: 0.95, 1: 0.43, 2: 0.36, 3: 0.29, 4: 0.28}"
9000,"{0: 0.97, 1: 0.43, 2: 0.31, 3: 0.24, 4: 0.37}"
9250,"{0: 0.95, 1: 0.34, 2: 0.27, 3: 0.29, 4: 0.29}"
9500,"{0: 0.94, 1: 0.4, 2: 0.37, 3: 0.34, 4: 0.25}"
9750,"{0: 0.97, 1: 0.34, 2: 0.33, 3: 0.32, 4: 0.26}"
10000,"{0: 0.96, 1: 0.56, 2: 0.38, 3: 0.36, 4: 0.3}"
10250,"{0: 0.95, 1: 0.48, 2: 0.3, 3: 0.36, 4: 0.26}"
10500,"{0: 0.94, 1: 0.34, 2: 0.31, 3: 0.27, 4: 0.28}"
10750,"{0: 0.99, 1: 0.42, 2: 0.32, 3: 0.4, 4: 0.31}"
11000,"{0: 0.95, 1: 0.39, 2: 0.22, 3: 0.32, 4: 0.3}"
11250,"{0: 0.95, 1: 0.45, 2: 0.33, 3: 0.31, 4: 0.32}"
11500,"{0: 0.94, 1: 0.43, 2: 0.33, 3: 0.23, 4: 0.34}"
11750,"{0: 0.94, 1: 0.44, 2: 0.36, 3: 0.35, 4: 0.25}"
12000,"{0: 0.94, 1: 0.34, 2: 0.22, 3: 0.33, 4: 0.27}"
12250,"{0: 0.99, 1: 0.54, 2: 0.36, 3: 0.32, 4: 0.29}"
12500,"{0: 0.96, 1: 0.46, 2: 0.33, 3: 0.23, 4: 0.3}"
12750,"{0: 0.93, 1: 0.37, 2: 0.33, 3: 0.37, 4: 0.36}"
13000,"{0: 0.96, 1: 0.42, 2: 0.42, 3: 0.34, 4: 0.3}"
13250,"{0: 0.96, 1: 0.45, 2: 0.19, 3: 0.27, 4: 0.33}"
13500,"{0: 0.91, 1: 0.4, 2: 0.36, 3: 0.2, 4: 0.31}"
13750,"{0: 0.94, 1: 0.47, 2: 0.27, 3: 0.28, 4: 0.35}"
14000,"{0: 0.96, 1: 0.44, 2: 0.34, 3: 0.37, 4: 0.27}"
14250,"{0: 0.95, 1: 0.34, 2: 0.27, 3: 0.28, 4: 0.29}"
14500,"{0: 0.97, 1: 0.37, 2: 0.28, 3: 0.37, 4: 0.29}"
14750,"{0: 0.9, 1: 0.42, 2: 0.34, 3: 0.22, 4: 0.24}"
15000,"{0: 0.94, 1: 0.34, 2: 0.31, 3: 0.35, 4: 0.3}"
15250,"{0: 0.97, 1: 0.39, 2: 0.36, 3: 0.31, 4: 0.28}"
15500,"{0: 0.93, 1: 0.44, 2: 0.35, 3: 0.3, 4: 0.3}"
15750,"{0: 0.97, 1: 0.43, 2: 0.34, 3: 0.26, 4: 0.34}"
16000,"{0: 0.95, 1: 0.44, 2: 0.35, 3: 0.37, 4: 0.28}"
16250,"{0: 0.95, 1: 0.5, 2: 0.25, 3: 0.3, 4: 0.28}"
16500,"{0: 0.92, 1: 0.36, 2: 0.24, 3: 0.36, 4: 0.38}"
16750,"{0: 0.95, 1: 0.46, 2: 0.25, 3: 0.33, 4: 0.23}"
17000,"{0: 0.96, 1: 0.39, 2: 0.31, 3: 0.34, 4: 0.36}"
17250,"{0: 0.94, 1: 0.51, 2: 0.29, 3: 0.32, 4: 0.26}"
17500,"{0: 0.96, 1: 0.5, 2: 0.32, 3: 0.35, 4: 0.28}"
17750,"{0: 0.94, 1: 0.47, 2: 0.37, 3: 0.3, 4: 0.33}"
18000,"{0: 0.93, 1: 0.44, 2: 0.36, 3: 0.31, 4: 0.26}"
18250,"{0: 0.94, 1: 0.39, 2: 0.32, 3: 0.31, 4: 0.34}"
18500,"{0: 0.97, 1: 0.54, 2: 0.26, 3: 0.3, 4: 0.37}"
18750,"{0: 0.96, 1: 0.55, 2: 0.24, 3: 0.33, 4: 0.36}"
19000,"{0: 0.92, 1: 0.48, 2: 0.34, 3: 0.29, 4: 0.28}"
19250,"{0: 0.96, 1: 0.4, 2: 0.33, 3: 0.31, 4: 0.34}"
19500,"{0: 0.97, 1: 0.45, 2: 0.44, 3: 0.31, 4: 0.32}"
