steps,best_pred_error_rate
250,"{0: 0.94, 1: 0.49, 2: 0.4, 3: 0.47, 4: 0.45}"
500,"{0: 0.98, 1: 0.42, 2: 0.41, 3: 0.35, 4: 0.44}"
750,"{0: 0.95, 1: 0.36, 2: 0.4, 3: 0.38, 4: 0.39}"
1000,"{0: 0.93, 1: 0.47, 2: 0.36, 3: 0.47, 4: 0.45}"
1250,"{0: 0.91, 1: 0.42, 2: 0.37, 3: 0.39, 4: 0.31}"
1500,"{0: 0.95, 1: 0.36, 2: 0.45, 3: 0.33, 4: 0.4}"
1750,"{0: 0.94, 1: 0.46, 2: 0.39, 3: 0.29, 4: 0.4}"
2000,"{0: 0.94, 1: 0.4, 2: 0.4, 3: 0.33, 4: 0.43}"
2250,"{0: 0.99, 1: 0.47, 2: 0.4, 3: 0.46, 4: 0.38}"
2500,"{0: 0.95, 1: 0.36, 2: 0.3, 3: 0.38, 4: 0.35}"
2750,"{0: 0.99, 1: 0.45, 2: 0.42, 3: 0.25, 4: 0.31}"
3000,"{0: 0.96, 1: 0.34, 2: 0.3, 3: 0.37, 4: 0.43}"
3250,"{0: 0.93, 1: 0.32, 2: 0.36, 3: 0.35, 4: 0.4}"
3500,"{0: 0.91, 1: 0.39, 2: 0.34, 3: 0.33, 4: 0.31}"
3750,"{0: 0.96, 1: 0.34, 2: 0.38, 3: 0.36, 4: 0.31}"
4000,"{0: 0.95, 1: 0.25, 2: 0.33, 3: 0.36, 4: 0.39}"
4250,"{0: 0.96, 1: 0.37, 2: 0.4, 3: 0.44, 4: 0.31}"
4500,"{0: 0.95, 1: 0.52, 2: 0.37, 3: 0.4, 4: 0.33}"
4750,"{0: 0.98, 1: 0.42, 2: 0.41, 3: 0.35, 4: 0.34}"
5000,"{0: 0.95, 1: 0.38, 2: 0.35, 3: 0.41, 4: 0.3}"
5250,"{0: 0.96, 1: 0.41, 2: 0.37, 3: 0.34, 4: 0.34}"
5500,"{0: 0.9, 1: 0.34, 2: 0.38, 3: 0.3, 4: 0.32}"
5750,"{0: 0.95, 1: 0.42, 2: 0.31, 3: 0.35, 4: 0.3}"
6000,"{0: 0.94, 1: 0.49, 2: 0.23, 3: 0.33, 4: 0.39}"
6250,"{0: 0.98, 1: 0.44, 2: 0.36, 3: 0.36, 4: 0.4}"
6500,"{0: 0.97, 1: 0.52, 2: 0.28, 3: 0.4, 4: 0.35}"
6750,"{0: 0.95, 1: 0.36, 2: 0.33, 3: 0.42, 4: 0.35}"
7000,"{0: 0.98, 1: 0.42, 2: 0.28, 3: 0.44, 4: 0.25}"
7250,"{0: 0.93, 1: 0.56, 2: 0.36, 3: 0.29, 4: 0.45}"
7500,"{0: 0.96, 1: 0.52, 2: 0.31, 3: 0.29, 4: 0.31}"
7750,"{0: 0.95, 1: 0.44, 2: 0.31, 3: 0.33, 4: 0.41}"
8000,"{0: 0.94, 1: 0.4, 2: 0.26, 3: 0.18, 4: 0.33}"
8250,"{0: 0.95, 1: 0.36, 2: 0.25, 3: 0.37, 4: 0.3}"
8500,"{0: 0.95, 1: 0.42, 2: 0.3, 3: 0.34, 4: 0.27}"
8750,"{0: 0.96, 1: 0.38, 2: 0.32, 3: 0.33, 4: 0.31}"
9000,"{0: 0.98, 1: 0.45, 2: 0.3, 3: 0.3, 4: 0.32}"
9250,"{0: 0.98, 1: 0.46, 2: 0.3, 3: 0.37, 4: 0.36}"
9500,"{0: 0.96, 1: 0.42, 2: 0.3, 3: 0.31, 4: 0.32}"
9750,"{0: 0.93, 1: 0.41, 2: 0.37, 3: 0.31, 4: 0.31}"
10000,"{0: 0.94, 1: 0.39, 2: 0.4, 3: 0.32, 4: 0.45}"
10250,"{0: 0.94, 1: 0.45, 2: 0.31, 3: 0.26, 4: 0.3}"
10500,"{0: 0.96, 1: 0.34, 2: 0.31, 3: 0.31, 4: 0.36}"
10750,"{0: 0.93, 1: 0.51, 2: 0.29, 3: 0.26, 4: 0.34}"
11000,"{0: 0.96, 1: 0.3, 2: 0.34, 3: 0.24, 4: 0.4}"
11250,"{0: 0.95, 1: 0.45, 2: 0.34, 3: 0.26, 4: 0.41}"
11500,"{0: 0.95, 1: 0.42, 2: 0.29, 3: 0.33, 4: 0.29}"
11750,"{0: 0.96, 1: 0.35, 2: 0.36, 3: 0.38, 4: 0.3}"
12000,"{0: 0.89, 1: 0.42, 2: 0.32, 3: 0.28, 4: 0.29}"
12250,"{0: 0.97, 1: 0.41, 2: 0.29, 3: 0.27, 4: 0.32}"
12500,"{0: 0.99, 1: 0.38, 2: 0.27, 3: 0.44, 4: 0.3}"
12750,"{0: 0.95, 1: 0.4, 2: 0.27, 3: 0.31, 4: 0.36}"
13000,"{0: 0.93, 1: 0.41, 2: 0.41, 3: 0.44, 4: 0.35}"
13250,"{0: 0.96, 1: 0.44, 2: 0.4, 3: 0.27, 4: 0.34}"
13500,"{0: 0.95, 1: 0.44, 2: 0.27, 3: 0.33, 4: 0.35}"
13750,"{0: 0.95, 1: 0.41, 2: 0.39, 3: 0.3, 4: 0.32}"
14000,"{0: 0.94, 1: 0.46, 2: 0.27, 3: 0.39, 4: 0.23}"
14250,"{0: 0.98, 1: 0.39, 2: 0.3, 3: 0.2, 4: 0.37}"
14500,"{0: 0.98, 1: 0.43, 2: 0.3, 3: 0.37, 4: 0.36}"
14750,"{0: 0.96, 1: 0.41, 2: 0.34, 3: 0.4, 4: 0.33}"
