steps,best_pred_error_rate
15000,"{0: 0.98, 1: 0.43, 2: 0.27, 3: 0.37, 4: 0.34}"
15250,"{0: 0.95, 1: 0.4, 2: 0.31, 3: 0.37, 4: 0.31}"
15500,"{0: 0.98, 1: 0.48, 2: 0.38, 3: 0.29, 4: 0.29}"
15750,"{0: 0.97, 1: 0.4, 2: 0.29, 3: 0.33, 4: 0.3}"
16000,"{0: 0.9, 1: 0.51, 2: 0.33, 3: 0.18, 4: 0.35}"
16250,"{0: 0.96, 1: 0.4, 2: 0.37, 3: 0.28, 4: 0.37}"
16500,"{0: 1.0, 1: 0.49, 2: 0.33, 3: 0.36, 4: 0.34}"
16750,"{0: 0.96, 1: 0.56, 2: 0.32, 3: 0.34, 4: 0.33}"
17000,"{0: 0.95, 1: 0.4, 2: 0.3, 3: 0.33, 4: 0.35}"
17250,"{0: 0.93, 1: 0.41, 2: 0.27, 3: 0.4, 4: 0.38}"
17500,"{0: 0.97, 1: 0.38, 2: 0.29, 3: 0.39, 4: 0.29}"
17750,"{0: 0.97, 1: 0.45, 2: 0.33, 3: 0.31, 4: 0.34}"
18000,"{0: 0.93, 1: 0.35, 2: 0.41, 3: 0.28, 4: 0.33}"
18250,"{0: 0.92, 1: 0.37, 2: 0.27, 3: 0.3, 4: 0.3}"
18500,"{0: 0.96, 1: 0.42, 2: 0.29, 3: 0.4, 4: 0.27}"
18750,"{0: 0.95, 1: 0.37, 2: 0.35, 3: 0.27, 4: 0.32}"
19000,"{0: 0.97, 1: 0.51, 2: 0.27, 3: 0.3, 4: 0.31}"
19250,"{0: 0.96, 1: 0.47, 2: 0.26, 3: 0.33, 4: 0.31}"
19500,"{0: 0.95, 1: 0.48, 2: 0.35, 3: 0.27, 4: 0.24}"
19750,"{0: 0.99, 1: 0.49, 2: 0.36, 3: 0.31, 4: 0.28}"
20000,"{0: 0.93, 1: 0.47, 2: 0.27, 3: 0.35, 4: 0.32}"
20250,"{0: 0.91, 1: 0.43, 2: 0.36, 3: 0.3, 4: 0.33}"
20500,"{0: 0.98, 1: 0.4, 2: 0.3, 3: 0.25, 4: 0.39}"
20750,"{0: 0.95, 1: 0.36, 2: 0.36, 3: 0.32, 4: 0.27}"
21000,"{0: 0.96, 1: 0.34, 2: 0.35, 3: 0.34, 4: 0.24}"
21250,"{0: 0.91, 1: 0.37, 2: 0.31, 3: 0.35, 4: 0.29}"
21500,"{0: 0.94, 1: 0.35, 2: 0.3, 3: 0.34, 4: 0.29}"
21750,"{0: 0.94, 1: 0.37, 2: 0.26, 3: 0.31, 4: 0.37}"
22000,"{0: 0.96, 1: 0.4, 2: 0.33, 3: 0.38, 4: 0.32}"
22250,"{0: 0.95, 1: 0.45, 2: 0.35, 3: 0.29, 4: 0.3}"
22500,"{0: 0.96, 1: 0.45, 2: 0.3, 3: 0.35, 4: 0.31}"
22750,"{0: 0.98, 1: 0.45, 2: 0.3, 3: 0.29, 4: 0.22}"
23000,"{0: 0.94, 1: 0.33, 2: 0.26, 3: 0.31, 4: 0.27}"
23250,"{0: 0.97, 1: 0.45, 2: 0.35, 3: 0.34, 4: 0.29}"
23500,"{0: 0.98, 1: 0.41, 2: 0.31, 3: 0.28, 4: 0.24}"
23750,"{0: 0.93, 1: 0.41, 2: 0.33, 3: 0.31, 4: 0.3}"
24000,"{0: 0.92, 1: 0.48, 2: 0.31, 3: 0.3, 4: 0.39}"
24250,"{0: 0.94, 1: 0.48, 2: 0.26, 3: 0.3, 4: 0.27}"
24500,"{0: 0.94, 1: 0.47, 2: 0.33, 3: 0.38, 4: 0.32}"
24750,"{0: 0.94, 1: 0.42, 2: 0.32, 3: 0.36, 4: 0.35}"
25000,"{0: 0.93, 1: 0.48, 2: 0.27, 3: 0.46, 4: 0.27}"
