steps,best_pred_error_rate
8750,"{0: 0.98, 1: 0.39, 2: 0.33, 3: 0.32, 4: 0.27}"
9000,"{0: 0.97, 1: 0.4, 2: 0.19, 3: 0.35, 4: 0.39}"
9250,"{0: 0.97, 1: 0.5, 2: 0.35, 3: 0.35, 4: 0.29}"
9500,"{0: 0.94, 1: 0.37, 2: 0.42, 3: 0.32, 4: 0.32}"
9750,"{0: 0.94, 1: 0.35, 2: 0.27, 3: 0.33, 4: 0.33}"
10000,"{0: 0.93, 1: 0.33, 2: 0.34, 3: 0.39, 4: 0.38}"
10250,"{0: 0.96, 1: 0.42, 2: 0.34, 3: 0.37, 4: 0.3}"
10500,"{0: 0.96, 1: 0.44, 2: 0.35, 3: 0.35, 4: 0.27}"
10750,"{0: 0.93, 1: 0.44, 2: 0.4, 3: 0.31, 4: 0.31}"
11000,"{0: 0.96, 1: 0.4, 2: 0.27, 3: 0.31, 4: 0.29}"
11250,"{0: 0.95, 1: 0.32, 2: 0.35, 3: 0.33, 4: 0.27}"
11500,"{0: 0.95, 1: 0.44, 2: 0.3, 3: 0.18, 4: 0.34}"
11750,"{0: 0.93, 1: 0.43, 2: 0.31, 3: 0.34, 4: 0.3}"
12000,"{0: 0.96, 1: 0.4, 2: 0.39, 3: 0.34, 4: 0.4}"
12250,"{0: 0.9, 1: 0.44, 2: 0.33, 3: 0.3, 4: 0.37}"
12500,"{0: 0.96, 1: 0.45, 2: 0.39, 3: 0.28, 4: 0.34}"
12750,"{0: 0.96, 1: 0.36, 2: 0.33, 3: 0.36, 4: 0.36}"
13000,"{0: 0.97, 1: 0.44, 2: 0.32, 3: 0.36, 4: 0.33}"
13250,"{0: 0.92, 1: 0.4, 2: 0.29, 3: 0.32, 4: 0.33}"
13500,"{0: 0.99, 1: 0.44, 2: 0.27, 3: 0.35, 4: 0.33}"
13750,"{0: 0.96, 1: 0.46, 2: 0.36, 3: 0.27, 4: 0.32}"
14000,"{0: 0.93, 1: 0.41, 2: 0.34, 3: 0.29, 4: 0.29}"
14250,"{0: 0.95, 1: 0.46, 2: 0.39, 3: 0.29, 4: 0.38}"
14500,"{0: 0.96, 1: 0.5, 2: 0.28, 3: 0.26, 4: 0.28}"
14750,"{0: 0.99, 1: 0.38, 2: 0.26, 3: 0.27, 4: 0.24}"
15000,"{0: 0.96, 1: 0.48, 2: 0.25, 3: 0.38, 4: 0.28}"
15250,"{0: 0.97, 1: 0.42, 2: 0.36, 3: 0.32, 4: 0.26}"
15500,"{0: 0.93, 1: 0.42, 2: 0.32, 3: 0.31, 4: 0.37}"
15750,"{0: 0.9, 1: 0.46, 2: 0.29, 3: 0.25, 4: 0.3}"
16000,"{0: 0.94, 1: 0.45, 2: 0.33, 3: 0.29, 4: 0.28}"
16250,"{0: 0.97, 1: 0.4, 2: 0.32, 3: 0.32, 4: 0.3}"
16500,"{0: 0.98, 1: 0.44, 2: 0.29, 3: 0.26, 4: 0.34}"
16750,"{0: 0.95, 1: 0.32, 2: 0.31, 3: 0.29, 4: 0.35}"
17000,"{0: 0.96, 1: 0.37, 2: 0.25, 3: 0.32, 4: 0.29}"
17250,"{0: 0.94, 1: 0.42, 2: 0.32, 3: 0.33, 4: 0.34}"
17500,"{0: 0.95, 1: 0.39, 2: 0.32, 3: 0.25, 4: 0.34}"
17750,"{0: 0.96, 1: 0.39, 2: 0.38, 3: 0.25, 4: 0.36}"
18000,"{0: 0.92, 1: 0.44, 2: 0.34, 3: 0.31, 4: 0.26}"
18250,"{0: 0.92, 1: 0.4, 2: 0.29, 3: 0.31, 4: 0.35}"
18500,"{0: 0.91, 1: 0.49, 2: 0.37, 3: 0.28, 4: 0.29}"
18750,"{0: 0.94, 1: 0.34, 2: 0.3, 3: 0.35, 4: 0.27}"
19000,"{0: 0.99, 1: 0.42, 2: 0.33, 3: 0.35, 4: 0.26}"
19250,"{0: 0.92, 1: 0.44, 2: 0.24, 3: 0.29, 4: 0.3}"
19500,"{0: 0.94, 1: 0.43, 2: 0.28, 3: 0.28, 4: 0.29}"
19750,"{0: 0.92, 1: 0.46, 2: 0.35, 3: 0.32, 4: 0.34}"
20000,"{0: 0.96, 1: 0.47, 2: 0.3, 3: 0.3, 4: 0.28}"
20250,"{0: 0.94, 1: 0.43, 2: 0.36, 3: 0.16, 4: 0.32}"
20500,"{0: 0.98, 1: 0.44, 2: 0.24, 3: 0.37, 4: 0.27}"
20750,"{0: 0.97, 1: 0.42, 2: 0.29, 3: 0.36, 4: 0.34}"
21000,"{0: 0.94, 1: 0.43, 2: 0.29, 3: 0.25, 4: 0.3}"
21250,"{0: 0.98, 1: 0.43, 2: 0.21, 3: 0.31, 4: 0.43}"
21500,"{0: 0.96, 1: 0.48, 2: 0.44, 3: 0.34, 4: 0.33}"
21750,"{0: 0.91, 1: 0.4, 2: 0.26, 3: 0.33, 4: 0.34}"
22000,"{0: 0.96, 1: 0.43, 2: 0.32, 3: 0.26, 4: 0.28}"
22250,"{0: 0.98, 1: 0.44, 2: 0.35, 3: 0.29, 4: 0.34}"
22500,"{0: 0.94, 1: 0.37, 2: 0.31, 3: 0.23, 4: 0.24}"
22750,"{0: 0.9, 1: 0.44, 2: 0.2, 3: 0.25, 4: 0.37}"
23000,"{0: 0.97, 1: 0.49, 2: 0.38, 3: 0.35, 4: 0.29}"
23250,"{0: 0.93, 1: 0.45, 2: 0.27, 3: 0.3, 4: 0.31}"
23500,"{0: 0.96, 1: 0.45, 2: 0.36, 3: 0.34, 4: 0.35}"
23750,"{0: 0.95, 1: 0.35, 2: 0.38, 3: 0.28, 4: 0.27}"
24000,"{0: 0.96, 1: 0.41, 2: 0.31, 3: 0.25, 4: 0.28}"
24250,"{0: 1.0, 1: 0.42, 2: 0.28, 3: 0.38, 4: 0.27}"
24500,"{0: 0.96, 1: 0.33, 2: 0.26, 3: 0.47, 4: 0.27}"
24750,"{0: 0.96, 1: 0.39, 2: 0.27, 3: 0.27, 4: 0.27}"
25000,"{0: 0.93, 1: 0.45, 2: 0.31, 3: 0.29, 4: 0.39}"
