steps,best_pred_error_rate
250,"{0: 0.98, 1: 0.52, 2: 0.46, 3: 0.49, 4: 0.5}"
500,"{0: 0.97, 1: 0.35, 2: 0.47, 3: 0.4, 4: 0.39}"
750,"{0: 0.98, 1: 0.41, 2: 0.44, 3: 0.39, 4: 0.44}"
1000,"{0: 0.97, 1: 0.41, 2: 0.38, 3: 0.42, 4: 0.38}"
1250,"{0: 0.94, 1: 0.43, 2: 0.41, 3: 0.35, 4: 0.37}"
1500,"{0: 0.92, 1: 0.35, 2: 0.36, 3: 0.31, 4: 0.36}"
1750,"{0: 0.92, 1: 0.4, 2: 0.19, 3: 0.34, 4: 0.35}"
2000,"{0: 0.94, 1: 0.41, 2: 0.34, 3: 0.4, 4: 0.34}"
2250,"{0: 0.95, 1: 0.34, 2: 0.3, 3: 0.36, 4: 0.35}"
2500,"{0: 0.97, 1: 0.4, 2: 0.45, 3: 0.38, 4: 0.44}"
2750,"{0: 0.96, 1: 0.39, 2: 0.36, 3: 0.42, 4: 0.38}"
3000,"{0: 0.97, 1: 0.39, 2: 0.31, 3: 0.41, 4: 0.32}"
3250,"{0: 0.97, 1: 0.38, 2: 0.34, 3: 0.42, 4: 0.34}"
3500,"{0: 0.96, 1: 0.43, 2: 0.26, 3: 0.3, 4: 0.42}"
3750,"{0: 0.93, 1: 0.27, 2: 0.27, 3: 0.32, 4: 0.33}"
4000,"{0: 0.96, 1: 0.37, 2: 0.3, 3: 0.26, 4: 0.3}"
4250,"{0: 0.86, 1: 0.29, 2: 0.3, 3: 0.32, 4: 0.37}"
4500,"{0: 0.96, 1: 0.35, 2: 0.31, 3: 0.41, 4: 0.34}"
4750,"{0: 0.93, 1: 0.33, 2: 0.34, 3: 0.3, 4: 0.3}"
5000,"{0: 0.97, 1: 0.43, 2: 0.35, 3: 0.39, 4: 0.41}"
5250,"{0: 0.97, 1: 0.4, 2: 0.33, 3: 0.32, 4: 0.35}"
5500,"{0: 0.94, 1: 0.45, 2: 0.34, 3: 0.34, 4: 0.31}"
5750,"{0: 0.93, 1: 0.47, 2: 0.32, 3: 0.45, 4: 0.45}"
6000,"{0: 0.98, 1: 0.37, 2: 0.24, 3: 0.29, 4: 0.31}"
6250,"{0: 0.93, 1: 0.46, 2: 0.31, 3: 0.28, 4: 0.36}"
6500,"{0: 0.96, 1: 0.38, 2: 0.34, 3: 0.33, 4: 0.29}"
6750,"{0: 0.97, 1: 0.36, 2: 0.31, 3: 0.32, 4: 0.31}"
