steps,best_pred_error_rate
13500,"{0: 0.91, 1: 0.46, 2: 0.31, 3: 0.3, 4: 0.25}"
13750,"{0: 0.95, 1: 0.37, 2: 0.28, 3: 0.3, 4: 0.36}"
14000,"{0: 0.96, 1: 0.39, 2: 0.35, 3: 0.39, 4: 0.26}"
14250,"{0: 0.96, 1: 0.38, 2: 0.26, 3: 0.24, 4: 0.28}"
14500,"{0: 0.92, 1: 0.37, 2: 0.34, 3: 0.27, 4: 0.42}"
14750,"{0: 0.97, 1: 0.4, 2: 0.25, 3: 0.27, 4: 0.26}"
15000,"{0: 0.93, 1: 0.36, 2: 0.27, 3: 0.3, 4: 0.38}"
15250,"{0: 0.98, 1: 0.49, 2: 0.32, 3: 0.33, 4: 0.36}"
15500,"{0: 0.97, 1: 0.44, 2: 0.41, 3: 0.31, 4: 0.33}"
15750,"{0: 1.0, 1: 0.36, 2: 0.26, 3: 0.32, 4: 0.3}"
16000,"{0: 0.97, 1: 0.54, 2: 0.36, 3: 0.32, 4: 0.29}"
16250,"{0: 0.99, 1: 0.43, 2: 0.29, 3: 0.3, 4: 0.25}"
16500,"{0: 0.93, 1: 0.44, 2: 0.3, 3: 0.38, 4: 0.23}"
16750,"{0: 0.97, 1: 0.4, 2: 0.34, 3: 0.28, 4: 0.21}"
17000,"{0: 0.91, 1: 0.4, 2: 0.29, 3: 0.33, 4: 0.3}"
17250,"{0: 0.95, 1: 0.34, 2: 0.23, 3: 0.29, 4: 0.31}"
17500,"{0: 0.95, 1: 0.44, 2: 0.29, 3: 0.25, 4: 0.28}"
17750,"{0: 0.93, 1: 0.42, 2: 0.28, 3: 0.4, 4: 0.39}"
18000,"{0: 0.95, 1: 0.37, 2: 0.3, 3: 0.28, 4: 0.35}"
18250,"{0: 0.97, 1: 0.41, 2: 0.34, 3: 0.26, 4: 0.34}"
18500,"{0: 1.0, 1: 0.4, 2: 0.34, 3: 0.3, 4: 0.38}"
18750,"{0: 0.92, 1: 0.51, 2: 0.38, 3: 0.31, 4: 0.3}"
19000,"{0: 0.94, 1: 0.4, 2: 0.31, 3: 0.34, 4: 0.29}"
19250,"{0: 0.96, 1: 0.5, 2: 0.36, 3: 0.32, 4: 0.25}"
19500,"{0: 0.96, 1: 0.49, 2: 0.26, 3: 0.4, 4: 0.31}"
19750,"{0: 0.93, 1: 0.48, 2: 0.38, 3: 0.33, 4: 0.31}"
20000,"{0: 0.94, 1: 0.49, 2: 0.38, 3: 0.33, 4: 0.32}"
20250,"{0: 0.96, 1: 0.48, 2: 0.34, 3: 0.37, 4: 0.42}"
20500,"{0: 0.96, 1: 0.36, 2: 0.36, 3: 0.33, 4: 0.4}"
20750,"{0: 0.96, 1: 0.43, 2: 0.38, 3: 0.31, 4: 0.36}"
21000,"{0: 0.94, 1: 0.4, 2: 0.31, 3: 0.31, 4: 0.3}"
21250,"{0: 0.94, 1: 0.39, 2: 0.33, 3: 0.37, 4: 0.29}"
21500,"{0: 0.98, 1: 0.36, 2: 0.27, 3: 0.27, 4: 0.22}"
21750,"{0: 0.94, 1: 0.44, 2: 0.24, 3: 0.26, 4: 0.3}"
22000,"{0: 0.96, 1: 0.49, 2: 0.28, 3: 0.32, 4: 0.29}"
22250,"{0: 0.94, 1: 0.33, 2: 0.33, 3: 0.32, 4: 0.34}"
22500,"{0: 0.93, 1: 0.46, 2: 0.41, 3: 0.26, 4: 0.26}"
22750,"{0: 0.97, 1: 0.42, 2: 0.26, 3: 0.3, 4: 0.29}"
23000,"{0: 0.97, 1: 0.49, 2: 0.35, 3: 0.26, 4: 0.35}"
23250,"{0: 0.95, 1: 0.37, 2: 0.28, 3: 0.25, 4: 0.27}"
23500,"{0: 0.94, 1: 0.36, 2: 0.29, 3: 0.38, 4: 0.29}"
23750,"{0: 0.94, 1: 0.51, 2: 0.41, 3: 0.33, 4: 0.29}"
24000,"{0: 0.97, 1: 0.4, 2: 0.29, 3: 0.31, 4: 0.4}"
24250,"{0: 0.96, 1: 0.45, 2: 0.27, 3: 0.3, 4: 0.19}"
24500,"{0: 0.96, 1: 0.4, 2: 0.39, 3: 0.29, 4: 0.29}"
24750,"{0: 0.95, 1: 0.45, 2: 0.24, 3: 0.34, 4: 0.35}"
25000,"{0: 0.98, 1: 0.42, 2: 0.31, 3: 0.35, 4: 0.25}"
