steps,best_pred_error_rate
250,"{0: 0.95, 1: 0.53, 2: 0.38, 3: 0.51, 4: 0.61}"
500,"{0: 0.95, 1: 0.42, 2: 0.41, 3: 0.45, 4: 0.37}"
750,"{0: 0.92, 1: 0.41, 2: 0.41, 3: 0.46, 4: 0.48}"
1000,"{0: 0.94, 1: 0.41, 2: 0.32, 3: 0.5, 4: 0.3}"
1250,"{0: 0.92, 1: 0.4, 2: 0.46, 3: 0.4, 4: 0.42}"
1500,"{0: 0.95, 1: 0.46, 2: 0.34, 3: 0.32, 4: 0.37}"
1750,"{0: 0.96, 1: 0.38, 2: 0.4, 3: 0.41, 4: 0.39}"
2000,"{0: 0.96, 1: 0.51, 2: 0.31, 3: 0.37, 4: 0.35}"
2250,"{0: 0.92, 1: 0.49, 2: 0.3, 3: 0.3, 4: 0.26}"
2500,"{0: 0.98, 1: 0.3, 2: 0.45, 3: 0.47, 4: 0.44}"
2750,"{0: 0.94, 1: 0.45, 2: 0.29, 3: 0.35, 4: 0.32}"
3000,"{0: 0.95, 1: 0.46, 2: 0.39, 3: 0.37, 4: 0.33}"
3250,"{0: 0.95, 1: 0.37, 2: 0.33, 3: 0.38, 4: 0.3}"
3500,"{0: 0.98, 1: 0.31, 2: 0.31, 3: 0.31, 4: 0.37}"
3750,"{0: 0.94, 1: 0.42, 2: 0.42, 3: 0.44, 4: 0.46}"
4000,"{0: 0.93, 1: 0.44, 2: 0.38, 3: 0.48, 4: 0.34}"
4250,"{0: 0.98, 1: 0.4, 2: 0.39, 3: 0.34, 4: 0.37}"
4500,"{0: 0.96, 1: 0.42, 2: 0.35, 3: 0.19, 4: 0.35}"
4750,"{0: 0.96, 1: 0.38, 2: 0.36, 3: 0.37, 4: 0.26}"
5000,"{0: 0.95, 1: 0.45, 2: 0.35, 3: 0.34, 4: 0.32}"
5250,"{0: 0.93, 1: 0.33, 2: 0.39, 3: 0.36, 4: 0.35}"
5500,"{0: 0.96, 1: 0.36, 2: 0.35, 3: 0.37, 4: 0.26}"
5750,"{0: 0.95, 1: 0.42, 2: 0.35, 3: 0.28, 4: 0.41}"
6000,"{0: 0.95, 1: 0.39, 2: 0.32, 3: 0.42, 4: 0.41}"
6250,"{0: 0.94, 1: 0.36, 2: 0.38, 3: 0.36, 4: 0.24}"
6500,"{0: 0.97, 1: 0.44, 2: 0.43, 3: 0.29, 4: 0.32}"
6750,"{0: 0.94, 1: 0.4, 2: 0.33, 3: 0.31, 4: 0.27}"
7000,"{0: 0.98, 1: 0.35, 2: 0.4, 3: 0.36, 4: 0.38}"
