steps,best_pred_error_rate
250,"{0: 0.93, 1: 0.45, 2: 0.39, 3: 0.45, 4: 0.49}"
500,"{0: 0.96, 1: 0.4, 2: 0.43, 3: 0.51, 4: 0.46}"
750,"{0: 0.98, 1: 0.37, 2: 0.35, 3: 0.22, 4: 0.28}"
1000,"{0: 0.93, 1: 0.52, 2: 0.41, 3: 0.38, 4: 0.39}"
1250,"{0: 0.98, 1: 0.48, 2: 0.38, 3: 0.4, 4: 0.44}"
1500,"{0: 0.98, 1: 0.41, 2: 0.4, 3: 0.38, 4: 0.4}"
1750,"{0: 0.93, 1: 0.3, 2: 0.35, 3: 0.39, 4: 0.27}"
2000,"{0: 0.96, 1: 0.44, 2: 0.39, 3: 0.32, 4: 0.31}"
2250,"{0: 0.96, 1: 0.34, 2: 0.41, 3: 0.39, 4: 0.42}"
2500,"{0: 0.93, 1: 0.43, 2: 0.34, 3: 0.37, 4: 0.32}"
2750,"{0: 0.94, 1: 0.32, 2: 0.35, 3: 0.3, 4: 0.39}"
3000,"{0: 0.94, 1: 0.36, 2: 0.36, 3: 0.36, 4: 0.37}"
3250,"{0: 0.96, 1: 0.32, 2: 0.32, 3: 0.29, 4: 0.33}"
3500,"{0: 0.96, 1: 0.44, 2: 0.41, 3: 0.41, 4: 0.35}"
3750,"{0: 0.98, 1: 0.41, 2: 0.36, 3: 0.26, 4: 0.34}"
4000,"{0: 0.94, 1: 0.41, 2: 0.31, 3: 0.31, 4: 0.33}"
4250,"{0: 0.95, 1: 0.35, 2: 0.38, 3: 0.27, 4: 0.24}"
4500,"{0: 0.97, 1: 0.43, 2: 0.38, 3: 0.34, 4: 0.22}"
4750,"{0: 0.95, 1: 0.41, 2: 0.36, 3: 0.41, 4: 0.36}"
5000,"{0: 0.99, 1: 0.41, 2: 0.3, 3: 0.29, 4: 0.32}"
5250,"{0: 0.91, 1: 0.35, 2: 0.35, 3: 0.34, 4: 0.31}"
5500,"{0: 0.95, 1: 0.33, 2: 0.37, 3: 0.35, 4: 0.35}"
5750,"{0: 0.94, 1: 0.47, 2: 0.27, 3: 0.29, 4: 0.29}"
6000,"{0: 0.94, 1: 0.36, 2: 0.35, 3: 0.32, 4: 0.33}"
6250,"{0: 0.99, 1: 0.38, 2: 0.34, 3: 0.35, 4: 0.27}"
6500,"{0: 0.93, 1: 0.51, 2: 0.26, 3: 0.33, 4: 0.35}"
6750,"{0: 0.95, 1: 0.45, 2: 0.27, 3: 0.39, 4: 0.28}"
7000,"{0: 0.98, 1: 0.43, 2: 0.33, 3: 0.35, 4: 0.33}"
7250,"{0: 0.95, 1: 0.41, 2: 0.38, 3: 0.31, 4: 0.29}"
7500,"{0: 0.94, 1: 0.45, 2: 0.29, 3: 0.33, 4: 0.26}"
7750,"{0: 0.95, 1: 0.37, 2: 0.34, 3: 0.38, 4: 0.28}"
8000,"{0: 0.97, 1: 0.42, 2: 0.3, 3: 0.37, 4: 0.2}"
8250,"{0: 0.97, 1: 0.44, 2: 0.34, 3: 0.26, 4: 0.32}"
8500,"{0: 0.93, 1: 0.33, 2: 0.28, 3: 0.31, 4: 0.4}"
8750,"{0: 0.94, 1: 0.44, 2: 0.3, 3: 0.39, 4: 0.36}"
9000,"{0: 0.94, 1: 0.43, 2: 0.27, 3: 0.32, 4: 0.34}"
9250,"{0: 0.99, 1: 0.42, 2: 0.31, 3: 0.31, 4: 0.38}"
9500,"{0: 0.98, 1: 0.4, 2: 0.29, 3: 0.37, 4: 0.36}"
