steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.072,108,0
500,0.0001,0.204,140,0
750,0.0001,0.176,165,0
1000,0.0001,0.18,181,0
1250,0.0001,0.216,189,0
1500,0.0002,0.256,198,0
1750,0.0001,0.184,202,1
2000,0.0002,0.24,209,1
2250,0.0002,0.252,217,3
2500,0.0002,0.216,220,6
2750,0.0001,0.2,223,6
3000,0.0001,0.288,227,6
3250,0.0001,0.272,228,7
3500,0.0001,0.24,230,8
3750,0.0001,0.26,232,8
4000,0.0001,0.252,232,11
4250,0.0002,0.244,233,12
4500,0.0002,0.204,236,12
4750,0.0002,0.244,237,14
5000,0.0003,0.216,238,14
5250,0.0002,0.248,239,15
5500,0.0002,0.228,241,15
5750,0.0001,0.244,241,16
6000,0.0002,0.216,242,17
6250,0.0002,0.252,242,19
6500,0.0001,0.26,242,18
6750,0.0001,0.22,244,19
7000,0.0001,0.212,244,22
7250,0.0002,0.212,246,25
7500,0.0001,0.232,247,26
7750,0.0001,0.204,247,27
8000,0.0002,0.208,247,28
8250,0.0001,0.244,247,28
8500,0.0001,0.212,247,31
8750,0.0002,0.328,248,32
9000,0.0002,0.248,248,33
9250,0.0002,0.22,248,33
9500,0.0001,0.212,249,34
9750,0.0001,0.272,249,36
10000,0.0002,0.264,250,36
10250,0.0002,0.192,250,37
10500,0.0002,0.208,250,38
10750,0.0001,0.18,250,38
11000,0.0002,0.172,251,40
11250,0.0001,0.24,251,40
11500,0.0002,0.212,251,41
11750,0.0001,0.232,251,41
12000,0.0001,0.24,252,42
12250,0.0002,0.224,252,46
12500,0.0002,0.196,253,47
12750,0.0001,0.192,253,48
13000,0.0001,0.216,253,48
13250,0.0001,0.236,253,49
13500,0.0002,0.276,253,49
13750,0.0002,0.204,254,49
14000,0.0002,0.192,254,50
14250,0.0001,0.168,255,51
14500,0.0002,0.256,255,51
14750,0.0001,0.292,256,51
15000,0.0002,0.228,256,51
15250,0.0001,0.232,256,51
15500,0.0002,0.224,256,52
15750,0.0002,0.228,256,54
16000,0.0001,0.2,256,54
16250,0.0001,0.208,256,55
16500,0.0001,0.244,256,56
16750,0.0001,0.22,257,57
17000,0.0002,0.2,257,57
17250,0.0002,0.264,257,59
17500,0.0002,0.22,257,60
17750,0.0002,0.288,257,60
18000,0.0001,0.208,257,61
18250,0.0002,0.184,257,62
18500,0.0002,0.188,257,63
18750,0.0002,0.2,257,66
19000,0.0001,0.196,257,67
19250,0.0001,0.204,257,67
19500,0.0002,0.188,257,68
19750,0.0001,0.228,257,68
20000,0.0002,0.232,257,68
20250,0.0002,0.26,257,68
20500,0.0001,0.22,257,68
20750,0.0001,0.224,257,69
21000,0.0003,0.276,257,69
21250,0.0001,0.204,257,69
21500,0.0001,0.204,257,69
21750,0.0002,0.232,257,69
22000,0.0001,0.22,257,70
22250,0.0002,0.208,257,70
22500,0.0002,0.256,257,70
22750,0.0001,0.18,257,70
23000,0.0002,0.22,257,71
23250,0.0001,0.22,257,72
23500,0.0001,0.272,257,74
23750,0.0002,0.284,257,75
24000,0.0001,0.188,257,76
24250,0.0001,0.252,257,76
24500,0.0002,0.16,257,76
24750,0.0001,0.272,257,76
25000,0.0002,0.292,257,76
