steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.116,109,0
500,0.0001,0.176,140,0
750,0.0001,0.204,158,0
1000,0.0002,0.228,169,1
1250,0.0001,0.268,182,1
1500,0.0002,0.2,194,2
1750,0.0001,0.196,202,2
2000,0.0002,0.208,206,3
2250,0.0002,0.244,212,5
2500,0.0002,0.236,213,6
2750,0.0001,0.244,215,7
3000,0.0001,0.26,215,8
3250,0.0002,0.196,219,9
3500,0.0002,0.236,224,9
3750,0.0002,0.24,226,10
4000,0.0002,0.24,230,11
4250,0.0002,0.232,231,11
4500,0.0002,0.26,233,11
4750,0.0002,0.232,234,12
5000,0.0003,0.224,234,14
5250,0.0002,0.224,234,14
5500,0.0001,0.192,234,16
5750,0.0002,0.212,237,19
6000,0.0002,0.16,238,20
6250,0.0001,0.22,238,20
6500,0.0001,0.18,239,20
6750,0.0001,0.22,239,21
7000,0.0002,0.22,239,22
7250,0.0001,0.264,240,24
7500,0.0001,0.22,240,25
7750,0.0001,0.168,240,28
8000,0.0002,0.188,240,29
8250,0.0002,0.228,240,29
8500,0.0002,0.248,241,30
8750,0.0002,0.22,241,32
9000,0.0002,0.248,241,34
9250,0.0001,0.256,241,37
9500,0.0002,0.228,241,37
9750,0.0001,0.248,241,39
10000,0.0002,0.248,241,42
10250,0.0002,0.188,241,42
10500,0.0001,0.16,241,42
10750,0.0002,0.164,241,43
11000,0.0001,0.156,241,43
11250,0.0002,0.224,241,43
11500,0.0001,0.284,241,45
11750,0.0001,0.212,241,45
12000,0.0001,0.22,241,48
12250,0.0001,0.18,241,48
12500,0.0001,0.2,241,48
12750,0.0002,0.204,241,48
13000,0.0001,0.172,241,51
13250,0.0001,0.212,241,53
13500,0.0002,0.188,241,54
13750,0.0001,0.176,241,55
14000,0.0002,0.224,241,56
14250,0.0002,0.176,241,59
14500,0.0001,0.188,241,59
14750,0.0001,0.176,241,61
15000,0.0002,0.256,241,61
15250,0.0002,0.24,241,61
15500,0.0001,0.24,241,66
15750,0.0002,0.184,241,66
16000,0.0001,0.264,241,66
16250,0.0002,0.196,241,67
16500,0.0002,0.212,241,68
16750,0.0001,0.204,241,68
17000,0.0002,0.276,241,68
17250,0.0002,0.192,241,69
17500,0.0001,0.248,241,70
17750,0.0001,0.22,241,70
18000,0.0001,0.208,242,71
18250,0.0001,0.192,242,72
18500,0.0001,0.204,242,72
18750,0.0001,0.188,242,73
19000,0.0001,0.168,242,74
19250,0.0002,0.172,242,75
19500,0.0001,0.204,242,75
19750,0.0002,0.24,243,76
20000,0.0001,0.184,243,76
20250,0.0001,0.212,243,76
20500,0.0002,0.248,243,76
20750,0.0002,0.216,243,76
21000,0.0002,0.236,243,76
21250,0.0002,0.188,243,76
21500,0.0001,0.26,243,76
21750,0.0001,0.232,243,76
22000,0.0,0.244,243,76
22250,0.0001,0.164,243,76
22500,0.0001,0.156,243,76
22750,0.0002,0.184,243,77
23000,0.0001,0.212,243,78
23250,0.0002,0.22,243,78
23500,0.0001,0.172,245,78
23750,0.0002,0.212,245,78
24000,0.0001,0.204,245,78
24250,0.0002,0.192,245,78
24500,0.0001,0.208,245,78
24750,0.0002,0.16,245,78
25000,0.0001,0.22,245,78
