steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.108,113,0
500,0.0001,0.204,152,0
750,0.0001,0.244,173,0
1000,0.0001,0.244,187,0
1250,0.0001,0.18,197,0
1500,0.0001,0.196,203,0
1750,0.0002,0.16,211,0
2000,0.0002,0.164,218,1
2250,0.0002,0.232,223,2
2500,0.0002,0.224,231,3
2750,0.0001,0.256,236,3
3000,0.0002,0.284,243,4
3250,0.0002,0.256,244,4
3500,0.0001,0.292,245,5
3750,0.0002,0.224,247,6
4000,0.0001,0.24,248,6
4250,0.0002,0.276,248,8
4500,0.0003,0.236,248,11
4750,0.0002,0.236,248,12
5000,0.0004,0.192,248,14
5250,0.0002,0.24,248,14
5500,0.0003,0.228,250,14
5750,0.0002,0.224,250,17
6000,0.0002,0.264,250,18
6250,0.0002,0.18,250,19
6500,0.0001,0.248,250,20
6750,0.0002,0.264,250,23
7000,0.0002,0.236,251,23
7250,0.0002,0.256,251,24
7500,0.0002,0.228,252,26
7750,0.0001,0.264,253,28
8000,0.0002,0.196,253,29
8250,0.0001,0.176,253,31
8500,0.0001,0.196,253,33
8750,0.0002,0.216,253,33
9000,0.0001,0.256,253,33
9250,0.0002,0.188,253,34
9500,0.0001,0.236,254,35
9750,0.0002,0.216,254,35
10000,0.0001,0.184,254,36
10250,0.0001,0.196,254,38
10500,0.0002,0.264,254,40
10750,0.0002,0.344,254,42
11000,0.0001,0.24,254,43
11250,0.0001,0.164,254,43
11500,0.0002,0.236,254,43
11750,0.0002,0.244,255,43
12000,0.0001,0.184,255,45
12250,0.0001,0.216,255,45
12500,0.0001,0.224,255,45
12750,0.0001,0.204,255,46
13000,0.0001,0.212,256,48
13250,0.0002,0.248,256,50
13500,0.0002,0.244,256,51
13750,0.0001,0.272,258,51
14000,0.0002,0.2,259,51
14250,0.0002,0.196,261,52
14500,0.0001,0.176,261,56
14750,0.0002,0.248,262,57
15000,0.0001,0.252,262,59
15250,0.0001,0.22,263,59
15500,0.0002,0.204,264,61
15750,0.0001,0.236,264,61
16000,0.0001,0.208,264,65
16250,0.0001,0.26,264,65
16500,0.0001,0.248,265,65
16750,0.0002,0.252,265,66
17000,0.0002,0.184,265,67
17250,0.0002,0.264,265,68
17500,0.0002,0.264,265,68
17750,0.0001,0.22,265,68
18000,0.0002,0.18,265,69
18250,0.0001,0.228,265,69
18500,0.0002,0.244,265,70
18750,0.0002,0.2,265,70
19000,0.0001,0.244,265,70
19250,0.0002,0.236,265,71
19500,0.0001,0.228,265,72
19750,0.0002,0.216,265,73
20000,0.0001,0.192,265,74
20250,0.0001,0.248,265,74
20500,0.0001,0.264,265,74
20750,0.0001,0.252,265,76
21000,0.0002,0.244,265,76
21250,0.0002,0.18,265,76
21500,0.0001,0.26,265,77
21750,0.0001,0.184,265,77
22000,0.0002,0.264,265,78
22250,0.0002,0.188,265,78
22500,0.0001,0.256,265,78
22750,0.0001,0.2,265,78
23000,0.0001,0.236,266,78
23250,0.0002,0.204,266,78
23500,0.0002,0.252,266,78
23750,0.0002,0.224,266,78
24000,0.0002,0.24,266,78
24250,0.0002,0.24,266,78
24500,0.0002,0.2,266,78
24750,0.0002,0.236,266,78
25000,0.0001,0.228,266,79
