steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.096,109,0
500,0.0001,0.232,149,0
750,0.0002,0.288,172,0
1000,0.0001,0.212,185,0
1250,0.0002,0.252,189,0
1500,0.0001,0.236,197,1
1750,0.0002,0.252,205,1
2000,0.0002,0.22,208,2
2250,0.0001,0.22,211,2
2500,0.0001,0.244,213,3
2750,0.0001,0.192,214,5
3000,0.0001,0.26,216,6
3250,0.0001,0.2,216,7
3500,0.0002,0.22,216,8
3750,0.0001,0.188,219,9
4000,0.0002,0.24,221,10
4250,0.0001,0.26,222,12
4500,0.0002,0.232,223,13
4750,0.0003,0.256,223,13
5000,0.0002,0.16,224,18
5250,0.0002,0.2,224,19
5500,0.0002,0.224,227,19
5750,0.0001,0.212,231,20
6000,0.0002,0.196,232,20
6250,0.0002,0.244,233,20
6500,0.0001,0.236,233,21
6750,0.0002,0.236,233,24
7000,0.0002,0.204,234,26
7250,0.0001,0.248,234,26
7500,0.0001,0.236,235,26
7750,0.0002,0.232,235,26
8000,0.0002,0.208,237,27
8250,0.0002,0.22,238,29
8500,0.0001,0.216,238,29
8750,0.0001,0.212,239,31
9000,0.0002,0.224,239,32
9250,0.0002,0.212,239,34
9500,0.0001,0.208,239,35
9750,0.0002,0.216,239,39
10000,0.0001,0.204,239,39
10250,0.0001,0.172,239,39
10500,0.0002,0.18,239,39
10750,0.0002,0.24,240,40
11000,0.0002,0.212,240,40
11250,0.0001,0.22,240,41
11500,0.0001,0.232,240,43
11750,0.0001,0.184,240,45
12000,0.0002,0.192,240,46
12250,0.0001,0.212,241,47
12500,0.0002,0.228,242,48
12750,0.0001,0.22,242,50
13000,0.0002,0.24,243,51
13250,0.0001,0.22,243,52
13500,0.0002,0.22,243,54
13750,0.0001,0.228,243,54
14000,0.0001,0.232,244,54
14250,0.0002,0.26,244,55
14500,0.0002,0.236,245,55
14750,0.0001,0.224,245,55
15000,0.0002,0.26,245,55
15250,0.0002,0.2,245,55
15500,0.0002,0.248,245,56
15750,0.0001,0.22,245,57
16000,0.0002,0.22,245,59
16250,0.0001,0.188,245,60
16500,0.0001,0.244,245,60
16750,0.0001,0.204,245,60
17000,0.0002,0.176,245,60
17250,0.0001,0.152,245,62
17500,0.0002,0.232,245,63
17750,0.0001,0.232,245,63
18000,0.0002,0.26,245,64
18250,0.0002,0.252,245,65
18500,0.0002,0.208,245,65
18750,0.0002,0.172,245,66
19000,0.0001,0.212,245,66
19250,0.0001,0.212,245,66
19500,0.0001,0.16,245,67
19750,0.0002,0.196,245,67
20000,0.0002,0.18,245,67
20250,0.0002,0.216,245,68
20500,0.0001,0.228,246,69
20750,0.0001,0.188,246,70
21000,0.0001,0.236,246,70
21250,0.0002,0.228,246,70
21500,0.0,0.192,246,70
21750,0.0002,0.256,246,70
22000,0.0001,0.22,247,70
22250,0.0001,0.184,247,70
22500,0.0002,0.24,247,70
22750,0.0001,0.288,247,70
23000,0.0002,0.164,247,70
23250,0.0002,0.196,247,71
23500,0.0001,0.236,247,71
23750,0.0001,0.232,247,72
24000,0.0002,0.264,247,72
24250,0.0001,0.196,247,73
24500,0.0001,0.248,247,73
24750,0.0001,0.224,248,73
25000,0.0002,0.18,249,73
