steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.1,110,0
500,0.0002,0.18,144,0
750,0.0002,0.168,165,0
1000,0.0002,0.28,178,0
1250,0.0002,0.26,186,0
1500,0.0001,0.228,196,1
1750,0.0002,0.244,200,1
2000,0.0001,0.268,202,1
2250,0.0001,0.248,204,3
2500,0.0002,0.204,205,5
2750,0.0002,0.264,207,6
3000,0.0003,0.252,207,6
3250,0.0002,0.228,208,10
3500,0.0002,0.224,208,11
3750,0.0002,0.28,211,12
4000,0.0001,0.232,212,13
4250,0.0002,0.212,214,14
4500,0.0002,0.248,214,14
4750,0.0003,0.22,214,15
5000,0.0002,0.168,216,16
5250,0.0001,0.26,217,17
5500,0.0001,0.208,218,19
5750,0.0002,0.292,218,21
6000,0.0001,0.216,219,22
6250,0.0001,0.192,219,23
6500,0.0001,0.256,222,25
6750,0.0002,0.224,222,25
7000,0.0001,0.188,226,26
7250,0.0002,0.256,228,26
7500,0.0002,0.196,230,27
7750,0.0001,0.212,230,30
8000,0.0001,0.272,230,32
8250,0.0001,0.208,230,32
8500,0.0001,0.224,230,33
8750,0.0001,0.212,230,33
9000,0.0001,0.256,230,33
9250,0.0001,0.24,230,34
9500,0.0001,0.248,230,35
9750,0.0001,0.228,232,37
10000,0.0002,0.244,236,40
10250,0.0002,0.204,236,41
10500,0.0001,0.168,236,42
10750,0.0001,0.264,236,43
11000,0.0002,0.268,236,43
11250,0.0001,0.196,236,44
11500,0.0001,0.184,236,44
11750,0.0002,0.2,236,44
12000,0.0001,0.18,236,47
12250,0.0002,0.188,236,47
12500,0.0001,0.224,236,49
12750,0.0001,0.216,236,49
13000,0.0002,0.228,236,52
13250,0.0002,0.2,236,54
13500,0.0002,0.18,236,55
13750,0.0001,0.216,236,57
14000,0.0001,0.204,236,57
14250,0.0001,0.224,236,59
14500,0.0001,0.208,236,59
14750,0.0002,0.164,236,60
15000,0.0002,0.2,236,60
15250,0.0001,0.244,236,61
15500,0.0001,0.196,236,62
15750,0.0001,0.192,238,62
16000,0.0001,0.184,238,62
16250,0.0001,0.236,238,62
16500,0.0002,0.224,239,63
16750,0.0002,0.2,239,63
17000,0.0001,0.188,241,63
17250,0.0002,0.216,242,63
17500,0.0001,0.224,242,64
17750,0.0002,0.164,242,64
18000,0.0001,0.16,242,64
18250,0.0002,0.208,242,64
18500,0.0002,0.208,242,64
18750,0.0001,0.216,242,65
19000,0.0001,0.196,242,66
19250,0.0002,0.228,242,66
19500,0.0002,0.268,243,67
19750,0.0001,0.26,243,67
20000,0.0001,0.208,243,67
20250,0.0001,0.196,243,68
20500,0.0002,0.18,243,68
20750,0.0002,0.252,243,69
21000,0.0001,0.188,243,70
21250,0.0001,0.244,243,70
21500,0.0001,0.196,243,71
21750,0.0002,0.176,243,71
22000,0.0001,0.168,243,71
22250,0.0001,0.176,243,72
22500,0.0002,0.208,243,72
22750,0.0001,0.192,243,72
23000,0.0002,0.204,243,73
23250,0.0001,0.188,243,74
23500,0.0001,0.228,243,77
23750,0.0002,0.208,243,77
24000,0.0001,0.244,243,77
24250,0.0001,0.2,243,78
24500,0.0002,0.196,243,78
24750,0.0001,0.224,243,78
25000,0.0001,0.188,243,78
