steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.132,113,0
500,0.0001,0.212,143,0
750,0.0002,0.24,169,0
1000,0.0001,0.236,178,0
1250,0.0001,0.304,191,0
1500,0.0001,0.276,196,0
1750,0.0001,0.308,202,0
2000,0.0001,0.184,204,0
2250,0.0002,0.224,206,0
2500,0.0001,0.284,211,2
2750,0.0002,0.244,212,2
3000,0.0001,0.244,212,2
3250,0.0001,0.236,215,4
3500,0.0001,0.196,218,7
3750,0.0001,0.268,219,9
4000,0.0001,0.188,222,10
4250,0.0002,0.212,225,10
4500,0.0001,0.228,228,10
4750,0.0002,0.204,230,12
5000,0.0004,0.22,230,14
5250,0.0003,0.244,233,15
5500,0.0001,0.176,235,20
5750,0.0002,0.24,235,21
6000,0.0001,0.216,236,21
6250,0.0002,0.192,236,21
6500,0.0002,0.22,236,22
6750,0.0002,0.172,236,22
7000,0.0002,0.212,237,22
7250,0.0002,0.256,237,26
7500,0.0002,0.18,237,28
7750,0.0002,0.256,238,29
8000,0.0002,0.2,238,29
8250,0.0001,0.216,238,31
8500,0.0001,0.224,238,33
8750,0.0001,0.212,240,36
9000,0.0002,0.204,240,38
9250,0.0002,0.224,240,39
9500,0.0001,0.172,240,40
9750,0.0001,0.28,240,41
10000,0.0001,0.204,241,43
10250,0.0001,0.22,242,45
10500,0.0002,0.26,242,46
10750,0.0002,0.228,243,48
11000,0.0001,0.244,243,51
11250,0.0002,0.188,243,52
11500,0.0001,0.236,243,52
11750,0.0002,0.216,244,53
12000,0.0001,0.176,244,54
12250,0.0002,0.276,244,56
12500,0.0001,0.208,244,56
12750,0.0001,0.236,244,57
13000,0.0002,0.232,244,57
13250,0.0002,0.224,244,58
13500,0.0002,0.264,245,59
13750,0.0001,0.192,245,60
14000,0.0002,0.212,246,61
14250,0.0001,0.204,246,61
14500,0.0002,0.22,246,61
14750,0.0002,0.236,246,61
15000,0.0001,0.236,246,62
15250,0.0001,0.252,246,62
15500,0.0002,0.18,246,62
15750,0.0002,0.22,246,62
16000,0.0002,0.232,246,62
16250,0.0002,0.196,246,63
16500,0.0001,0.152,246,63
16750,0.0001,0.188,246,64
17000,0.0002,0.228,246,64
17250,0.0002,0.216,246,64
17500,0.0001,0.232,246,65
17750,0.0002,0.212,246,65
18000,0.0002,0.212,246,66
18250,0.0001,0.228,246,67
18500,0.0002,0.204,246,67
18750,0.0001,0.204,246,67
19000,0.0002,0.232,246,68
19250,0.0002,0.2,246,69
19500,0.0002,0.2,246,69
19750,0.0001,0.172,246,69
20000,0.0001,0.244,246,69
20250,0.0001,0.212,246,69
20500,0.0001,0.164,246,69
20750,0.0002,0.236,246,70
21000,0.0001,0.204,246,70
21250,0.0001,0.256,247,70
21500,0.0001,0.176,247,72
21750,0.0002,0.224,247,72
22000,0.0002,0.196,247,73
22250,0.0001,0.196,247,73
22500,0.0001,0.216,247,74
22750,0.0002,0.204,247,74
23000,0.0001,0.236,247,74
23250,0.0001,0.196,247,74
23500,0.0002,0.188,247,75
23750,0.0001,0.192,247,75
24000,0.0001,0.168,247,75
24250,0.0002,0.18,247,75
24500,0.0002,0.188,247,76
24750,0.0001,0.22,247,76
25000,0.0001,0.192,247,76
