total_steps,value
10,"[0.75, 0.5, 0.5, 0.6666666666666666, 0.5, 0.5, 0.5]"
1500,"[0.9, 0.125, 0.8, 0.9047619047619048, 0.36363636363636365, 0.6666666666666666, 0.9285714285714286, 0.8888888888888888, 0.6176470588235294, 0.75, 0.8, 0.6666666666666666, 0.5, 0.2, 0.3333333333333333, 0.8461538461538461, 0.8333333333333334, 0.6, 0.6, 0.8333333333333334, 0.8333333333333334, 0.95, 0.8571428571428571, 0.42857142857142855, 0.6666666666666666, 0.9259259259259259, 0.76, 0.25, 0.75, 0.875, 0.42857142857142855, 0.375, 0.6666666666666666, 0.8, 0.8, 0.09090909090909091, 0.6666666666666666, 0.8181818181818182, 0.26666666666666666, 0.5, 0.5, 0.36363636363636365, 0.6666666666666666, 0.6, 0.8571428571428571, 0.6666666666666666, 0.75, 0.75, 0.4, 0.5, 0.42857142857142855, 0.8, 0.2, 0.5, 0.8571428571428571, 0.5, 0.75, 0.5, 0.1, 0.0967741935483871, 0.8, 0.8333333333333334, 0.5555555555555556, 0.34375, 0.2, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.9, 0.5714285714285714, 0.8181818181818182, 0.3333333333333333, 0.5, 0.2777777777777778, 0.07142857142857142, 0.030303030303030304, 0.1, 0.08823529411764706, 0.875, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.9285714285714286, 0.35714285714285715, 0.6666666666666666, 0.95, 0.42857142857142855, 0.5909090909090909, 0.9, 0.9090909090909091, 0.75, 0.8333333333333334, 0.5, 0.3333333333333333, 0.08333333333333333, 0.75, 0.8, 0.6875, 0.75, 0.6, 0.75, 0.2, 0.5, 0.09090909090909091, 0.5, 0.07692307692307693, 0.25, 0.6666666666666666, 0.5, 0.8888888888888888, 0.42857142857142855, 0.05, 0.8571428571428571, 0.4, 0.4444444444444444, 0.6666666666666666, 0.2857142857142857, 0.5, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 0.6666666666666666, 0.3157894736842105, 0.7777777777777778, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6, 0.6666666666666666, 0.29411764705882354, 0.5, 0.5, 0.8, 0.15384615384615385, 0.5, 0.5, 0.2222222222222222, 0.5, 0.8, 0.2857142857142857, 0.3793103448275862, 0.7777777777777778, 0.8333333333333334, 0.6666666666666666, 0.7058823529411765, 0.6666666666666666, 0.18181818181818182, 0.4, 0.8, 0.36363636363636365, 0.25, 0.5, 0.8235294117647058, 0.9142857142857143, 0.8461538461538461, 0.8285714285714286, 0.8, 0.75, 0.7407407407407407, 0.47058823529411764, 0.8181818181818182, 0.16666666666666666, 0.875, 0.4, 0.6666666666666666, 0.15384615384615385, 0.36363636363636365, 0.8333333333333334, 0.6, 0.6666666666666666, 0.08695652173913043, 0.5, 0.5, 0.75, 0.5, 0.3333333333333333, 0.6666666666666666, 0.5, 0.29411764705882354, 0.25, 0.8333333333333334, 0.6666666666666666, 0.125, 0.3, 0.4444444444444444, 0.5, 0.14285714285714285, 0.5, 0.21739130434782608, 0.8888888888888888, 0.16666666666666666, 0.2857142857142857, 0.6666666666666666, 0.5, 0.5, 0.8181818181818182, 0.5, 0.6666666666666666, 0.6666666666666666, 0.07407407407407407, 0.8571428571428571, 0.3333333333333333, 0.5, 0.7142857142857143, 0.8333333333333334, 0.6666666666666666, 0.625, 0.5, 0.43478260869565216, 0.8333333333333334, 0.5, 0.6666666666666666, 0.2222222222222222, 0.6666666666666666, 0.6666666666666666, 0.2, 0.5, 0.8571428571428571, 0.8666666666666667, 0.4358974358974359, 0.36363636363636365, 0.3793103448275862, 0.375, 0.058823529411764705, 0.6666666666666666, 0.3, 0.8461538461538461, 0.3888888888888889, 0.8571428571428571, 0.3333333333333333, 0.6, 0.6923076923076923, 0.125, 0.5, 0.5, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333, 0.2857142857142857, 0.5, 0.9, 0.2857142857142857, 0.3611111111111111, 0.9090909090909091, 0.7857142857142857, 0.5, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666, 0.16666666666666666, 0.5, 0.5, 0.1111111111111111, 0.6666666666666666, 0.8333333333333334, 0.4, 0.6666666666666666, 0.6666666666666666, 0.2, 0.2, 0.8333333333333334, 0.8, 0.25, 0.6666666666666666, 0.16666666666666666, 0.3157894736842105, 0.5, 0.6, 0.5, 0.3125, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.42857142857142855, 0.25, 0.75, 0.4, 0.75, 0.4, 0.2222222222222222, 0.6, 0.6666666666666666, 0.75, 0.3333333333333333, 0.42857142857142855, 0.5, 0.5, 0.2222222222222222, 0.14285714285714285, 0.2, 0.25, 0.1, 0.3333333333333333, 0.5, 0.5]"
3000,"[0.9137931034482759, 0.17647058823529413, 0.9230769230769231, 0.9245283018867925, 0.5, 0.8125, 0.95, 0.96, 0.6666666666666666, 0.8, 0.9, 0.6666666666666666, 0.4, 0.24528301886792453, 0.2978723404255319, 0.8636363636363636, 0.8888888888888888, 0.2857142857142857, 0.2857142857142857, 0.8181818181818182, 0.9090909090909091, 0.8571428571428571, 0.9761904761904762, 0.9285714285714286, 0.4375, 0.75, 0.9491525423728814, 0.7391304347826086, 0.38461538461538464, 0.8571428571428571, 0.9166666666666666, 0.17647058823529413, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8888888888888888, 0.13043478260869565, 0.4, 0.8823529411764706, 0.2222222222222222, 0.375, 0.3333333333333333, 0.75, 0.375, 0.75, 0.5714285714285714, 0.75, 0.6666666666666666, 0.6666666666666666, 0.875, 0.4, 0.5, 0.4666666666666667, 0.75, 0.3333333333333333, 0.42857142857142855, 0.875, 0.5384615384615384, 0.75, 0.8, 0.10526315789473684, 0.07407407407407407, 0.7, 0.5454545454545454, 0.6153846153846154, 0.18333333333333332, 0.20408163265306123, 0.2727272727272727, 0.8333333333333334, 0.16666666666666666, 0.9166666666666666, 0.46153846153846156, 0.8421052631578947, 0.3137254901960784, 0.6666666666666666, 0.25, 0.10526315789473684, 0.03571428571428571, 0.14285714285714285, 0.16216216216216217, 0.7333333333333333, 0.10526315789473684, 0.6666666666666666, 0.3333333333333333, 0.9166666666666666, 0.9310344827586207, 0.5416666666666666, 0.8, 0.9390243902439024, 0.38461538461538464, 0.6181818181818182, 0.88, 0.9090909090909091, 0.8, 0.8, 0.8666666666666667, 0.3076923076923077, 0.08771929824561403, 0.7142857142857143, 0.8, 0.68, 0.8888888888888888, 0.42857142857142855, 0.6666666666666666, 0.23529411764705882, 0.75, 0.4, 0.07547169811320754, 0.3333333333333333, 0.14285714285714285, 0.36363636363636365, 0.7142857142857143, 0.38181818181818183, 0.9285714285714286, 0.375, 0.03773584905660377, 0.9166666666666666, 0.16666666666666666, 0.3157894736842105, 0.6666666666666666, 0.6666666666666666, 0.23809523809523808, 0.6666666666666666, 0.45454545454545453, 0.6, 0.75, 0.875, 0.75, 0.8, 0.6666666666666666, 0.75, 0.4, 0.875, 0.16666666666666666, 0.8333333333333334, 0.7, 0.8, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.5, 0.21428571428571427, 0.8, 0.34782608695652173, 0.6, 0.5714285714285714, 0.9, 0.14285714285714285, 0.2857142857142857, 0.6666666666666666, 0.5, 0.2631578947368421, 0.75, 0.7, 0.2857142857142857, 0.8, 0.4339622641509434, 0.8461538461538461, 0.9, 0.6, 0.75, 0.8, 0.26666666666666666, 0.375, 0.8571428571428571, 0.21875, 0.5384615384615384, 0.75, 0.8846153846153846, 0.9473684210526315, 0.8571428571428571, 0.8793103448275862, 0.8181818181818182, 0.7692307692307693, 0.75, 0.35714285714285715, 0.8846153846153846, 0.25, 0.8125, 0.2692307692307692, 0.6666666666666666, 0.2647058823529412, 0.3684210526315789, 0.8125, 0.75, 0.6666666666666666, 0.11363636363636363, 0.8, 0.8, 0.5, 0.3, 0.75, 0.3333333333333333, 0.09523809523809523, 0.125, 0.4, 0.8, 0.8, 0.6666666666666666, 0.5, 0.2222222222222222, 0.25, 0.8571428571428571, 0.6666666666666666, 0.11363636363636363, 0.2777777777777778, 0.35714285714285715, 0.5, 0.18181818181818182, 0.8333333333333334, 0.125, 0.9166666666666666, 0.15151515151515152, 0.375, 0.631578947368421, 0.26666666666666666, 0.3333333333333333, 0.8181818181818182, 0.8333333333333334, 0.5, 0.8333333333333334, 0.08333333333333333, 0.7777777777777778, 0.4, 0.6666666666666666, 0.7, 0.7083333333333334, 0.8333333333333334, 0.1, 0.6111111111111112, 0.5, 0.43137254901960786, 0.9090909090909091, 0.5454545454545454, 0.6666666666666666, 0.1111111111111111, 0.875, 0.8, 0.1, 0.5, 0.3333333333333333, 0.8181818181818182, 0.8275862068965517, 0.3924050632911392, 0.3939393939393939, 0.3684210526315789, 0.25, 0.05263157894736842, 0.8333333333333334, 0.3684210526315789, 0.9090909090909091, 0.25, 0.8888888888888888, 0.23809523809523808, 0.7142857142857143, 0.5555555555555556, 0.08888888888888889, 0.6666666666666666, 0.5, 0.75, 0.5, 0.6666666666666666, 0.5, 0.75, 0.4230769230769231, 0.36363636363636365, 0.3333333333333333, 0.5, 0.9047619047619048, 0.23076923076923078, 0.35526315789473684, 0.6666666666666666, 0.8076923076923077, 0.3333333333333333, 0.8, 0.25, 0.2857142857142857, 0.6666666666666666, 0.5, 0.25, 0.6666666666666666, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.07692307692307693, 0.2, 0.5, 0.4, 0.18518518518518517, 0.5, 0.75, 0.6666666666666666, 0.6666666666666666, 0.875, 0.46153846153846156, 0.375, 0.5, 0.6666666666666666, 0.16666666666666666, 0.32, 0.8571428571428571, 0.6666666666666666, 0.7142857142857143, 0.36363636363636365, 0.75, 0.1111111111111111, 0.14285714285714285, 0.21621621621621623, 0.2857142857142857, 0.5, 0.5714285714285714, 0.18181818181818182, 0.7142857142857143, 0.8888888888888888, 0.8571428571428571, 0.4, 0.5, 0.5, 0.42857142857142855, 0.875, 0.5, 0.3333333333333333, 0.6, 0.75, 0.6666666666666666, 0.75, 0.8, 0.23076923076923078, 0.45454545454545453, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666, 0.13157894736842105, 0.4, 0.08, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.14285714285714285, 0.6, 0.16666666666666666, 0.3333333333333333, 0.15789473684210525, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666]"
4500,"[0.9142857142857143, 0.13636363636363635, 0.875, 0.9264705882352942, 0.3939393939393939, 0.8846153846153846, 0.8333333333333334, 0.90625, 0.6805555555555556, 0.8571428571428571, 0.9230769230769231, 0.8333333333333334, 0.25, 0.3108108108108108, 0.2916666666666667, 0.8484848484848485, 0.9333333333333333, 0.2631578947368421, 0.26666666666666666, 0.5, 0.9090909090909091, 0.9333333333333333, 0.8181818181818182, 0.9594594594594594, 0.96, 0.5238095238095238, 0.75, 0.9397590361445783, 0.7307692307692307, 0.3870967741935484, 0.8888888888888888, 0.9487179487179487, 0.1, 0.3939393939393939, 0.7142857142857143, 0.75, 0.8333333333333334, 0.1891891891891892, 0.5, 0.875, 0.17647058823529413, 0.4117647058823529, 0.2777777777777778, 0.875, 0.3870967741935484, 0.8333333333333334, 0.52, 0.7692307692307693, 0.5333333333333333, 0.5714285714285714, 0.8571428571428571, 0.2631578947368421, 0.4, 0.42105263157894735, 0.8666666666666667, 0.3076923076923077, 0.36363636363636365, 0.8888888888888888, 0.5217391304347826, 0.7142857142857143, 0.8333333333333334, 0.0625, 0.057971014492753624, 0.7857142857142857, 0.4444444444444444, 0.6875, 0.20481927710843373, 0.1875, 0.2631578947368421, 0.8888888888888888, 0.21052631578947367, 0.9411764705882353, 0.5263157894736842, 0.84, 0.3333333333333333, 0.8181818181818182, 0.3, 0.14814814814814814, 0.028169014084507043, 0.18518518518518517, 0.15730337078651685, 0.75, 0.0967741935483871, 0.6363636363636364, 0.2222222222222222, 0.8571428571428571, 0.927710843373494, 0.5135135135135135, 0.8571428571428571, 0.9181818181818182, 0.25, 0.5857142857142857, 0.8387096774193549, 0.9444444444444444, 0.8333333333333334, 0.8, 0.9130434782608695, 0.23529411764705882, 0.08333333333333333, 0.8, 0.8, 0.6153846153846154, 0.8571428571428571, 0.38461538461538464, 0.7272727272727273, 0.22580645161290322, 0.8333333333333334, 0.3333333333333333, 0.10465116279069768, 0.2857142857142857, 0.13432835820895522, 0.25, 0.7777777777777778, 0.36363636363636365, 0.8947368421052632, 0.359375, 0.04411764705882353, 0.95, 0.14285714285714285, 0.40625, 0.75, 0.7142857142857143, 0.2222222222222222, 0.75, 0.3888888888888889, 0.6, 0.8571428571428571, 0.9166666666666666, 0.8888888888888888, 0.8888888888888888, 0.75, 0.8, 0.42168674698795183, 0.9, 0.1, 0.8461538461538461, 0.6923076923076923, 0.8571428571428571, 0.5, 0.8571428571428571, 0.24, 0.3333333333333333, 0.6666666666666666, 0.21875, 0.8, 0.38028169014084506, 0.6071428571428571, 0.6666666666666666, 0.8823529411764706, 0.140625, 0.3333333333333333, 0.75, 0.2857142857142857, 0.5, 0.2222222222222222, 0.875, 0.7692307692307693, 0.18518518518518517, 0.8571428571428571, 0.4411764705882353, 0.7777777777777778, 0.9166666666666666, 0.5714285714285714, 0.6451612903225806, 0.875, 0.25, 0.375, 0.8709677419354839, 0.2619047619047619, 0.45, 0.8333333333333334, 0.8857142857142857, 0.9594594594594594, 0.9, 0.8607594936708861, 0.875, 0.8, 0.6949152542372882, 0.3055555555555556, 0.8666666666666667, 0.2777777777777778, 0.84, 0.2777777777777778, 0.8, 0.22727272727272727, 0.39285714285714285, 0.7692307692307693, 0.8, 0.8, 0.09090909090909091, 0.8571428571428571, 0.875, 0.4, 0.3333333333333333, 0.875, 0.6, 0.044444444444444446, 0.2222222222222222, 0.3333333333333333, 0.6, 0.875, 0.8333333333333334, 0.75, 0.20588235294117646, 0.2, 0.9166666666666666, 0.8571428571428571, 0.08955223880597014, 0.2962962962962963, 0.3103448275862069, 0.5, 0.14285714285714285, 0.875, 0.15492957746478872, 0.9230769230769231, 0.16279069767441862, 0.35443037974683544, 0.5517241379310345, 0.2727272727272727, 0.4, 0.8709677419354839, 0.8571428571428571, 0.30434782608695654, 0.9090909090909091, 0.075, 0.8571428571428571, 0.5555555555555556, 0.75, 0.75, 0.6333333333333333, 0.9, 0.21428571428571427, 0.5714285714285714, 0.6538461538461539, 0.6, 0.3888888888888889, 0.9375, 0.5625, 0.8235294117647058, 0.25806451612903225, 0.8888888888888888, 0.75, 0.2222222222222222, 0.8, 0.3333333333333333, 0.8947368421052632, 0.8378378378378378, 0.3723404255319149, 0.4634146341463415, 0.35, 0.2, 0.08163265306122448, 0.8888888888888888, 0.38461538461538464, 0.9230769230769231, 0.2857142857142857, 0.9230769230769231, 0.23529411764705882, 0.7777777777777778, 0.4230769230769231, 0.14285714285714285, 0.8888888888888888, 0.25, 0.5, 0.6666666666666666, 0.7142857142857143, 0.75, 0.8333333333333334, 0.75, 0.8, 0.3783783783783784, 0.2777777777777778, 0.25, 0.8, 0.9230769230769231, 0.3, 0.38461538461538464, 0.7142857142857143, 0.8636363636363636, 0.6, 0.8333333333333334, 0.29411764705882354, 0.375, 0.8333333333333334, 0.75, 0.4, 0.8, 0.9230769230769231, 0.7777777777777778, 0.8, 0.875, 0.9166666666666666, 0.15384615384615385, 0.2222222222222222, 0.8571428571428571, 0.125, 0.34615384615384615, 0.21212121212121213, 0.8333333333333334, 0.8571428571428571, 0.2857142857142857, 0.8333333333333334, 0.9, 0.5294117647058824, 0.29411764705882354, 0.23076923076923078, 0.7777777777777778, 0.27586206896551724, 0.3125, 0.9, 0.7142857142857143, 0.75, 0.42857142857142855, 0.8571428571428571, 0.20689655172413793, 0.35714285714285715, 0.17647058823529413, 0.4090909090909091, 0.45454545454545453, 0.65, 0.16923076923076924, 0.7, 0.9166666666666666, 0.9090909090909091, 0.3333333333333333, 0.5833333333333334, 0.7, 0.44, 0.8571428571428571, 0.5, 0.3125, 0.6470588235294118, 0.8181818181818182, 0.5714285714285714, 0.8333333333333334, 0.8333333333333334, 0.2608695652173913, 0.3333333333333333, 0.5, 0.5555555555555556, 0.625, 0.6666666666666666, 0.07936507936507936, 0.16666666666666666, 0.12903225806451613, 0.8, 0.3333333333333333, 0.15384615384615385, 0.75, 0.2, 0.625, 0.09090909090909091, 0.6, 0.1111111111111111, 0.3333333333333333, 0.24242424242424243, 0.34782608695652173, 0.6666666666666666, 0.8333333333333334]"
6000,"[0.9215686274509803, 0.125, 0.875, 0.945054945054945, 0.38095238095238093, 0.85, 0.8333333333333334, 0.9210526315789473, 0.65, 0.9166666666666666, 0.9047619047619048, 0.875, 0.17857142857142858, 0.31313131313131315, 0.3, 0.8604651162790697, 0.8695652173913043, 0.41379310344827586, 0.24, 0.8333333333333334, 0.9032258064516129, 0.9444444444444444, 0.8666666666666667, 0.93, 0.9393939393939394, 0.3870967741935484, 0.8181818181818182, 0.9423076923076923, 0.7319587628865979, 0.3023255813953488, 0.9090909090909091, 0.96, 0.15789473684210525, 0.39759036144578314, 0.75, 0.75, 0.8666666666666667, 0.1568627450980392, 0.53125, 0.8823529411764706, 0.1839080459770115, 0.3888888888888889, 0.36666666666666664, 0.9230769230769231, 0.3783783783783784, 0.8888888888888888, 0.4838709677419355, 0.7647058823529411, 0.5625, 0.5454545454545454, 0.8666666666666667, 0.25, 0.5625, 0.48148148148148145, 0.8333333333333334, 0.375, 0.3333333333333333, 0.9230769230769231, 0.5625, 0.75, 0.8571428571428571, 0.0975609756097561, 0.05154639175257732, 0.7894736842105263, 0.4827586206896552, 0.6666666666666666, 0.23809523809523808, 0.17582417582417584, 0.25925925925925924, 0.9, 0.22727272727272727, 0.9615384615384616, 0.5806451612903226, 0.8888888888888888, 0.3333333333333333, 0.875, 0.32857142857142857, 0.2, 0.030303030303030304, 0.14285714285714285, 0.14150943396226415, 0.7619047619047619, 0.10126582278481013, 0.5625, 0.21052631578947367, 0.8823529411764706, 0.9134615384615384, 0.4888888888888889, 0.875, 0.9296875, 0.24074074074074073, 0.5833333333333334, 0.8611111111111112, 0.95, 0.8333333333333334, 0.8, 0.9117647058823529, 0.21428571428571427, 0.09302325581395349, 0.8333333333333334, 0.7777777777777778, 0.5869565217391305, 0.8823529411764706, 0.375, 0.75, 0.2222222222222222, 0.8888888888888888, 0.37037037037037035, 0.09649122807017543, 0.2631578947368421, 0.1411764705882353, 0.15625, 0.875, 0.3448275862068966, 0.92, 0.3333333333333333, 0.036585365853658534, 0.9615384615384616, 0.15151515151515152, 0.35, 0.75, 0.7, 0.175, 0.7272727272727273, 0.25, 0.42857142857142855, 0.8571428571428571, 0.9, 0.9166666666666666, 0.9166666666666666, 0.8, 0.8333333333333334, 0.4594594594594595, 0.9166666666666666, 0.2, 0.8, 0.7435897435897436, 0.875, 0.47058823529411764, 0.8888888888888888, 0.2702702702702703, 0.14285714285714285, 0.6666666666666666, 0.25, 0.875, 0.3707865168539326, 0.6216216216216216, 0.7647058823529411, 0.8888888888888888, 0.11956521739130435, 0.35294117647058826, 0.8571428571428571, 0.20833333333333334, 0.8571428571428571, 0.30952380952380953, 0.8888888888888888, 0.75, 0.19444444444444445, 0.9090909090909091, 0.4105263157894737, 0.8333333333333334, 0.9166666666666666, 0.5294117647058824, 0.6976744186046512, 0.8333333333333334, 0.2777777777777778, 0.5, 0.8461538461538461, 0.25, 0.4782608695652174, 0.75, 0.9130434782608695, 0.9326923076923077, 0.8620689655172413, 0.8867924528301887, 0.9047619047619048, 0.8421052631578947, 0.6931818181818182, 0.29545454545454547, 0.8918918918918919, 0.2, 0.8571428571428571, 0.30952380952380953, 0.875, 0.24, 0.3888888888888889, 0.7666666666666667, 0.8333333333333334, 0.8571428571428571, 0.08333333333333333, 0.9090909090909091, 0.9230769230769231, 0.36363636363636365, 0.4117647058823529, 0.9, 0.75, 0.04838709677419355, 0.2, 0.5, 0.6666666666666666, 0.8888888888888888, 0.7777777777777778, 0.8333333333333334, 0.16, 0.23529411764705882, 0.8666666666666667, 0.8, 0.07865168539325842, 0.2571428571428571, 0.2571428571428571, 0.6, 0.16, 0.9, 0.16470588235294117, 0.9375, 0.14285714285714285, 0.3069306930693069, 0.5833333333333334, 0.24, 0.45454545454545453, 0.8947368421052632, 0.8888888888888888, 0.25806451612903225, 0.8461538461538461, 0.06060606060606061, 0.8823529411764706, 0.4, 0.7777777777777778, 0.7333333333333333, 0.5869565217391305, 0.8181818181818182, 0.2, 0.7272727272727273, 0.5853658536585366, 0.7142857142857143, 0.38144329896907214, 0.95, 0.47368421052631576, 0.8333333333333334, 0.25, 0.9166666666666666, 0.75, 0.15384615384615385, 0.8333333333333334, 0.3076923076923077, 0.8695652173913043, 0.84, 0.36036036036036034, 0.4897959183673469, 0.35294117647058826, 0.24242424242424243, 0.07692307692307693, 0.9, 0.3611111111111111, 0.9117647058823529, 0.39215686274509803, 0.9333333333333333, 0.23255813953488372, 0.7692307692307693, 0.4117647058823529, 0.1411764705882353, 0.9166666666666666, 0.2727272727272727, 0.6666666666666666, 0.7142857142857143, 0.7, 0.6, 0.9, 0.8333333333333334, 0.875, 0.358974358974359, 0.36, 0.28125, 0.875, 0.9285714285714286, 0.3333333333333333, 0.42592592592592593, 0.7272727272727273, 0.9016393442622951, 0.6666666666666666, 0.8571428571428571, 0.20689655172413793, 0.4117647058823529, 0.8888888888888888, 0.8333333333333334, 0.5, 0.75, 0.9285714285714286, 0.7, 0.8888888888888888, 0.875, 0.9285714285714286, 0.14285714285714285, 0.18518518518518517, 0.9, 0.10714285714285714, 0.35135135135135137, 0.1836734693877551, 0.8571428571428571, 0.9, 0.4166666666666667, 0.8571428571428571, 0.9166666666666666, 0.48, 0.3076923076923077, 0.20833333333333334, 0.7692307692307693, 0.24390243902439024, 0.3125, 0.8571428571428571, 0.7777777777777778, 0.8125, 0.4, 0.8571428571428571, 0.22580645161290322, 0.24, 0.15492957746478872, 0.34375, 0.3333333333333333, 0.7241379310344828, 0.18888888888888888, 0.7894736842105263, 0.95, 0.9285714285714286, 0.3888888888888889, 0.6, 0.5333333333333333, 0.4722222222222222, 0.8333333333333334, 0.5454545454545454, 0.29411764705882354, 0.5833333333333334, 0.7857142857142857, 0.5, 0.875, 0.875, 0.2, 0.30434782608695654, 0.4, 0.5, 0.6, 0.75, 0.08641975308641975, 0.18181818181818182, 0.19148936170212766, 0.7142857142857143, 0.38095238095238093, 0.17391304347826086, 0.75, 0.16666666666666666, 0.75, 0.14285714285714285, 0.6666666666666666, 0.1875, 0.4, 0.25, 0.41379310344827586, 0.6666666666666666, 0.75]"
