steps,time_per_step,pred_success,nodes,filtered_nodes
500,0.0002,0.5833,362,0
1000,0.0003,0.6394,450,1
1500,0.0003,0.6469,509,6
2000,0.0004,0.6456,543,8
2500,0.0005,0.6839,586,9
3000,0.0006,0.6484,631,10
3500,0.0005,0.6912,656,15
4000,0.0004,0.6977,681,24
4500,0.0005,0.712,700,29
5000,0.0005,0.7094,728,36
5500,0.0005,0.705,753,38
6000,0.0003,0.7191,772,43
6500,0.0003,0.6857,803,46
7000,0.0003,0.6974,833,51
7500,0.0003,0.6835,858,54
8000,0.0003,0.6876,873,57
8500,0.0003,0.6762,887,60
9000,0.0003,0.6951,901,65
9500,0.0003,0.7148,925,71
10000,0.0003,0.6968,951,76
10500,0.0003,0.7327,964,78
11000,0.0003,0.7086,975,82
11500,0.0003,0.7181,991,86
12000,0.0003,0.7366,1009,90
12500,0.0003,0.7351,1020,94
13000,0.0004,0.7,1029,95
13500,0.0003,0.72,1043,100
14000,0.0004,0.7054,1064,106
14500,0.0004,0.7178,1074,109
15000,0.0004,0.7038,1082,115
15500,0.0005,0.6993,1097,120
16000,0.0004,0.7072,1108,126
16500,0.0006,0.7092,1118,132
17000,0.0006,0.6857,1127,134
17500,0.0007,0.6961,1133,140
18000,0.0007,0.723,1143,145
18500,0.0008,0.746,1148,150
19000,0.0004,0.7337,1154,155
19500,0.0003,0.7326,1165,161
20000,0.0004,0.688,1173,165
20500,0.0004,0.732,1180,169
21000,0.0005,0.7304,1193,171
21500,0.0004,0.7237,1201,177
22000,0.0004,0.7119,1207,180
22500,0.0004,0.7357,1211,183
23000,0.0004,0.7284,1220,183
23500,0.0004,0.726,1225,185
24000,0.0004,0.7401,1228,185
24500,0.0004,0.7271,1234,187
25000,0.0004,0.7348,1240,188
25500,0.0004,0.7301,1243,188
26000,0.0004,0.7367,1247,188
26500,0.0003,0.7251,1249,190
27000,0.0004,0.7058,1253,194
27500,0.0004,0.7037,1259,195
28000,0.0005,0.7133,1262,196
28500,0.0007,0.7378,1270,198
29000,0.0006,0.74,1272,199
29500,0.0006,0.7094,1279,199
30000,0.0006,0.7327,1282,201
30500,0.0006,0.7513,1284,204
31000,0.0004,0.729,1288,206
31500,0.0004,0.7356,1292,208
32000,0.0003,0.7458,1292,211
32500,0.0004,0.707,1294,211
33000,0.0004,0.7643,1297,214
33500,0.0003,0.6933,1300,214
34000,0.0004,0.7253,1304,215
34500,0.0004,0.6965,1309,218
35000,0.0004,0.714,1312,220
35500,0.0003,0.7395,1315,221
36000,0.0004,0.7347,1319,222
36500,0.0004,0.7117,1321,222
37000,0.0004,0.7368,1323,223
37500,0.0004,0.7052,1327,225
38000,0.0004,0.7256,1332,225
38500,0.0004,0.6876,1335,226
39000,0.0004,0.73,1336,227
39500,0.0004,0.721,1340,227
40000,0.0004,0.698,1346,230
40500,0.0004,0.7157,1347,232
41000,0.0004,0.7264,1348,233
41500,0.0007,0.7033,1349,233
42000,0.0006,0.7218,1352,233
42500,0.0006,0.7458,1353,235
43000,0.0006,0.7205,1356,236
43500,0.0006,0.714,1358,236
44000,0.0004,0.7343,1359,237
44500,0.0004,0.7103,1360,238
45000,0.0004,0.7252,1364,240
45500,0.0004,0.6922,1367,243
46000,0.0004,0.7445,1368,244
46500,0.0004,0.7441,1368,246
47000,0.0004,0.7303,1368,247
47500,0.0005,0.7324,1369,251
48000,0.0005,0.7176,1370,253
48500,0.0004,0.7313,1370,253
49000,0.0005,0.7098,1372,255
49500,0.0005,0.7189,1373,256
50000,0.0004,0.7569,1374,257
