steps,time_per_step,pred_success,nodes,filtered_nodes
500,0.0002,0.652,366,0
1000,0.0002,0.6388,444,0
1500,0.0002,0.6457,491,5
2000,0.0002,0.662,536,9
2500,0.0002,0.6876,564,9
3000,0.0003,0.664,602,15
3500,0.0003,0.7066,630,19
4000,0.0003,0.7087,658,23
4500,0.0005,0.6927,691,33
5000,0.0005,0.7351,712,36
5500,0.0006,0.6881,745,40
6000,0.0007,0.7395,769,48
6500,0.0006,0.6909,789,49
7000,0.0005,0.7153,821,54
7500,0.0003,0.7187,840,57
8000,0.0003,0.7187,866,60
8500,0.0003,0.724,887,65
9000,0.0004,0.6995,906,67
9500,0.0003,0.7083,925,71
10000,0.0003,0.7336,942,75
10500,0.0004,0.7211,953,81
11000,0.0004,0.7271,970,86
11500,0.0004,0.7138,984,91
12000,0.0004,0.7038,1001,94
12500,0.0004,0.6825,1019,98
13000,0.0004,0.7191,1026,103
13500,0.0004,0.7062,1037,109
14000,0.0004,0.7011,1056,113
14500,0.0004,0.6993,1064,121
15000,0.0004,0.7347,1076,124
15500,0.0005,0.711,1092,131
16000,0.0005,0.7021,1103,142
16500,0.0004,0.7343,1111,145
17000,0.0006,0.7257,1126,150
17500,0.0008,0.7131,1136,156
18000,0.0009,0.7113,1142,160
18500,0.0008,0.7261,1153,164
19000,0.0007,0.7176,1156,164
19500,0.0004,0.7333,1167,170
20000,0.0004,0.7118,1175,172
20500,0.0004,0.731,1183,175
21000,0.0004,0.7596,1188,177
21500,0.0004,0.7033,1196,178
22000,0.0004,0.7005,1200,180
22500,0.0004,0.7015,1207,182
23000,0.0004,0.7296,1214,187
23500,0.0004,0.7469,1224,188
24000,0.0003,0.7285,1230,191
24500,0.0004,0.6971,1234,192
25000,0.0004,0.7291,1239,192
25500,0.0005,0.6838,1241,193
26000,0.0004,0.7626,1245,193
26500,0.0004,0.7443,1252,195
27000,0.0003,0.7051,1259,198
27500,0.0004,0.7569,1265,198
28000,0.0004,0.7153,1267,200
28500,0.0004,0.708,1271,200
29000,0.0007,0.7212,1274,201
29500,0.0006,0.7227,1278,201
30000,0.0006,0.6903,1283,204
30500,0.0006,0.7302,1284,205
31000,0.0006,0.7191,1291,205
31500,0.0004,0.698,1293,205
32000,0.0004,0.7305,1300,205
32500,0.0003,0.7225,1305,206
33000,0.0004,0.7364,1309,211
33500,0.0004,0.7347,1310,211
34000,0.0004,0.6823,1314,212
34500,0.0003,0.7337,1317,213
35000,0.0004,0.7219,1320,215
35500,0.0004,0.7092,1321,217
36000,0.0004,0.7461,1322,219
36500,0.0004,0.7216,1325,220
37000,0.0004,0.7368,1325,221
37500,0.0004,0.7195,1328,223
38000,0.0004,0.7205,1330,223
38500,0.0004,0.7273,1332,224
39000,0.0005,0.7211,1334,230
39500,0.0005,0.7286,1336,230
40000,0.0004,0.7148,1338,230
40500,0.0004,0.7624,1341,232
41000,0.0006,0.7066,1342,234
41500,0.0006,0.7227,1345,234
42000,0.0006,0.7223,1348,235
42500,0.0007,0.7316,1353,235
43000,0.0007,0.7117,1356,236
43500,0.0005,0.7622,1357,237
44000,0.0004,0.7265,1360,237
44500,0.0004,0.7075,1361,241
45000,0.0004,0.7018,1362,243
45500,0.0004,0.7398,1362,244
46000,0.0004,0.7277,1364,244
46500,0.0004,0.7096,1367,246
47000,0.0003,0.7774,1369,246
47500,0.0004,0.6952,1371,247
48000,0.0004,0.7212,1372,247
48500,0.0005,0.7087,1372,247
49000,0.0004,0.7652,1373,248
49500,0.0004,0.7262,1375,248
50000,0.0004,0.7311,1376,250
