steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2000,0.0001,0.5914,361,0
4000,0.0001,0.6365,420,1
6001,0.0001,0.6604,463,9
8002,0.0001,0.6687,504,24
10002,0.0001,0.6934,529,30
12000,0.0001,0.6939,568,41
14001,0.0001,0.7144,588,48
16000,0.0001,0.7109,612,56
18001,0.0001,0.6846,633,63
20001,0.0001,0.7036,656,75
22001,0.0001,0.7187,678,89
24000,0.0001,0.6962,700,105
26002,0.0001,0.7196,721,120
28002,0.0001,0.7122,739,129
30001,0.0001,0.7229,757,142
32001,0.0001,0.7364,772,144
34000,0.0002,0.7429,788,149
36000,0.0002,0.7087,797,151
38000,0.0002,0.7326,811,152
40002,0.0002,0.7066,825,153
42001,0.0001,0.72,834,154
44002,0.0002,0.6991,845,155
46001,0.0001,0.7448,860,157
48000,0.0001,0.7182,873,157
50000,0.0001,0.7154,884,159
52000,0.0002,0.7221,894,160
54002,0.0001,0.7144,903,162
56000,0.0002,0.7396,912,163
58000,0.0001,0.7154,918,163
60001,0.0002,0.7131,925,164
62001,0.0001,0.7342,934,167
64002,0.0001,0.712,941,169
66002,0.0002,0.7285,945,169
68000,0.0001,0.7559,957,170
70002,0.0002,0.7218,965,172
72000,0.0002,0.7129,969,173
74002,0.0002,0.7274,975,175
76000,0.0002,0.7208,980,176
78000,0.0002,0.7129,984,177
80001,0.0001,0.7327,986,180
82002,0.0002,0.7275,990,181
84000,0.0003,0.7211,992,182
86001,0.0003,0.6996,996,182
88000,0.0002,0.7136,1000,183
90002,0.0002,0.7336,1004,186
92002,0.0001,0.7137,1006,186
94001,0.0002,0.7291,1013,187
96001,0.0002,0.7275,1014,188
98000,0.0002,0.705,1017,190
100002,0.0002,0.7121,1022,191
102002,0.0002,0.7224,1023,193
104001,0.0002,0.715,1026,197
106001,0.0002,0.724,1027,202
108001,0.0002,0.7493,1030,204
110000,0.0002,0.7225,1031,205
112000,0.0002,0.7359,1034,207
114000,0.0002,0.7195,1035,210
116000,0.0002,0.7413,1041,213
118000,0.0002,0.7328,1042,218
120002,0.0002,0.7552,1048,218
122001,0.0002,0.7246,1049,220
124001,0.0002,0.731,1050,221
126001,0.0002,0.721,1050,223
128002,0.0003,0.711,1054,225
130000,0.0003,0.7226,1057,225
132001,0.0002,0.7136,1058,226
134000,0.0002,0.7208,1059,228
136000,0.0002,0.7189,1061,231
138000,0.0002,0.7289,1063,232
140001,0.0002,0.7091,1063,233
142000,0.0002,0.7328,1067,235
144002,0.0002,0.7375,1068,238
146000,0.0002,0.7483,1068,240
148001,0.0002,0.7377,1069,243
150000,0.0002,0.7064,1072,245
152001,0.0002,0.7111,1073,246
154000,0.0002,0.7284,1073,248
156000,0.0002,0.7284,1073,249
158000,0.0002,0.7286,1074,250
160001,0.0002,0.7414,1075,251
162000,0.0002,0.7463,1075,252
164001,0.0002,0.7135,1076,257
166000,0.0002,0.7437,1081,257
168001,0.0002,0.7193,1082,262
170001,0.0002,0.7474,1083,263
172002,0.0003,0.7369,1083,264
174002,0.0003,0.7163,1084,265
176002,0.0002,0.7393,1086,265
178002,0.0002,0.7552,1086,265
180002,0.0002,0.7478,1086,266
182000,0.0002,0.724,1088,270
184000,0.0002,0.719,1088,273
186001,0.0002,0.7269,1090,274
188002,0.0002,0.731,1091,276
190000,0.0002,0.7505,1091,277
192001,0.0002,0.7344,1091,281
194002,0.0002,0.7257,1091,284
196001,0.0002,0.7572,1091,284
198000,0.0002,0.7341,1091,287
200001,0.0002,0.738,1092,289
