steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2002,0.0002,0.6115,351,0
4002,0.0002,0.6507,410,0
6001,0.0002,0.6779,442,11
8000,0.0002,0.6727,487,26
10002,0.0001,0.6994,517,36
12001,0.0001,0.6868,552,44
14002,0.0001,0.7183,577,52
16000,0.0001,0.7017,606,60
18001,0.0001,0.6899,635,65
20001,0.0001,0.7092,659,81
22000,0.0001,0.7268,677,94
24001,0.0001,0.7172,696,108
26000,0.0001,0.7235,714,119
28000,0.0001,0.7066,734,129
30001,0.0001,0.6994,760,140
32000,0.0001,0.6993,779,147
34001,0.0001,0.709,793,150
36001,0.0001,0.7102,809,150
38001,0.0001,0.7313,824,151
40001,0.0001,0.7369,831,151
42001,0.0001,0.7222,842,151
44002,0.0001,0.7254,852,151
46002,0.0001,0.726,862,152
48001,0.0001,0.7106,872,153
50001,0.0002,0.7265,882,154
52000,0.0002,0.711,890,154
54002,0.0002,0.7479,901,155
56001,0.0002,0.7318,907,158
58000,0.0002,0.7071,921,158
60000,0.0002,0.697,930,159
62002,0.0001,0.7101,941,162
64002,0.0002,0.7111,946,163
66002,0.0001,0.7281,953,164
68002,0.0002,0.7239,961,167
70000,0.0002,0.7002,970,168
72002,0.0002,0.7179,975,169
74000,0.0001,0.7175,978,171
76002,0.0002,0.7092,986,174
78002,0.0001,0.7246,991,174
80001,0.0002,0.7089,992,176
82002,0.0002,0.7294,998,177
84000,0.0002,0.7331,1001,177
86000,0.0001,0.7065,1004,178
88001,0.0002,0.7133,1008,182
90001,0.0002,0.725,1011,186
92002,0.0002,0.7046,1014,189
94000,0.0002,0.7216,1021,190
96002,0.0002,0.7182,1025,193
98002,0.0002,0.7596,1025,194
100002,0.0002,0.7334,1027,197
102000,0.0003,0.7116,1029,197
104002,0.0002,0.7287,1032,198
106001,0.0002,0.7215,1035,201
108000,0.0002,0.7418,1040,202
110001,0.0002,0.7371,1044,204
112001,0.0002,0.7315,1046,206
114000,0.0002,0.7185,1049,208
116002,0.0002,0.7228,1051,211
118000,0.0002,0.7173,1054,212
120002,0.0002,0.7108,1057,216
122001,0.0002,0.7055,1059,216
124000,0.0002,0.7385,1062,218
126000,0.0002,0.7205,1064,220
128001,0.0002,0.7351,1068,223
130000,0.0002,0.7388,1070,225
132001,0.0002,0.7325,1071,229
134000,0.0002,0.7252,1075,229
136001,0.0002,0.7166,1075,232
138000,0.0002,0.7346,1076,234
140001,0.0002,0.7378,1076,238
142000,0.0002,0.7311,1077,240
144000,0.0003,0.7169,1078,242
146001,0.0003,0.719,1078,248
148000,0.0002,0.7105,1079,250
150001,0.0002,0.7194,1080,252
152001,0.0002,0.7245,1080,252
154002,0.0002,0.7423,1081,252
156001,0.0002,0.7358,1082,253
158000,0.0001,0.7582,1083,254
160000,0.0002,0.7394,1084,259
162002,0.0002,0.7328,1086,261
164002,0.0002,0.7338,1086,262
166001,0.0002,0.7205,1087,262
168000,0.0002,0.7242,1087,264
170000,0.0002,0.7201,1087,266
172000,0.0002,0.724,1087,268
174000,0.0001,0.7363,1091,268
176001,0.0002,0.7193,1092,268
178002,0.0002,0.7126,1092,271
180001,0.0002,0.72,1092,274
182001,0.0002,0.7383,1092,274
184000,0.0002,0.7613,1092,276
186002,0.0002,0.7185,1092,277
188000,0.0003,0.739,1092,279
190001,0.0003,0.744,1093,280
192002,0.0002,0.7199,1093,283
194002,0.0002,0.7447,1093,285
196002,0.0002,0.7438,1093,289
198000,0.0002,0.7219,1093,293
200002,0.0002,0.7304,1093,294
