steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
25003,0.0002,0.5309,1319,154
50001,0.0003,0.5292,1695,219
75003,0.0003,0.5276,1976,275
100004,0.0003,0.5276,2223,371
125001,0.0003,0.531,2415,471
150001,0.0004,0.5282,2591,523
175004,0.0004,0.5333,2747,541
200001,0.0004,0.5313,2911,549
225001,0.0004,0.5298,3033,551
250000,0.0004,0.5284,3179,553
275003,0.0004,0.5341,3294,553
300003,0.0004,0.5248,3418,558
325003,0.0004,0.5299,3534,562
350002,0.0004,0.5325,3630,565
375000,0.0005,0.5304,3719,571
400000,0.0005,0.5296,3811,575
425002,0.0005,0.5294,3894,579
450002,0.0005,0.5368,3972,585
475000,0.0005,0.5309,4034,587
500004,0.0005,0.5311,4114,595
525000,0.0005,0.5305,4190,600
550004,0.0005,0.5324,4255,605
575003,0.0006,0.5298,4323,613
600001,0.0005,0.5336,4386,630
625001,0.0005,0.5279,4458,644
650001,0.0006,0.5306,4522,659
675002,0.0006,0.5279,4591,672
700001,0.0006,0.5299,4651,689
725001,0.0006,0.5322,4707,711
750004,0.0006,0.5315,4759,725
775003,0.0006,0.5305,4818,734
800000,0.0006,0.5313,4856,744
825000,0.0006,0.5258,4912,754
850000,0.0006,0.532,4953,771
875004,0.0006,0.5307,4988,790
900000,0.0006,0.5334,5024,802
925000,0.0006,0.5311,5059,818
950001,0.0006,0.5331,5098,831
975002,0.0007,0.526,5135,844
1000002,0.0007,0.5283,5162,853
1025002,0.0007,0.5343,5198,857
1050004,0.0007,0.5316,5228,870
1075002,0.0007,0.5301,5258,873
1100004,0.0007,0.5309,5291,882
1125001,0.0007,0.529,5317,887
1150001,0.0007,0.5296,5331,891
1175002,0.0007,0.5257,5348,893
1200002,0.0007,0.5312,5378,897
1225001,0.0007,0.5302,5398,901
1250003,0.0007,0.5316,5411,901
1275000,0.0007,0.5288,5433,906
1300001,0.0007,0.5318,5450,908
1325001,0.0007,0.5285,5464,912
1350002,0.0007,0.5293,5481,913
1375002,0.0007,0.5257,5498,913
1400003,0.0007,0.5283,5516,913
1425002,0.0007,0.5303,5530,914
1450002,0.0007,0.5277,5549,914
1475001,0.0007,0.5299,5560,915
1500001,0.0007,0.5271,5576,917
1525002,0.0007,0.5332,5591,917
1550000,0.0006,0.5321,5606,918
1575000,0.0007,0.5326,5620,918
1600000,0.0007,0.5321,5631,918
1625001,0.0007,0.5281,5642,918
1650002,0.0007,0.525,5651,918
1675002,0.0007,0.5269,5658,918
1700004,0.0007,0.5307,5672,918
1725000,0.0007,0.5293,5680,918
1750000,0.0007,0.5309,5686,919
1775000,0.0007,0.5304,5689,920
1800000,0.0007,0.5263,5695,921
1825004,0.0007,0.5275,5702,922
1850001,0.0007,0.5318,5711,922
1875001,0.0007,0.5355,5720,922
1900004,0.0006,0.5295,5728,922
1925003,0.0007,0.5327,5732,922
1950001,0.0007,0.5273,5740,922
1975002,0.0007,0.5295,5744,922
2000002,0.0007,0.5284,5749,922
2025001,0.0007,0.53,5753,922
2050001,0.0007,0.5293,5756,922
2075000,0.0007,0.531,5763,924
2100000,0.0007,0.5299,5771,925
2125003,0.0007,0.5305,5776,925
2150000,0.0007,0.5286,5777,929
2175000,0.0007,0.5336,5779,929
2200002,0.0007,0.5313,5784,930
2225002,0.0007,0.5272,5784,932
2250003,0.0007,0.5305,5788,932
2275002,0.0007,0.5306,5793,933
2300001,0.0007,0.5305,5799,936
2325004,0.0007,0.5299,5803,936
2350000,0.0007,0.527,5808,936
2375004,0.0007,0.5291,5812,937
2400002,0.0007,0.5307,5816,938
2425002,0.0007,0.5251,5820,939
2450001,0.0007,0.5309,5823,941
2475000,0.0007,0.53,5830,941
2500001,0.0007,0.5256,5831,942
