total_steps,0,1,2,3
500,0.94,0.48,0.37,0.33
1000,0.95,0.41,0.37,0.4
1500,0.92,0.38,0.36,0.31
2000,0.94,0.37,0.27,0.29
2500,0.98,0.35,0.33,0.28
3000,0.93,0.4,0.31,0.36
3500,0.95,0.38,0.28,0.31
4000,0.9,0.29,0.29,0.19
4500,0.95,0.33,0.25,0.37
5000,0.93,0.34,0.28,0.21
5500,0.95,0.38,0.29,0.23
6000,0.93,0.38,0.25,0.22
6500,0.91,0.38,0.22,0.21
7000,0.95,0.34,0.28,0.23
7500,0.94,0.39,0.32,0.24
8000,0.93,0.38,0.31,0.18
8500,0.96,0.52,0.23,0.31
9000,0.93,0.43,0.32,0.27
9500,0.94,0.3,0.23,0.19
10000,0.95,0.35,0.28,0.27
10500,0.93,0.37,0.26,0.26
11000,0.97,0.44,0.3,0.28
11500,0.92,0.48,0.18,0.27
12000,0.93,0.37,0.27,0.3
12500,0.91,0.37,0.29,0.33
13000,0.95,0.46,0.3,0.28
13500,0.96,0.5,0.26,0.16
14000,0.96,0.36,0.22,0.22
14500,0.96,0.46,0.29,0.23
15000,0.96,0.37,0.21,0.19
15500,0.99,0.46,0.22,0.22
16000,0.94,0.42,0.21,0.14
16500,0.95,0.4,0.22,0.18
17000,0.95,0.32,0.2,0.21
17500,0.92,0.45,0.21,0.19
18000,0.94,0.48,0.18,0.2
18500,0.96,0.4,0.23,0.22
19000,0.99,0.45,0.32,0.16
19500,0.94,0.4,0.2,0.21
20000,0.94,0.41,0.17,0.3
20500,0.95,0.43,0.36,0.27
21000,0.95,0.34,0.34,0.25
21500,0.92,0.31,0.16,0.17
22000,0.91,0.36,0.21,0.2
22500,0.95,0.43,0.27,0.2
23000,0.95,0.37,0.24,0.29
23500,0.94,0.43,0.3,0.28
24000,0.93,0.4,0.33,0.32
24500,0.96,0.46,0.26,0.23
25000,0.92,0.4,0.23,0.23
25500,0.94,0.42,0.32,0.26
26000,0.96,0.49,0.22,0.25
26500,0.95,0.35,0.27,0.27
27000,0.95,0.43,0.3,0.15
27500,0.94,0.3,0.22,0.2
28000,0.94,0.47,0.28,0.18
28500,0.93,0.45,0.25,0.19
29000,0.96,0.46,0.34,0.26
29500,0.92,0.41,0.24,0.2
30000,0.96,0.39,0.24,0.11
30500,0.9,0.4,0.28,0.23
31000,0.96,0.41,0.3,0.27
31500,0.91,0.37,0.24,0.19
32000,0.93,0.4,0.3,0.25
32500,0.93,0.4,0.28,0.22
33000,0.95,0.4,0.18,0.26
33500,0.99,0.34,0.25,0.26
34000,0.94,0.42,0.34,0.18
34500,0.88,0.38,0.34,0.17
35000,0.93,0.43,0.26,0.19
35500,0.97,0.44,0.31,0.22
36000,0.96,0.46,0.26,0.21
36500,0.97,0.36,0.25,0.26
37000,0.94,0.5,0.27,0.12
37500,0.96,0.38,0.23,0.18
38000,0.94,0.42,0.24,0.19
38500,0.94,0.44,0.2,0.2
39000,0.92,0.33,0.21,0.13
39500,0.95,0.38,0.33,0.16
40000,0.96,0.38,0.24,0.26
40500,0.94,0.32,0.3,0.14
41000,0.91,0.37,0.21,0.17
41500,0.96,0.41,0.27,0.18
42000,0.93,0.4,0.28,0.23
42500,0.93,0.37,0.3,0.16
43000,0.96,0.31,0.3,0.15
43500,0.95,0.37,0.28,0.24
44000,0.95,0.37,0.36,0.23
44500,0.92,0.41,0.26,0.21
45000,0.95,0.3,0.35,0.2
45500,0.95,0.27,0.23,0.14
46000,0.96,0.45,0.2,0.29
46500,0.92,0.36,0.29,0.16
47000,0.97,0.47,0.27,0.21
47500,0.95,0.42,0.22,0.17
48000,0.97,0.32,0.21,0.23
48500,0.95,0.36,0.3,0.29
49000,0.92,0.39,0.26,0.3
49500,0.91,0.4,0.27,0.2
50000,0.93,0.36,0.16,0.25
