total_steps,0,1,2,3
500,0.96,0.36,0.35,0.3
1000,0.94,0.39,0.27,0.33
1500,0.94,0.36,0.36,0.33
2000,0.91,0.31,0.32,0.34
2500,0.93,0.39,0.33,0.3
3000,0.91,0.36,0.23,0.21
3500,0.93,0.31,0.25,0.24
4000,0.92,0.38,0.27,0.3
4500,0.96,0.25,0.35,0.27
5000,0.95,0.4,0.26,0.19
5500,0.92,0.27,0.27,0.28
6000,0.96,0.38,0.32,0.3
6500,0.94,0.34,0.23,0.27
7000,0.96,0.39,0.3,0.25
7500,0.92,0.38,0.21,0.23
8000,0.94,0.27,0.34,0.28
8500,0.89,0.34,0.27,0.22
9000,0.91,0.4,0.34,0.29
9500,0.95,0.43,0.39,0.21
10000,0.9,0.46,0.24,0.22
10500,0.97,0.46,0.24,0.31
11000,0.96,0.36,0.28,0.22
11500,0.97,0.41,0.22,0.23
12000,0.96,0.4,0.22,0.27
12500,0.96,0.37,0.16,0.29
13000,0.96,0.39,0.24,0.25
13500,0.96,0.4,0.33,0.22
14000,0.95,0.33,0.26,0.24
14500,0.95,0.44,0.28,0.24
15000,0.97,0.34,0.21,0.28
15500,0.96,0.4,0.28,0.26
16000,0.92,0.37,0.16,0.24
16500,0.94,0.42,0.32,0.22
17000,0.95,0.4,0.24,0.29
17500,0.92,0.43,0.28,0.18
18000,0.96,0.38,0.24,0.18
18500,0.96,0.39,0.26,0.19
19000,0.95,0.32,0.24,0.22
19500,0.93,0.41,0.25,0.19
20000,0.92,0.3,0.22,0.22
20500,0.95,0.29,0.24,0.22
21000,0.91,0.41,0.24,0.26
21500,0.92,0.42,0.14,0.22
22000,0.93,0.37,0.15,0.14
22500,0.91,0.42,0.2,0.19
23000,0.96,0.41,0.36,0.21
23500,0.96,0.36,0.25,0.28
24000,0.96,0.53,0.2,0.2
24500,0.95,0.35,0.24,0.13
25000,0.96,0.38,0.27,0.16
25500,0.95,0.41,0.24,0.18
26000,0.98,0.3,0.22,0.28
26500,0.95,0.38,0.25,0.19
27000,0.93,0.41,0.19,0.2
27500,0.9,0.34,0.31,0.27
28000,0.93,0.37,0.29,0.18
28500,0.9,0.42,0.25,0.22
29000,0.9,0.39,0.26,0.22
29500,0.93,0.37,0.23,0.19
30000,0.89,0.39,0.19,0.23
30500,0.91,0.4,0.2,0.24
31000,0.91,0.33,0.33,0.14
31500,0.92,0.39,0.28,0.29
32000,0.95,0.39,0.17,0.18
32500,0.93,0.37,0.32,0.17
33000,0.96,0.37,0.18,0.18
33500,0.97,0.46,0.21,0.18
34000,0.91,0.42,0.21,0.18
34500,0.96,0.34,0.2,0.19
35000,0.92,0.3,0.23,0.23
35500,0.95,0.45,0.2,0.23
36000,0.97,0.38,0.31,0.21
36500,0.93,0.39,0.23,0.2
37000,0.97,0.32,0.29,0.19
37500,0.93,0.32,0.22,0.19
38000,0.93,0.43,0.23,0.24
38500,0.95,0.42,0.34,0.17
39000,0.93,0.48,0.22,0.26
39500,0.93,0.41,0.21,0.19
40000,0.94,0.32,0.2,0.18
40500,0.96,0.33,0.22,0.19
41000,0.93,0.31,0.38,0.21
41500,0.91,0.46,0.26,0.13
42000,0.92,0.33,0.25,0.16
42500,0.94,0.34,0.23,0.16
43000,0.92,0.35,0.19,0.23
43500,0.94,0.44,0.39,0.15
44000,0.94,0.36,0.21,0.22
44500,0.94,0.41,0.22,0.13
45000,0.94,0.37,0.21,0.21
45500,0.98,0.4,0.26,0.22
46000,0.93,0.4,0.21,0.26
46500,0.93,0.46,0.27,0.15
47000,0.96,0.41,0.29,0.19
47500,0.93,0.36,0.32,0.27
48000,0.94,0.38,0.22,0.28
48500,0.94,0.43,0.3,0.18
49000,0.97,0.39,0.25,0.22
49500,0.91,0.37,0.27,0.2
50000,0.99,0.39,0.32,0.17
