total_steps,0,1,2,3
500,0.96,0.36,0.38,0.37
1000,0.92,0.27,0.37,0.26
1500,0.91,0.33,0.39,0.26
2000,0.93,0.3,0.25,0.26
2500,0.97,0.28,0.29,0.27
3000,0.93,0.31,0.26,0.23
3500,0.94,0.36,0.26,0.24
4000,0.9,0.33,0.26,0.26
4500,0.96,0.37,0.32,0.3
5000,0.92,0.37,0.28,0.27
5500,0.94,0.42,0.3,0.25
6000,0.97,0.28,0.28,0.25
6500,0.92,0.4,0.3,0.22
7000,0.93,0.37,0.34,0.29
7500,0.91,0.46,0.2,0.17
8000,0.92,0.32,0.27,0.25
8500,0.89,0.43,0.31,0.23
9000,0.98,0.32,0.17,0.17
9500,0.91,0.51,0.3,0.23
10000,0.94,0.41,0.19,0.25
10500,0.87,0.25,0.19,0.21
11000,0.96,0.34,0.3,0.32
11500,0.98,0.4,0.2,0.2
12000,0.93,0.41,0.22,0.25
12500,0.92,0.36,0.2,0.23
13000,0.95,0.37,0.26,0.21
13500,0.91,0.37,0.15,0.24
14000,0.92,0.44,0.32,0.2
14500,0.93,0.35,0.25,0.16
15000,0.97,0.35,0.19,0.3
15500,0.94,0.41,0.24,0.28
16000,0.92,0.38,0.23,0.27
16500,0.86,0.37,0.25,0.19
17000,0.94,0.39,0.22,0.2
17500,0.93,0.34,0.25,0.24
18000,0.93,0.39,0.23,0.14
18500,0.96,0.37,0.17,0.14
19000,0.97,0.45,0.22,0.21
19500,0.91,0.45,0.32,0.25
20000,0.9,0.48,0.29,0.27
20500,0.93,0.44,0.21,0.27
21000,0.93,0.37,0.25,0.18
21500,0.98,0.49,0.28,0.26
22000,0.9,0.36,0.24,0.2
22500,0.97,0.38,0.23,0.21
23000,0.96,0.31,0.19,0.18
23500,0.97,0.44,0.15,0.21
24000,0.94,0.26,0.22,0.16
24500,0.94,0.32,0.2,0.17
25000,0.97,0.43,0.34,0.16
25500,0.97,0.43,0.27,0.23
26000,0.98,0.41,0.19,0.17
26500,0.96,0.33,0.35,0.22
27000,0.96,0.48,0.27,0.25
27500,0.92,0.44,0.26,0.2
28000,0.97,0.35,0.33,0.21
28500,0.94,0.48,0.25,0.17
29000,0.94,0.44,0.19,0.23
29500,0.91,0.39,0.23,0.26
30000,0.96,0.4,0.31,0.24
30500,0.93,0.37,0.24,0.24
31000,0.93,0.48,0.24,0.18
31500,0.95,0.48,0.19,0.17
32000,0.89,0.39,0.34,0.24
32500,0.97,0.44,0.27,0.22
33000,0.94,0.37,0.23,0.21
33500,0.95,0.43,0.29,0.18
34000,0.9,0.4,0.27,0.18
34500,0.95,0.34,0.28,0.21
35000,0.96,0.3,0.3,0.27
35500,0.95,0.38,0.28,0.22
36000,0.97,0.32,0.27,0.21
36500,0.96,0.43,0.17,0.21
37000,0.94,0.43,0.24,0.13
37500,0.94,0.36,0.24,0.2
38000,0.93,0.43,0.26,0.17
38500,0.91,0.4,0.29,0.23
39000,0.92,0.42,0.3,0.16
39500,0.96,0.41,0.24,0.23
40000,0.95,0.47,0.3,0.17
40500,0.95,0.33,0.27,0.29
41000,0.95,0.4,0.24,0.21
41500,0.92,0.4,0.17,0.29
42000,0.94,0.36,0.25,0.15
42500,0.9,0.4,0.23,0.21
43000,0.94,0.29,0.3,0.22
43500,0.95,0.41,0.23,0.23
44000,0.93,0.33,0.26,0.21
44500,0.96,0.42,0.23,0.22
45000,0.95,0.35,0.27,0.22
45500,0.93,0.5,0.18,0.2
46000,0.97,0.4,0.23,0.23
46500,0.94,0.26,0.35,0.19
47000,0.98,0.36,0.24,0.19
47500,0.97,0.45,0.3,0.23
48000,0.94,0.38,0.26,0.21
48500,0.97,0.4,0.34,0.18
49000,0.97,0.39,0.2,0.15
49500,0.97,0.4,0.35,0.19
50000,0.97,0.38,0.25,0.2
