total_steps,0,1,2,3
500,0.98,0.34,0.41,0.37
1000,0.99,0.4,0.41,0.35
1500,0.93,0.36,0.32,0.41
2000,0.94,0.39,0.24,0.23
2500,0.89,0.34,0.31,0.23
3000,0.94,0.43,0.31,0.33
3500,0.92,0.39,0.28,0.29
4000,0.93,0.36,0.22,0.27
4500,0.95,0.35,0.33,0.21
5000,0.94,0.36,0.26,0.26
5500,0.92,0.33,0.24,0.32
6000,0.96,0.37,0.33,0.35
6500,0.96,0.4,0.24,0.31
7000,0.94,0.39,0.21,0.19
7500,0.97,0.31,0.29,0.24
8000,0.93,0.4,0.26,0.27
8500,0.96,0.42,0.25,0.24
9000,0.98,0.37,0.28,0.22
9500,0.94,0.37,0.3,0.28
10000,0.98,0.36,0.25,0.22
10500,0.94,0.32,0.23,0.14
11000,0.95,0.39,0.31,0.29
11500,0.94,0.37,0.18,0.3
12000,0.93,0.43,0.26,0.24
12500,0.95,0.44,0.27,0.23
13000,0.91,0.33,0.28,0.29
13500,0.93,0.36,0.22,0.23
14000,0.98,0.37,0.26,0.15
14500,0.94,0.46,0.27,0.2
15000,0.96,0.39,0.26,0.3
15500,0.94,0.4,0.27,0.21
16000,0.93,0.44,0.19,0.13
16500,0.95,0.38,0.26,0.2
17000,0.94,0.29,0.27,0.26
17500,0.96,0.44,0.3,0.23
18000,0.98,0.32,0.25,0.16
18500,0.93,0.42,0.24,0.22
19000,0.93,0.44,0.24,0.21
19500,0.98,0.37,0.32,0.2
20000,0.91,0.31,0.25,0.19
20500,0.94,0.45,0.23,0.25
21000,0.97,0.43,0.33,0.22
21500,0.91,0.37,0.26,0.22
22000,0.96,0.38,0.32,0.2
22500,0.96,0.43,0.18,0.22
23000,0.93,0.36,0.26,0.26
23500,0.97,0.35,0.34,0.23
24000,0.94,0.42,0.19,0.2
24500,0.94,0.37,0.25,0.15
25000,0.95,0.39,0.28,0.26
25500,0.92,0.5,0.28,0.29
26000,0.96,0.32,0.34,0.25
26500,0.95,0.43,0.28,0.24
27000,0.96,0.38,0.24,0.18
27500,0.91,0.39,0.23,0.2
28000,0.93,0.39,0.32,0.26
28500,0.96,0.4,0.22,0.22
29000,0.98,0.38,0.26,0.23
29500,0.93,0.47,0.16,0.23
30000,0.94,0.45,0.27,0.16
30500,0.95,0.44,0.19,0.17
31000,0.94,0.37,0.34,0.34
31500,0.93,0.38,0.26,0.2
32000,0.97,0.44,0.25,0.25
32500,0.94,0.42,0.28,0.2
33000,0.96,0.43,0.28,0.2
33500,0.93,0.43,0.34,0.24
34000,0.87,0.5,0.29,0.23
34500,0.93,0.46,0.3,0.18
35000,0.93,0.46,0.27,0.18
35500,0.94,0.38,0.3,0.21
36000,0.93,0.41,0.38,0.23
36500,0.98,0.3,0.27,0.16
37000,0.93,0.38,0.25,0.17
37500,0.92,0.44,0.3,0.22
38000,0.97,0.37,0.22,0.1
38500,0.94,0.31,0.25,0.24
39000,0.98,0.41,0.22,0.16
39500,0.9,0.43,0.31,0.23
40000,0.92,0.39,0.2,0.23
40500,0.93,0.43,0.23,0.22
41000,0.94,0.35,0.29,0.21
41500,0.97,0.3,0.26,0.16
42000,0.94,0.39,0.24,0.26
42500,0.98,0.43,0.23,0.25
43000,0.93,0.36,0.29,0.3
43500,0.91,0.38,0.25,0.14
44000,0.98,0.34,0.33,0.24
44500,0.97,0.34,0.24,0.25
45000,0.96,0.47,0.19,0.21
45500,0.97,0.41,0.29,0.21
46000,0.97,0.39,0.25,0.29
46500,0.92,0.36,0.25,0.24
47000,0.94,0.36,0.17,0.18
47500,0.96,0.33,0.29,0.24
48000,0.97,0.4,0.23,0.23
48500,0.95,0.43,0.24,0.21
49000,0.93,0.43,0.23,0.21
49500,0.95,0.4,0.31,0.14
50000,0.91,0.43,0.34,0.23
