total_steps,0,1,2,3
500,0.95,0.34,0.36,0.38
1000,0.96,0.32,0.37,0.28
1500,0.95,0.28,0.29,0.31
2000,0.95,0.35,0.24,0.27
2500,0.95,0.3,0.25,0.35
3000,0.95,0.38,0.29,0.37
3500,0.95,0.37,0.38,0.27
4000,0.94,0.4,0.24,0.23
4500,0.9,0.42,0.16,0.28
5000,0.93,0.32,0.26,0.28
5500,0.96,0.39,0.21,0.26
6000,0.96,0.3,0.22,0.23
6500,0.92,0.32,0.25,0.24
7000,0.95,0.33,0.15,0.3
7500,0.93,0.3,0.24,0.25
8000,0.96,0.41,0.27,0.23
8500,0.96,0.38,0.23,0.25
9000,0.97,0.42,0.23,0.23
9500,0.94,0.32,0.3,0.21
10000,0.94,0.4,0.27,0.3
10500,0.94,0.43,0.25,0.21
11000,0.96,0.4,0.28,0.32
11500,0.99,0.39,0.26,0.28
12000,0.94,0.37,0.32,0.23
12500,0.95,0.31,0.23,0.22
13000,0.91,0.42,0.32,0.29
13500,0.92,0.35,0.29,0.33
14000,0.94,0.54,0.28,0.21
14500,0.94,0.37,0.27,0.13
15000,0.96,0.44,0.24,0.21
15500,0.94,0.36,0.21,0.17
16000,0.94,0.32,0.29,0.2
16500,0.97,0.47,0.3,0.21
17000,0.96,0.35,0.3,0.21
17500,0.95,0.35,0.26,0.24
18000,0.91,0.37,0.24,0.22
18500,0.92,0.37,0.33,0.21
19000,0.92,0.44,0.35,0.24
19500,0.94,0.27,0.28,0.3
20000,0.95,0.4,0.26,0.24
20500,0.94,0.52,0.19,0.29
21000,0.91,0.51,0.25,0.29
21500,0.98,0.44,0.25,0.2
22000,0.95,0.38,0.29,0.26
22500,0.94,0.36,0.27,0.23
23000,0.95,0.33,0.27,0.26
23500,0.97,0.42,0.3,0.23
24000,0.96,0.43,0.21,0.31
24500,0.93,0.49,0.34,0.23
25000,0.97,0.38,0.28,0.21
25500,0.98,0.41,0.2,0.21
26000,0.97,0.37,0.23,0.2
26500,0.93,0.42,0.28,0.18
27000,0.93,0.44,0.22,0.27
27500,0.93,0.44,0.26,0.15
28000,0.93,0.33,0.29,0.29
28500,0.93,0.43,0.3,0.18
29000,0.96,0.43,0.17,0.2
29500,0.97,0.3,0.22,0.23
30000,0.96,0.42,0.29,0.25
30500,0.93,0.37,0.17,0.24
31000,0.96,0.44,0.24,0.22
31500,0.89,0.34,0.26,0.18
32000,0.93,0.53,0.27,0.22
32500,0.92,0.38,0.28,0.25
33000,0.99,0.39,0.27,0.2
33500,0.94,0.38,0.29,0.17
34000,0.93,0.46,0.29,0.23
34500,0.92,0.42,0.22,0.16
35000,0.97,0.36,0.27,0.19
35500,0.94,0.51,0.2,0.16
36000,0.93,0.43,0.27,0.25
36500,0.94,0.38,0.27,0.21
37000,0.94,0.41,0.28,0.21
37500,0.96,0.33,0.26,0.27
38000,0.97,0.47,0.28,0.25
38500,0.89,0.28,0.29,0.2
39000,0.92,0.52,0.26,0.16
39500,0.93,0.38,0.28,0.18
40000,0.92,0.4,0.24,0.21
40500,0.95,0.37,0.21,0.25
41000,0.92,0.4,0.19,0.22
41500,0.91,0.36,0.34,0.28
42000,0.92,0.34,0.34,0.24
42500,0.96,0.44,0.25,0.16
43000,0.89,0.37,0.32,0.18
43500,0.91,0.4,0.38,0.26
44000,0.96,0.4,0.25,0.19
44500,0.85,0.38,0.3,0.2
45000,0.97,0.41,0.24,0.17
45500,0.95,0.45,0.28,0.24
46000,0.91,0.42,0.25,0.18
46500,0.96,0.42,0.2,0.19
47000,0.94,0.37,0.29,0.18
47500,0.93,0.38,0.31,0.21
48000,0.94,0.36,0.19,0.28
48500,0.97,0.45,0.25,0.22
49000,0.97,0.34,0.34,0.16
49500,0.92,0.44,0.23,0.17
50000,0.91,0.29,0.21,0.29
