steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2001,0.0001,0.4751,180,12
4000,0.0001,0.4628,203,26
6002,0.0002,0.4625,226,37
8002,0.0001,0.453,253,41
10001,0.0002,0.4716,270,49
12002,0.0002,0.4638,296,53
14001,0.0001,0.4404,345,56
16001,0.0002,0.4419,374,59
18002,0.0002,0.4491,388,60
20000,0.0002,0.4528,407,63
22002,0.0002,0.4434,438,66
24000,0.0002,0.4442,481,71
26000,0.0003,0.4423,527,77
28000,0.0003,0.4336,575,78
30000,0.0002,0.4355,611,79
32000,0.0002,0.4251,654,86
34001,0.0002,0.4326,687,88
36001,0.0002,0.4286,716,92
38002,0.0002,0.4225,747,100
40000,0.0002,0.4284,769,107
42002,0.0002,0.4305,791,110
44002,0.0002,0.4364,812,119
46002,0.0002,0.4372,828,127
48001,0.0002,0.4283,852,137
50002,0.0002,0.4416,863,143
52001,0.0002,0.4316,868,147
54001,0.0002,0.4258,876,156
56000,0.0002,0.4341,886,164
58002,0.0002,0.4329,894,171
60001,0.0002,0.4354,903,178
62000,0.0002,0.4334,907,186
64000,0.0002,0.4309,911,194
66001,0.0003,0.444,915,202
68001,0.0004,0.4241,918,204
70002,0.0002,0.4355,924,208
72002,0.0002,0.4343,930,212
74002,0.0002,0.4374,930,221
76001,0.0002,0.4308,935,222
78000,0.0002,0.4342,941,231
80000,0.0002,0.4293,946,234
82001,0.0002,0.4411,951,240
84001,0.0002,0.4342,955,248
86002,0.0002,0.4375,960,254
88002,0.0002,0.4334,962,262
90002,0.0002,0.4376,968,270
92001,0.0002,0.4267,969,278
94001,0.0002,0.4278,970,287
96002,0.0002,0.4369,971,291
98002,0.0002,0.4321,975,295
100000,0.0002,0.4254,976,303
102001,0.0003,0.4398,976,311
104000,0.0003,0.4401,976,314
106000,0.0003,0.4407,976,320
108000,0.0002,0.4256,977,329
110001,0.0002,0.4389,979,337
112000,0.0002,0.4346,979,342
114001,0.0002,0.4382,981,346
116000,0.0002,0.4349,983,348
118000,0.0002,0.4349,983,354
120002,0.0002,0.4366,983,356
122000,0.0002,0.4363,984,361
124002,0.0002,0.4403,984,365
126001,0.0002,0.4254,985,368
128000,0.0002,0.4286,985,370
130000,0.0002,0.4341,986,373
132001,0.0002,0.4344,988,376
134002,0.0002,0.4263,988,382
136002,0.0002,0.428,989,383
138000,0.0002,0.4434,989,384
140002,0.0003,0.4373,990,388
142002,0.0003,0.4318,990,391
144000,0.0003,0.4357,991,396
146001,0.0002,0.4387,991,397
148000,0.0002,0.4359,992,398
150002,0.0002,0.4338,992,399
152000,0.0002,0.4306,992,401
154001,0.0002,0.4382,992,403
156001,0.0002,0.439,992,404
158002,0.0002,0.4356,992,405
160002,0.0002,0.4446,992,405
162000,0.0002,0.4334,993,406
164000,0.0002,0.4265,993,408
166000,0.0002,0.4362,993,412
168002,0.0002,0.4318,993,413
170001,0.0002,0.4373,993,415
172002,0.0002,0.4321,994,416
174000,0.0002,0.4278,994,419
176001,0.0003,0.4376,994,423
178000,0.0004,0.435,994,424
180002,0.0003,0.4322,994,424
182002,0.0002,0.4328,994,425
184000,0.0002,0.4386,994,426
186001,0.0002,0.4332,995,428
188001,0.0002,0.4276,995,429
190001,0.0002,0.4352,995,429
192001,0.0002,0.4383,995,429
194000,0.0002,0.4355,995,429
196000,0.0002,0.4338,995,429
198001,0.0002,0.4387,995,429
200001,0.0002,0.4277,995,429
