total_steps,0,1,2,3
1000,0.95,0.53,0.42,0.45
2000,0.93,0.36,0.37,0.4
3000,0.94,0.41,0.33,0.37
4000,0.93,0.39,0.34,0.37
5000,0.97,0.41,0.38,0.33
6000,0.95,0.42,0.34,0.33
7000,0.96,0.33,0.35,0.34
8000,0.95,0.42,0.28,0.32
9000,0.95,0.5,0.29,0.36
10000,0.95,0.45,0.27,0.3
11000,0.96,0.38,0.3,0.27
12000,0.91,0.38,0.37,0.32
13000,0.98,0.43,0.22,0.27
14000,0.92,0.34,0.31,0.24
15000,0.99,0.46,0.29,0.31
16000,0.95,0.42,0.36,0.32
17000,0.92,0.37,0.35,0.28
18000,0.93,0.39,0.31,0.34
19000,0.92,0.35,0.31,0.38
20000,0.91,0.39,0.3,0.35
21000,0.95,0.48,0.29,0.27
22000,0.98,0.44,0.28,0.3
23000,0.94,0.47,0.34,0.26
24000,0.98,0.48,0.27,0.32
25000,0.92,0.33,0.3,0.33
26000,0.92,0.41,0.28,0.3
27000,0.95,0.52,0.29,0.32
28000,0.93,0.43,0.3,0.22
29000,0.93,0.48,0.24,0.27
30000,0.96,0.38,0.3,0.31
31000,0.9,0.47,0.29,0.35
32000,0.96,0.38,0.21,0.35
33000,0.95,0.47,0.26,0.27
34000,0.96,0.55,0.26,0.32
35000,0.94,0.39,0.29,0.27
36000,0.96,0.45,0.33,0.25
37000,0.94,0.43,0.28,0.26
38000,0.95,0.54,0.26,0.29
39000,0.89,0.36,0.28,0.24
40000,0.98,0.53,0.19,0.32
41000,0.96,0.6,0.29,0.28
42000,0.96,0.55,0.23,0.3
43000,0.96,0.52,0.32,0.29
44000,0.91,0.5,0.2,0.33
45000,0.96,0.43,0.27,0.41
46000,0.94,0.44,0.23,0.29
47000,0.95,0.52,0.24,0.3
48000,0.97,0.35,0.33,0.34
49000,0.95,0.55,0.29,0.29
50000,0.95,0.42,0.26,0.28
51000,0.95,0.46,0.28,0.37
52000,0.96,0.44,0.28,0.27
53000,0.97,0.39,0.35,0.27
54000,0.9,0.43,0.34,0.32
55000,0.93,0.49,0.36,0.3
56000,0.97,0.34,0.26,0.32
57000,0.95,0.38,0.26,0.37
58000,0.97,0.5,0.25,0.34
59000,0.98,0.47,0.19,0.21
60000,0.94,0.43,0.29,0.23
61000,0.92,0.49,0.29,0.27
62000,0.94,0.48,0.28,0.31
63000,0.95,0.4,0.19,0.21
64000,0.97,0.48,0.32,0.2
65000,0.95,0.54,0.25,0.31
66000,0.95,0.49,0.21,0.26
67000,0.89,0.42,0.28,0.35
68000,0.92,0.4,0.24,0.35
69000,0.93,0.34,0.3,0.37
70000,0.94,0.41,0.28,0.24
71000,0.98,0.47,0.32,0.24
72000,0.97,0.41,0.35,0.31
73000,0.96,0.43,0.33,0.28
74000,0.95,0.35,0.31,0.27
75000,0.98,0.4,0.27,0.28
76000,0.95,0.38,0.23,0.23
77000,0.92,0.47,0.32,0.27
78000,0.97,0.49,0.25,0.27
79000,0.96,0.37,0.25,0.35
80000,0.96,0.39,0.29,0.21
81000,0.97,0.37,0.3,0.31
82000,0.96,0.43,0.31,0.22
83000,0.96,0.46,0.29,0.33
84000,0.96,0.54,0.3,0.23
85000,0.95,0.47,0.33,0.3
86000,0.94,0.49,0.25,0.26
87000,0.93,0.39,0.26,0.22
88000,0.91,0.42,0.31,0.3
89000,0.9,0.5,0.34,0.29
90000,0.94,0.35,0.27,0.37
91000,0.96,0.41,0.24,0.32
92000,0.94,0.43,0.3,0.32
93000,0.96,0.51,0.31,0.27
94000,0.96,0.52,0.22,0.27
95000,0.96,0.44,0.27,0.39
96000,0.96,0.4,0.31,0.27
97000,0.96,0.38,0.24,0.33
98000,0.96,0.47,0.26,0.22
99000,0.99,0.38,0.28,0.33
100000,0.99,0.4,0.37,0.35
