total_steps,0,1,2,3
1000,0.97,0.51,0.48,0.37
2000,0.95,0.33,0.44,0.41
3000,0.93,0.37,0.43,0.38
4000,0.95,0.4,0.26,0.38
5000,0.89,0.37,0.23,0.37
6000,0.94,0.46,0.35,0.37
7000,0.97,0.39,0.31,0.26
8000,0.98,0.36,0.36,0.26
9000,0.97,0.34,0.3,0.36
10000,0.95,0.45,0.32,0.3
11000,0.97,0.44,0.36,0.29
12000,0.96,0.37,0.41,0.28
13000,0.93,0.47,0.4,0.35
14000,0.96,0.42,0.31,0.32
15000,0.94,0.4,0.38,0.33
16000,0.96,0.47,0.28,0.25
17000,0.96,0.43,0.34,0.3
18000,1.0,0.42,0.33,0.3
19000,0.96,0.45,0.34,0.34
20000,0.95,0.49,0.3,0.31
21000,0.94,0.48,0.32,0.31
22000,0.97,0.37,0.35,0.34
23000,0.96,0.41,0.31,0.25
24000,0.98,0.39,0.22,0.35
25000,0.94,0.46,0.25,0.35
26000,0.93,0.4,0.31,0.35
27000,0.94,0.42,0.37,0.35
28000,0.95,0.43,0.22,0.33
29000,0.96,0.43,0.39,0.34
30000,0.96,0.4,0.37,0.3
31000,0.95,0.5,0.29,0.25
32000,0.93,0.49,0.26,0.24
33000,0.94,0.35,0.18,0.31
34000,0.97,0.44,0.32,0.26
35000,0.93,0.53,0.32,0.26
36000,0.95,0.44,0.28,0.3
37000,0.96,0.42,0.31,0.38
38000,0.96,0.55,0.28,0.29
39000,0.96,0.48,0.39,0.23
40000,0.96,0.42,0.24,0.27
41000,0.94,0.45,0.28,0.28
42000,0.96,0.43,0.32,0.3
43000,0.94,0.4,0.26,0.31
44000,0.98,0.47,0.36,0.33
45000,0.93,0.48,0.34,0.28
46000,0.93,0.39,0.29,0.25
47000,0.96,0.5,0.36,0.3
48000,0.93,0.46,0.28,0.26
49000,0.96,0.44,0.27,0.21
50000,0.93,0.35,0.23,0.31
51000,0.93,0.54,0.29,0.36
52000,0.95,0.4,0.29,0.31
53000,0.91,0.38,0.33,0.37
54000,0.94,0.51,0.35,0.28
55000,0.94,0.46,0.34,0.28
56000,0.91,0.49,0.29,0.24
57000,0.95,0.52,0.33,0.32
58000,0.91,0.51,0.3,0.28
59000,0.96,0.44,0.3,0.32
60000,0.97,0.45,0.36,0.32
61000,0.94,0.33,0.28,0.25
62000,0.94,0.51,0.33,0.33
63000,0.97,0.43,0.3,0.31
64000,0.95,0.42,0.29,0.33
65000,0.95,0.34,0.27,0.31
66000,1.0,0.46,0.31,0.31
67000,0.96,0.49,0.29,0.25
68000,0.93,0.5,0.28,0.23
69000,0.93,0.49,0.27,0.31
70000,0.95,0.56,0.35,0.29
71000,0.95,0.46,0.28,0.29
72000,0.97,0.46,0.37,0.35
73000,0.97,0.39,0.34,0.34
74000,0.96,0.48,0.18,0.28
75000,0.95,0.38,0.33,0.37
76000,0.97,0.48,0.36,0.24
77000,0.91,0.42,0.41,0.35
78000,0.94,0.39,0.33,0.31
79000,0.96,0.42,0.24,0.32
80000,0.98,0.43,0.24,0.32
81000,0.94,0.43,0.24,0.22
82000,0.96,0.45,0.28,0.23
83000,0.98,0.58,0.26,0.2
84000,0.92,0.44,0.3,0.27
85000,0.94,0.55,0.26,0.35
86000,0.92,0.45,0.26,0.36
87000,0.97,0.57,0.28,0.31
88000,0.95,0.48,0.29,0.3
89000,0.94,0.46,0.18,0.3
90000,0.91,0.42,0.22,0.24
91000,0.96,0.4,0.28,0.23
92000,0.96,0.38,0.35,0.33
93000,0.94,0.47,0.32,0.28
94000,0.93,0.38,0.26,0.28
95000,0.88,0.37,0.29,0.32
96000,0.97,0.47,0.36,0.26
97000,0.95,0.43,0.35,0.3
98000,0.92,0.38,0.26,0.28
99000,0.92,0.43,0.39,0.33
100000,0.93,0.41,0.25,0.22
