total_steps,0,1,2,3
1000,0.93,0.42,0.35,0.41
2000,0.94,0.41,0.41,0.31
3000,0.92,0.45,0.36,0.47
4000,0.96,0.47,0.37,0.42
5000,0.94,0.43,0.37,0.39
6000,0.92,0.4,0.32,0.43
7000,0.95,0.42,0.38,0.28
8000,0.99,0.34,0.35,0.33
9000,0.95,0.48,0.3,0.38
10000,0.95,0.35,0.34,0.39
11000,0.95,0.44,0.34,0.35
12000,0.98,0.44,0.31,0.33
13000,0.93,0.46,0.31,0.29
14000,0.9,0.51,0.32,0.24
15000,0.94,0.34,0.29,0.33
16000,0.93,0.37,0.32,0.34
17000,0.92,0.38,0.24,0.3
18000,0.95,0.45,0.28,0.31
19000,1.0,0.39,0.44,0.39
20000,0.94,0.44,0.19,0.26
21000,0.95,0.33,0.28,0.26
22000,0.96,0.44,0.33,0.38
23000,0.95,0.45,0.2,0.3
24000,0.96,0.37,0.29,0.45
25000,0.97,0.42,0.24,0.32
26000,0.92,0.39,0.33,0.4
27000,0.98,0.46,0.27,0.34
28000,0.94,0.35,0.29,0.33
29000,0.95,0.41,0.28,0.32
30000,0.97,0.51,0.26,0.26
31000,0.93,0.37,0.34,0.28
32000,0.93,0.45,0.35,0.3
33000,0.98,0.42,0.21,0.32
34000,0.92,0.4,0.3,0.26
35000,0.97,0.41,0.27,0.36
36000,0.96,0.43,0.33,0.32
37000,0.94,0.46,0.26,0.38
38000,0.96,0.45,0.25,0.28
39000,0.94,0.43,0.32,0.3
40000,0.93,0.43,0.34,0.26
41000,0.97,0.54,0.39,0.31
42000,0.92,0.47,0.31,0.27
43000,0.93,0.4,0.32,0.35
44000,0.94,0.36,0.23,0.32
45000,0.95,0.4,0.25,0.28
46000,0.91,0.46,0.29,0.28
47000,0.94,0.52,0.25,0.26
48000,0.95,0.41,0.3,0.3
49000,0.96,0.42,0.35,0.26
50000,0.93,0.39,0.25,0.23
51000,0.92,0.42,0.25,0.28
52000,0.93,0.35,0.33,0.27
53000,0.96,0.46,0.36,0.25
54000,0.96,0.34,0.31,0.34
55000,0.96,0.41,0.28,0.27
56000,0.94,0.42,0.32,0.33
57000,0.97,0.35,0.31,0.29
58000,0.93,0.46,0.28,0.27
59000,0.95,0.45,0.23,0.26
60000,0.97,0.45,0.27,0.27
61000,0.98,0.4,0.34,0.29
62000,0.97,0.44,0.3,0.28
63000,0.95,0.5,0.25,0.32
64000,0.96,0.51,0.35,0.33
65000,0.98,0.55,0.26,0.36
66000,0.92,0.41,0.25,0.28
67000,0.95,0.46,0.24,0.27
68000,0.98,0.38,0.34,0.31
69000,0.91,0.44,0.27,0.26
70000,0.96,0.38,0.26,0.39
71000,0.99,0.46,0.24,0.29
72000,0.92,0.3,0.27,0.33
73000,0.96,0.42,0.4,0.28
74000,0.86,0.41,0.35,0.32
75000,0.96,0.46,0.38,0.3
76000,0.96,0.54,0.34,0.29
77000,0.95,0.4,0.29,0.32
78000,0.97,0.44,0.29,0.35
79000,0.92,0.42,0.21,0.34
80000,0.97,0.4,0.22,0.27
81000,0.91,0.45,0.24,0.23
82000,0.92,0.44,0.34,0.22
83000,0.94,0.39,0.28,0.24
84000,0.91,0.43,0.25,0.33
85000,0.95,0.38,0.26,0.23
86000,0.94,0.49,0.19,0.24
87000,0.95,0.44,0.26,0.29
88000,0.97,0.36,0.26,0.27
89000,0.98,0.45,0.42,0.36
90000,0.96,0.44,0.32,0.2
91000,0.94,0.36,0.28,0.33
92000,0.95,0.46,0.29,0.25
93000,0.97,0.37,0.32,0.27
94000,0.99,0.39,0.3,0.3
95000,0.96,0.5,0.25,0.32
96000,0.97,0.46,0.37,0.34
97000,0.93,0.38,0.23,0.31
98000,0.93,0.35,0.34,0.3
99000,0.99,0.47,0.3,0.22
100000,0.97,0.43,0.33,0.26
