total_steps,0,1,2,3
1000,0.96,0.46,0.39,0.52
2000,0.93,0.37,0.32,0.38
3000,0.96,0.36,0.33,0.29
4000,0.92,0.29,0.44,0.32
5000,0.98,0.4,0.41,0.39
6000,0.97,0.39,0.32,0.33
7000,0.95,0.37,0.28,0.36
8000,0.92,0.36,0.29,0.31
9000,0.97,0.39,0.41,0.32
10000,0.95,0.32,0.31,0.29
11000,0.95,0.46,0.3,0.23
12000,0.96,0.35,0.34,0.37
13000,0.94,0.42,0.29,0.35
14000,0.97,0.45,0.23,0.35
15000,0.93,0.5,0.25,0.34
16000,0.95,0.39,0.29,0.25
17000,0.98,0.41,0.37,0.32
18000,0.94,0.41,0.27,0.23
19000,0.95,0.51,0.37,0.22
20000,0.96,0.41,0.4,0.33
21000,0.96,0.54,0.34,0.25
22000,0.92,0.48,0.33,0.36
23000,0.89,0.52,0.32,0.27
24000,0.92,0.38,0.27,0.34
25000,0.94,0.39,0.41,0.28
26000,0.94,0.43,0.37,0.36
27000,0.99,0.46,0.31,0.31
28000,0.94,0.43,0.21,0.3
29000,0.95,0.44,0.37,0.27
30000,0.96,0.38,0.32,0.29
31000,0.95,0.44,0.32,0.36
32000,0.97,0.48,0.38,0.38
33000,0.94,0.49,0.32,0.29
34000,0.94,0.42,0.22,0.28
35000,0.98,0.45,0.28,0.27
36000,0.95,0.48,0.27,0.26
37000,0.93,0.43,0.3,0.36
38000,0.95,0.42,0.29,0.28
39000,0.95,0.4,0.32,0.35
40000,0.96,0.47,0.23,0.25
41000,0.94,0.44,0.29,0.25
42000,0.96,0.41,0.25,0.34
43000,0.96,0.37,0.34,0.36
44000,0.95,0.42,0.28,0.22
45000,0.93,0.36,0.29,0.27
46000,0.97,0.53,0.37,0.22
47000,0.91,0.4,0.31,0.22
48000,0.93,0.5,0.31,0.28
49000,0.9,0.4,0.27,0.27
50000,0.97,0.52,0.3,0.36
51000,0.97,0.4,0.3,0.32
52000,0.93,0.41,0.29,0.33
53000,0.93,0.48,0.27,0.28
54000,0.94,0.47,0.32,0.29
55000,0.95,0.5,0.22,0.25
56000,0.94,0.53,0.24,0.34
57000,0.97,0.4,0.25,0.23
58000,0.94,0.43,0.33,0.33
59000,0.96,0.47,0.31,0.31
60000,0.97,0.35,0.25,0.36
61000,0.98,0.31,0.27,0.27
62000,0.93,0.42,0.35,0.3
63000,0.96,0.4,0.26,0.35
64000,0.93,0.42,0.31,0.24
65000,0.95,0.54,0.28,0.31
66000,0.93,0.51,0.39,0.21
67000,0.87,0.51,0.27,0.31
68000,0.95,0.53,0.27,0.31
69000,0.93,0.44,0.3,0.26
70000,0.96,0.4,0.3,0.26
71000,0.96,0.39,0.21,0.33
72000,0.96,0.46,0.37,0.3
73000,0.94,0.49,0.24,0.25
74000,0.94,0.47,0.27,0.27
75000,0.96,0.45,0.23,0.33
76000,0.92,0.39,0.3,0.29
77000,0.96,0.39,0.31,0.28
78000,0.98,0.32,0.3,0.32
79000,0.97,0.42,0.3,0.32
80000,0.9,0.4,0.26,0.34
81000,0.96,0.46,0.29,0.29
82000,0.96,0.42,0.38,0.29
83000,0.96,0.49,0.31,0.2
84000,0.97,0.41,0.34,0.33
85000,0.96,0.44,0.23,0.31
86000,0.95,0.45,0.3,0.28
87000,0.96,0.38,0.25,0.28
88000,0.95,0.33,0.26,0.24
89000,0.99,0.52,0.23,0.22
90000,0.96,0.52,0.31,0.28
91000,0.94,0.42,0.26,0.27
92000,0.94,0.38,0.36,0.28
93000,0.96,0.52,0.25,0.31
94000,0.96,0.42,0.3,0.32
95000,0.99,0.37,0.26,0.26
96000,0.94,0.44,0.3,0.25
97000,0.95,0.37,0.2,0.28
98000,0.96,0.47,0.28,0.25
99000,0.96,0.44,0.3,0.25
100000,0.93,0.39,0.36,0.34
