total_steps,0,1,2,3
1000,0.92,0.32,0.42,0.34
2000,0.93,0.39,0.37,0.31
3000,0.91,0.37,0.41,0.27
4000,0.96,0.29,0.29,0.35
5000,0.96,0.38,0.35,0.34
6000,0.97,0.43,0.36,0.34
7000,0.91,0.34,0.3,0.37
8000,0.94,0.44,0.37,0.34
9000,0.95,0.34,0.33,0.34
10000,0.95,0.48,0.3,0.4
11000,0.97,0.47,0.33,0.25
12000,0.94,0.5,0.27,0.34
13000,0.96,0.4,0.36,0.31
14000,0.93,0.4,0.25,0.26
15000,0.93,0.52,0.36,0.34
16000,0.95,0.45,0.26,0.32
17000,0.94,0.4,0.29,0.29
18000,0.91,0.47,0.32,0.29
19000,0.95,0.44,0.26,0.33
20000,0.93,0.43,0.26,0.31
21000,0.93,0.37,0.29,0.26
22000,0.95,0.31,0.29,0.24
23000,0.97,0.42,0.28,0.4
24000,0.96,0.44,0.41,0.42
25000,0.96,0.44,0.35,0.27
26000,0.95,0.46,0.32,0.27
27000,0.97,0.44,0.3,0.38
28000,0.95,0.52,0.36,0.3
29000,0.97,0.42,0.31,0.27
30000,0.96,0.38,0.25,0.4
31000,0.96,0.41,0.28,0.19
32000,0.96,0.35,0.35,0.39
33000,0.96,0.41,0.25,0.31
34000,0.95,0.42,0.2,0.4
35000,1.0,0.51,0.36,0.33
36000,0.89,0.44,0.29,0.31
37000,0.95,0.44,0.26,0.33
38000,0.94,0.48,0.29,0.3
39000,0.93,0.43,0.29,0.26
40000,0.94,0.45,0.25,0.32
41000,0.97,0.5,0.31,0.24
42000,0.95,0.52,0.34,0.33
43000,0.96,0.45,0.26,0.25
44000,0.93,0.48,0.37,0.25
45000,0.99,0.5,0.35,0.21
46000,0.97,0.53,0.23,0.27
47000,0.96,0.38,0.25,0.28
48000,0.98,0.36,0.31,0.33
49000,0.94,0.39,0.24,0.35
50000,0.96,0.52,0.24,0.3
51000,0.96,0.34,0.36,0.36
52000,0.95,0.51,0.26,0.23
53000,0.95,0.48,0.28,0.29
54000,0.92,0.45,0.35,0.25
55000,0.94,0.46,0.3,0.4
56000,0.94,0.36,0.38,0.33
57000,0.96,0.33,0.28,0.28
58000,0.96,0.43,0.29,0.36
59000,0.95,0.49,0.33,0.32
60000,0.9,0.48,0.33,0.24
61000,0.96,0.37,0.27,0.27
62000,0.95,0.53,0.25,0.27
63000,0.94,0.5,0.29,0.2
64000,0.92,0.52,0.2,0.28
65000,0.94,0.43,0.36,0.29
66000,0.93,0.45,0.28,0.3
67000,0.95,0.48,0.23,0.24
68000,0.95,0.41,0.26,0.36
69000,0.92,0.46,0.32,0.34
70000,0.94,0.48,0.33,0.24
71000,0.97,0.37,0.2,0.27
72000,0.96,0.3,0.3,0.34
73000,0.94,0.47,0.32,0.3
74000,0.95,0.47,0.25,0.3
75000,0.96,0.45,0.31,0.25
76000,0.92,0.38,0.2,0.27
77000,0.91,0.37,0.18,0.28
78000,0.97,0.42,0.38,0.33
79000,0.96,0.4,0.2,0.28
80000,0.95,0.49,0.3,0.3
81000,0.98,0.54,0.3,0.28
82000,0.94,0.46,0.3,0.41
83000,0.93,0.43,0.36,0.28
84000,0.96,0.47,0.32,0.32
85000,0.94,0.39,0.34,0.24
86000,0.96,0.44,0.33,0.32
87000,0.93,0.51,0.27,0.23
88000,0.92,0.38,0.21,0.35
89000,0.96,0.52,0.29,0.37
90000,0.91,0.46,0.34,0.27
91000,0.91,0.33,0.28,0.21
92000,0.95,0.42,0.27,0.26
93000,0.93,0.44,0.36,0.33
94000,0.95,0.43,0.28,0.3
95000,0.93,0.37,0.26,0.29
96000,0.94,0.47,0.28,0.29
97000,0.97,0.4,0.3,0.32
98000,0.93,0.49,0.32,0.22
99000,0.95,0.49,0.22,0.26
100000,0.96,0.42,0.31,0.3
