total_steps,0,1,2,3
1000,0.94,0.43,0.44,0.42
2000,0.94,0.36,0.36,0.34
3000,0.96,0.44,0.33,0.4
4000,0.93,0.38,0.37,0.39
5000,0.91,0.45,0.41,0.28
6000,0.95,0.44,0.4,0.3
7000,0.94,0.42,0.35,0.31
8000,0.91,0.37,0.31,0.34
9000,0.98,0.36,0.29,0.39
10000,0.96,0.47,0.37,0.4
11000,0.96,0.37,0.3,0.3
12000,0.97,0.34,0.27,0.25
13000,0.93,0.37,0.36,0.32
14000,0.95,0.4,0.4,0.31
15000,0.97,0.36,0.38,0.35
16000,0.95,0.32,0.32,0.22
17000,0.93,0.4,0.32,0.3
18000,0.94,0.45,0.33,0.29
19000,0.96,0.4,0.33,0.36
20000,0.96,0.45,0.32,0.37
21000,0.96,0.37,0.43,0.27
22000,0.95,0.38,0.27,0.36
23000,0.96,0.38,0.26,0.33
24000,0.94,0.45,0.37,0.34
25000,0.98,0.44,0.28,0.31
26000,0.91,0.5,0.31,0.26
27000,0.92,0.36,0.32,0.28
28000,0.99,0.39,0.33,0.28
29000,0.94,0.39,0.27,0.37
30000,0.96,0.51,0.3,0.36
31000,0.91,0.44,0.23,0.26
32000,0.97,0.48,0.35,0.3
33000,0.94,0.46,0.34,0.36
34000,0.97,0.46,0.36,0.29
35000,0.96,0.44,0.29,0.28
36000,0.93,0.37,0.25,0.34
37000,0.91,0.37,0.34,0.32
38000,0.95,0.46,0.3,0.3
39000,0.99,0.48,0.28,0.31
40000,0.93,0.42,0.24,0.3
41000,0.96,0.42,0.3,0.34
42000,0.93,0.47,0.32,0.24
43000,0.94,0.49,0.24,0.29
44000,0.94,0.29,0.26,0.31
45000,0.95,0.48,0.27,0.3
46000,0.98,0.44,0.26,0.37
47000,0.99,0.45,0.26,0.36
48000,0.95,0.39,0.26,0.29
49000,0.98,0.48,0.35,0.33
50000,0.96,0.43,0.23,0.28
51000,0.98,0.37,0.3,0.29
52000,0.96,0.38,0.32,0.3
53000,0.96,0.4,0.32,0.32
54000,0.99,0.38,0.36,0.3
55000,0.96,0.39,0.42,0.29
56000,0.96,0.52,0.31,0.32
57000,0.92,0.4,0.26,0.32
58000,0.95,0.36,0.22,0.31
59000,0.94,0.34,0.22,0.31
60000,0.95,0.45,0.3,0.22
61000,0.95,0.42,0.26,0.24
62000,0.97,0.49,0.28,0.33
63000,0.92,0.52,0.32,0.23
64000,0.98,0.47,0.25,0.24
65000,0.93,0.46,0.3,0.29
66000,0.97,0.36,0.29,0.28
67000,0.99,0.43,0.35,0.34
68000,0.97,0.35,0.3,0.33
69000,0.94,0.51,0.22,0.31
70000,0.91,0.41,0.32,0.3
71000,0.97,0.39,0.37,0.27
72000,0.95,0.41,0.33,0.27
73000,0.95,0.36,0.25,0.28
74000,0.92,0.41,0.25,0.31
75000,0.97,0.46,0.32,0.27
76000,0.99,0.5,0.3,0.29
77000,0.91,0.39,0.26,0.33
78000,0.94,0.37,0.34,0.26
79000,0.95,0.49,0.29,0.28
80000,0.96,0.42,0.18,0.32
81000,0.95,0.39,0.26,0.3
82000,0.95,0.33,0.27,0.25
83000,0.96,0.48,0.28,0.13
84000,0.97,0.38,0.31,0.29
85000,0.95,0.39,0.3,0.36
86000,0.93,0.46,0.27,0.28
87000,0.95,0.47,0.26,0.3
88000,0.93,0.35,0.36,0.32
89000,0.95,0.39,0.32,0.38
90000,0.94,0.46,0.31,0.28
91000,0.96,0.5,0.25,0.31
92000,0.92,0.53,0.32,0.35
93000,0.93,0.42,0.35,0.36
94000,0.97,0.47,0.3,0.24
95000,0.92,0.38,0.29,0.3
96000,0.93,0.46,0.31,0.25
97000,0.95,0.44,0.27,0.26
98000,0.85,0.46,0.32,0.34
99000,0.94,0.45,0.23,0.36
100000,0.95,0.44,0.3,0.33
