total_steps,0,1,2,3
1000,0.96,0.46,0.45,0.51
2000,0.94,0.36,0.33,0.37
3000,0.96,0.4,0.33,0.33
4000,0.94,0.45,0.36,0.45
5000,0.92,0.37,0.29,0.32
6000,0.94,0.35,0.25,0.3
7000,0.95,0.44,0.39,0.39
8000,0.92,0.44,0.36,0.28
9000,0.98,0.44,0.4,0.29
10000,0.97,0.44,0.34,0.37
11000,0.95,0.46,0.36,0.29
12000,0.92,0.41,0.38,0.41
13000,0.93,0.43,0.28,0.34
14000,0.93,0.41,0.35,0.26
15000,0.94,0.43,0.33,0.33
16000,0.91,0.41,0.41,0.33
17000,0.9,0.37,0.28,0.3
18000,0.98,0.4,0.3,0.34
19000,0.89,0.38,0.25,0.28
20000,0.94,0.44,0.26,0.38
21000,0.96,0.42,0.3,0.32
22000,0.98,0.35,0.27,0.35
23000,1.0,0.45,0.28,0.34
24000,0.97,0.44,0.35,0.25
25000,0.94,0.45,0.3,0.31
26000,0.95,0.38,0.29,0.34
27000,0.97,0.45,0.22,0.28
28000,0.96,0.35,0.31,0.32
29000,0.98,0.41,0.25,0.23
30000,0.9,0.38,0.29,0.29
31000,0.94,0.4,0.29,0.32
32000,0.92,0.42,0.31,0.33
33000,0.93,0.42,0.33,0.25
34000,0.97,0.37,0.31,0.3
35000,0.94,0.36,0.36,0.31
36000,0.99,0.42,0.28,0.31
37000,0.92,0.41,0.28,0.3
38000,0.93,0.51,0.33,0.3
39000,0.97,0.43,0.3,0.39
40000,0.92,0.4,0.33,0.29
41000,0.93,0.39,0.31,0.33
42000,0.91,0.36,0.28,0.38
43000,0.95,0.55,0.37,0.33
44000,0.96,0.38,0.31,0.28
45000,0.95,0.4,0.36,0.35
46000,0.95,0.41,0.28,0.21
47000,0.93,0.45,0.24,0.32
48000,0.97,0.37,0.31,0.31
49000,0.92,0.42,0.3,0.33
50000,0.96,0.39,0.37,0.38
51000,0.95,0.37,0.31,0.26
52000,0.98,0.49,0.35,0.2
53000,0.92,0.4,0.29,0.36
54000,0.98,0.35,0.34,0.23
55000,0.89,0.46,0.38,0.22
56000,0.9,0.44,0.35,0.32
57000,0.97,0.44,0.28,0.28
58000,0.91,0.4,0.31,0.29
59000,0.92,0.4,0.25,0.33
60000,0.93,0.48,0.32,0.31
61000,0.93,0.46,0.26,0.2
62000,0.94,0.33,0.27,0.26
63000,0.94,0.47,0.28,0.22
64000,0.93,0.46,0.33,0.35
65000,0.96,0.42,0.36,0.32
66000,0.94,0.36,0.31,0.32
67000,0.94,0.4,0.36,0.37
68000,0.97,0.43,0.39,0.3
69000,0.95,0.41,0.35,0.33
70000,0.96,0.39,0.33,0.29
71000,0.93,0.44,0.23,0.3
72000,0.97,0.41,0.24,0.33
73000,0.95,0.49,0.33,0.23
74000,0.98,0.53,0.34,0.22
75000,0.97,0.49,0.23,0.24
76000,0.97,0.55,0.23,0.27
77000,0.94,0.43,0.31,0.21
78000,0.91,0.37,0.24,0.31
79000,0.96,0.47,0.26,0.35
80000,0.93,0.47,0.31,0.26
81000,0.96,0.43,0.2,0.23
82000,0.92,0.47,0.31,0.23
83000,0.99,0.44,0.25,0.25
84000,0.97,0.35,0.3,0.28
85000,0.91,0.47,0.32,0.25
86000,0.94,0.56,0.29,0.27
87000,0.91,0.48,0.26,0.23
88000,0.91,0.47,0.35,0.25
89000,0.97,0.39,0.3,0.32
90000,0.96,0.53,0.35,0.17
91000,0.94,0.51,0.32,0.28
92000,0.95,0.48,0.31,0.28
93000,0.9,0.4,0.34,0.21
94000,0.95,0.37,0.36,0.28
95000,0.94,0.39,0.25,0.25
96000,0.92,0.42,0.3,0.39
97000,0.93,0.49,0.39,0.27
98000,0.91,0.42,0.32,0.27
99000,0.95,0.51,0.28,0.25
100000,0.9,0.38,0.32,0.34
