steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.036,115,0
500,0.0001,0.076,176,0
750,0.0001,0.072,219,0
1000,0.0001,0.112,247,0
1250,0.0001,0.124,273,0
1500,0.0002,0.136,291,0
1750,0.0001,0.16,301,0
2000,0.0001,0.1,309,0
2250,0.0001,0.12,318,0
2500,0.0001,0.104,329,0
2750,0.0001,0.16,334,0
3000,0.0001,0.096,344,0
3250,0.0001,0.132,354,0
3500,0.0001,0.144,358,0
3750,0.0001,0.124,360,0
4000,0.0001,0.136,361,0
4250,0.0001,0.104,363,0
4500,0.0002,0.148,365,0
4750,0.0002,0.136,367,0
5000,0.0001,0.148,367,0
5250,0.0001,0.12,368,0
5500,0.0003,0.104,369,0
5750,0.0002,0.116,370,0
6000,0.0001,0.14,371,0
6250,0.0001,0.16,371,1
6500,0.0001,0.132,371,1
6750,0.0001,0.092,371,2
7000,0.0001,0.132,371,3
7250,0.0001,0.124,371,3
7500,0.0002,0.148,371,4
7750,0.0001,0.168,371,5
8000,0.0001,0.16,371,6
8250,0.0002,0.16,371,6
8500,0.0001,0.16,371,9
8750,0.0001,0.136,371,12
9000,0.0,0.128,372,13
9250,0.0001,0.112,372,14
9500,0.0001,0.1,372,14
9750,0.0001,0.14,372,15
10000,0.0001,0.1,372,17
10250,0.0001,0.136,372,19
10500,0.0001,0.08,372,22
10750,0.0001,0.128,372,22
11000,0.0001,0.128,372,24
11250,0.0001,0.096,372,26
11500,0.0002,0.16,372,26
11750,0.0002,0.1,372,27
12000,0.0001,0.132,372,27
12250,0.0001,0.124,372,27
12500,0.0001,0.152,372,27
12750,0.0001,0.128,372,27
13000,0.0001,0.148,372,28
13250,0.0001,0.116,372,28
13500,0.0001,0.152,372,29
13750,0.0,0.088,372,31
14000,0.0002,0.144,372,32
14250,0.0002,0.12,372,34
14500,0.0001,0.108,372,35
14750,0.0001,0.096,372,36
15000,0.0001,0.12,372,37
15250,0.0001,0.144,372,38
15500,0.0001,0.12,372,40
15750,0.0001,0.104,372,41
16000,0.0001,0.136,372,42
16250,0.0002,0.116,372,42
16500,0.0,0.136,372,42
16750,0.0001,0.12,372,43
17000,0.0001,0.1,372,44
17250,0.0002,0.144,372,46
17500,0.0001,0.136,372,46
17750,0.0001,0.072,372,46
18000,0.0001,0.096,372,47
18250,0.0001,0.084,372,49
18500,0.0001,0.14,372,49
18750,0.0001,0.12,372,49
19000,0.0001,0.088,372,49
19250,0.0001,0.12,372,49
19500,0.0001,0.128,372,49
19750,0.0001,0.092,372,50
20000,0.0001,0.112,372,51
20250,0.0001,0.144,372,53
20500,0.0001,0.148,372,53
20750,0.0001,0.092,372,54
21000,0.0002,0.116,372,55
21250,0.0001,0.092,372,55
21500,0.0,0.084,372,56
21750,0.0001,0.084,372,57
22000,0.0002,0.136,372,57
22250,0.0001,0.06,372,57
22500,0.0001,0.116,372,57
22750,0.0001,0.14,372,58
23000,0.0001,0.104,372,58
23250,0.0001,0.1,372,61
23500,0.0001,0.128,372,61
23750,0.0001,0.148,372,63
24000,0.0001,0.084,372,63
24250,0.0001,0.12,372,64
24500,0.0001,0.112,372,67
24750,0.0001,0.116,372,68
25000,0.0001,0.12,372,69
