steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.024,126,0
500,0.0002,0.06,173,0
750,0.0002,0.06,210,0
1000,0.0002,0.096,237,0
1250,0.0002,0.112,262,0
1500,0.0002,0.156,282,0
1750,0.0002,0.168,297,0
2000,0.0003,0.1,314,0
2250,0.0003,0.116,322,0
2500,0.0002,0.112,332,0
2750,0.0002,0.164,340,0
3000,0.0001,0.128,347,0
3250,0.0001,0.124,351,0
3500,0.0001,0.14,353,0
3750,0.0002,0.18,358,0
4000,0.0002,0.128,360,0
4250,0.0002,0.112,362,0
4500,0.0003,0.072,364,0
4750,0.0002,0.092,366,0
5000,0.0002,0.136,366,0
5250,0.0002,0.112,366,1
5500,0.0002,0.092,367,1
5750,0.0002,0.164,368,1
6000,0.0002,0.104,369,2
6250,0.0003,0.176,370,4
6500,0.0002,0.172,370,4
6750,0.0002,0.124,370,4
7000,0.0002,0.124,371,5
7250,0.0002,0.172,371,5
7500,0.0001,0.144,371,6
7750,0.0001,0.124,372,9
8000,0.0001,0.1,372,10
8250,0.0001,0.116,372,10
8500,0.0001,0.072,372,13
8750,0.0001,0.096,372,13
9000,0.0001,0.14,372,14
9250,0.0002,0.096,372,16
9500,0.0002,0.112,372,17
9750,0.0003,0.096,372,19
10000,0.0002,0.14,372,19
10250,0.0002,0.12,372,20
10500,0.0002,0.116,372,20
10750,0.0002,0.104,372,20
11000,0.0006,0.2,372,21
11250,0.0002,0.128,372,22
11500,0.0002,0.12,372,23
11750,0.0003,0.168,372,23
12000,0.0002,0.096,372,23
12250,0.0002,0.14,372,24
12500,0.0004,0.092,372,24
12750,0.0002,0.108,372,26
13000,0.0002,0.08,372,26
13250,0.0003,0.168,372,27
13500,0.0002,0.128,372,29
13750,0.0002,0.128,372,32
14000,0.0002,0.144,372,33
14250,0.0002,0.1,372,37
14500,0.0002,0.124,372,37
14750,0.0002,0.124,372,37
15000,0.0003,0.108,372,37
15250,0.0002,0.12,372,39
15500,0.0002,0.112,372,39
15750,0.0002,0.128,372,39
16000,0.0002,0.12,372,41
16250,0.0002,0.104,372,42
16500,0.0002,0.104,372,43
16750,0.0002,0.116,372,43
17000,0.0002,0.068,372,43
17250,0.0002,0.144,372,43
17500,0.0003,0.128,372,43
17750,0.0002,0.128,372,43
18000,0.0002,0.128,372,44
18250,0.0002,0.144,372,46
18500,0.0002,0.088,372,47
18750,0.0002,0.1,372,48
19000,0.0002,0.116,372,49
19250,0.0002,0.136,372,50
19500,0.0002,0.152,372,50
19750,0.0002,0.116,372,50
20000,0.0003,0.096,372,50
20250,0.0003,0.124,372,52
20500,0.0002,0.072,372,53
20750,0.0002,0.128,372,56
21000,0.0002,0.1,372,57
21250,0.0002,0.156,372,57
21500,0.0002,0.108,372,57
21750,0.0002,0.116,372,57
22000,0.0002,0.104,372,57
22250,0.0002,0.132,372,57
22500,0.0002,0.124,372,60
22750,0.0001,0.092,372,60
23000,0.0003,0.112,372,60
23250,0.0002,0.092,372,60
23500,0.0001,0.068,372,62
23750,0.0001,0.112,372,64
24000,0.0001,0.096,372,65
24250,0.0001,0.156,372,66
24500,0.0001,0.156,372,69
24750,0.0002,0.112,372,69
25000,0.0001,0.1,372,70
