steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.016,122,0
500,0.0001,0.052,185,0
750,0.0002,0.136,236,0
1000,0.0001,0.092,260,0
1250,0.0002,0.16,277,0
1500,0.0001,0.116,293,0
1750,0.0001,0.136,313,0
2000,0.0001,0.172,322,0
2250,0.0001,0.136,327,0
2500,0.0001,0.16,336,0
2750,0.0002,0.188,343,0
3000,0.0001,0.108,347,0
3250,0.0002,0.156,352,0
3500,0.0001,0.144,356,0
3750,0.0002,0.136,359,0
4000,0.0002,0.152,360,0
4250,0.0001,0.14,362,0
4500,0.0001,0.132,365,0
4750,0.0003,0.14,366,0
5000,0.0002,0.164,366,0
5250,0.0001,0.116,366,0
5500,0.0001,0.14,368,0
5750,0.0001,0.14,369,0
6000,0.0002,0.136,370,0
6250,0.0001,0.14,371,1
6500,0.0001,0.128,371,1
6750,0.0002,0.128,371,2
7000,0.0001,0.12,371,4
7250,0.0002,0.116,371,5
7500,0.0002,0.144,371,7
7750,0.0002,0.132,372,7
8000,0.0002,0.156,372,10
8250,0.0001,0.136,372,12
8500,0.0002,0.088,372,13
8750,0.0002,0.124,372,14
9000,0.0002,0.116,372,14
9250,0.0002,0.124,372,17
9500,0.0001,0.088,372,17
9750,0.0001,0.128,372,19
10000,0.0002,0.092,372,20
10250,0.0002,0.132,372,20
10500,0.0002,0.144,372,20
10750,0.0001,0.136,372,20
11000,0.0002,0.14,372,22
11250,0.0001,0.148,372,23
11500,0.0002,0.132,372,24
11750,0.0002,0.092,372,25
12000,0.0007,0.104,372,26
12250,0.0003,0.164,372,26
12500,0.0004,0.14,372,27
12750,0.0006,0.104,372,28
13000,0.0005,0.1,372,30
13250,0.0003,0.132,372,31
13500,0.0003,0.108,372,32
13750,0.0002,0.112,372,33
14000,0.0002,0.152,372,34
14250,0.0001,0.128,372,34
14500,0.0002,0.14,372,35
14750,0.0001,0.124,372,36
15000,0.0001,0.12,372,36
15250,0.0002,0.128,372,38
15500,0.0002,0.124,372,38
15750,0.0002,0.128,372,38
16000,0.0001,0.136,372,39
16250,0.0001,0.132,372,39
16500,0.0001,0.08,372,41
16750,0.0001,0.124,372,42
17000,0.0001,0.128,372,43
17250,0.0001,0.112,372,45
17500,0.0002,0.128,372,45
17750,0.0001,0.112,372,46
18000,0.0001,0.14,372,46
18250,0.0002,0.132,372,47
18500,0.0001,0.08,372,49
18750,0.0001,0.112,372,49
19000,0.0002,0.108,372,50
19250,0.0001,0.176,372,50
19500,0.0002,0.12,372,50
19750,0.0002,0.108,372,50
20000,0.0002,0.14,372,50
20250,0.0002,0.1,372,50
20500,0.0001,0.124,372,50
20750,0.0001,0.104,372,52
21000,0.0001,0.1,372,53
21250,0.0002,0.108,372,56
21500,0.0001,0.12,372,56
21750,0.0001,0.096,372,56
22000,0.0002,0.128,372,57
22250,0.0001,0.076,372,57
22500,0.0002,0.104,372,58
22750,0.0002,0.108,372,58
23000,0.0001,0.116,372,58
23250,0.0001,0.116,372,60
23500,0.0001,0.1,372,60
23750,0.0001,0.104,372,61
24000,0.0001,0.104,372,62
24250,0.0001,0.124,372,63
24500,0.0001,0.104,372,63
24750,0.0002,0.144,372,63
25000,0.0002,0.12,372,63
