steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.036,120,0
500,0.0001,0.076,178,0
750,0.0002,0.108,224,0
1000,0.0001,0.104,252,0
1250,0.0001,0.104,268,0
1500,0.0001,0.1,286,0
1750,0.0001,0.116,298,0
2000,0.0001,0.104,309,0
2250,0.0001,0.1,322,0
2500,0.0001,0.14,329,0
2750,0.0001,0.152,340,0
3000,0.0001,0.148,345,0
3250,0.0001,0.104,350,0
3500,0.0001,0.092,352,0
3750,0.0001,0.164,353,0
4000,0.0001,0.14,356,0
4250,0.0001,0.108,358,0
4500,0.0002,0.204,362,1
4750,0.0002,0.128,363,1
5000,0.0001,0.16,365,1
5250,0.0002,0.128,368,2
5500,0.0001,0.132,368,2
5750,0.0001,0.136,368,2
6000,0.0001,0.112,368,3
6250,0.0001,0.14,369,3
6500,0.0002,0.148,369,3
6750,0.0001,0.148,369,3
7000,0.0002,0.132,369,4
7250,0.0001,0.1,369,6
7500,0.0001,0.156,370,6
7750,0.0001,0.116,370,8
8000,0.0001,0.12,370,9
8250,0.0001,0.136,371,10
8500,0.0001,0.12,371,11
8750,0.0001,0.116,371,14
9000,0.0001,0.096,372,14
9250,0.0001,0.088,372,14
9500,0.0001,0.172,372,15
9750,0.0001,0.132,372,16
10000,0.0001,0.104,372,17
10250,0.0002,0.12,372,17
10500,0.0001,0.104,372,18
10750,0.0001,0.128,372,19
11000,0.0002,0.124,372,21
11250,0.0001,0.112,372,21
11500,0.0002,0.148,372,21
11750,0.0002,0.12,372,21
12000,0.0001,0.092,372,21
12250,0.0001,0.136,372,23
12500,0.0001,0.108,372,24
12750,0.0001,0.104,372,24
13000,0.0001,0.12,372,25
13250,0.0001,0.12,372,25
13500,0.0001,0.1,372,29
13750,0.0003,0.132,372,30
14000,0.0001,0.108,372,31
14250,0.0001,0.144,372,32
14500,0.0002,0.108,372,34
14750,0.0001,0.1,372,34
15000,0.0001,0.088,372,36
15250,0.0001,0.14,372,37
15500,0.0001,0.112,372,38
15750,0.0001,0.084,372,39
16000,0.0001,0.144,372,39
16250,0.0001,0.1,372,41
16500,0.0002,0.112,372,41
16750,0.0001,0.136,372,42
17000,0.0001,0.136,372,43
17250,0.0001,0.152,372,45
17500,0.0001,0.092,372,45
17750,0.0001,0.112,372,45
18000,0.0001,0.112,372,46
18250,0.0001,0.116,372,47
18500,0.0001,0.172,372,47
18750,0.0001,0.168,372,48
19000,0.0001,0.092,372,50
19250,0.0001,0.14,372,51
19500,0.0001,0.096,372,51
19750,0.0001,0.152,372,51
20000,0.0002,0.148,372,52
20250,0.0001,0.092,372,52
20500,0.0001,0.1,372,53
20750,0.0002,0.14,372,55
21000,0.0002,0.08,372,55
21250,0.0002,0.068,372,55
21500,0.0002,0.12,372,55
21750,0.0002,0.132,372,56
22000,0.0001,0.12,372,57
22250,0.0001,0.112,372,59
22500,0.0001,0.112,372,59
22750,0.0001,0.128,372,60
23000,0.0001,0.144,372,60
23250,0.0001,0.08,372,61
23500,0.0001,0.076,372,62
23750,0.0001,0.088,372,64
24000,0.0001,0.128,372,65
24250,0.0001,0.12,372,65
24500,0.0001,0.124,372,65
24750,0.0001,0.116,372,66
25000,0.0001,0.108,372,67
