steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.016,118,0
500,0.0001,0.092,173,0
750,0.0001,0.072,209,0
1000,0.0001,0.104,235,0
1250,0.0001,0.112,257,0
1500,0.0001,0.096,274,0
1750,0.0001,0.092,291,0
2000,0.0001,0.152,294,0
2250,0.0001,0.124,303,0
2500,0.0001,0.112,316,0
2750,0.0001,0.092,326,0
3000,0.0001,0.168,332,0
3250,0.0001,0.088,340,0
3500,0.0001,0.144,345,0
3750,0.0001,0.156,350,0
4000,0.0002,0.132,353,0
4250,0.0001,0.144,358,0
4500,0.0001,0.1,362,0
4750,0.0002,0.172,363,0
5000,0.0002,0.16,365,1
5250,0.0001,0.156,367,2
5500,0.0002,0.128,368,3
5750,0.0001,0.128,368,3
6000,0.0,0.136,368,5
6250,0.0,0.176,369,5
6500,0.0001,0.152,371,6
6750,0.0001,0.108,371,7
7000,0.0002,0.124,371,8
7250,0.0001,0.1,371,8
7500,0.0002,0.112,371,8
7750,0.0001,0.148,371,8
8000,0.0002,0.116,372,11
8250,0.0001,0.124,372,11
8500,0.0001,0.08,372,15
8750,0.0001,0.128,372,15
9000,0.0002,0.148,372,17
9250,0.0002,0.112,372,17
9500,0.0001,0.132,372,18
9750,0.0001,0.184,372,18
10000,0.0001,0.116,372,18
10250,0.0001,0.128,372,18
10500,0.0001,0.152,372,19
10750,0.0001,0.128,372,19
11000,0.0001,0.096,372,19
11250,0.0,0.136,372,20
11500,0.0002,0.152,372,20
11750,0.0001,0.136,372,21
12000,0.0001,0.108,372,23
12250,0.0001,0.108,372,23
12500,0.0001,0.116,372,23
12750,0.0001,0.12,372,24
13000,0.0001,0.128,372,24
13250,0.0001,0.06,372,25
13500,0.0001,0.104,372,28
13750,0.0001,0.132,372,29
14000,0.0002,0.116,372,29
14250,0.0001,0.16,372,30
14500,0.0001,0.128,372,31
14750,0.0001,0.096,372,32
15000,0.0001,0.132,372,32
15250,0.0001,0.132,372,33
15500,0.0001,0.116,372,34
15750,0.0002,0.156,372,37
16000,0.0001,0.104,372,38
16250,0.0001,0.1,372,39
16500,0.0001,0.128,372,40
16750,0.0001,0.124,372,43
17000,0.0003,0.092,372,43
17250,0.0002,0.104,372,44
17500,0.0001,0.088,372,46
17750,0.0001,0.12,372,47
18000,0.0001,0.108,372,47
18250,0.0001,0.1,372,48
18500,0.0001,0.112,372,50
18750,0.0002,0.108,372,50
19000,0.0001,0.1,372,50
19250,0.0001,0.128,372,50
19500,0.0001,0.144,372,51
19750,0.0001,0.088,372,51
20000,0.0001,0.132,372,51
20250,0.0001,0.124,372,52
20500,0.0001,0.108,372,52
20750,0.0001,0.124,372,53
21000,0.0001,0.156,372,54
21250,0.0001,0.116,372,54
21500,0.0001,0.096,372,54
21750,0.0001,0.112,372,54
22000,0.0001,0.128,372,56
22250,0.0001,0.124,372,56
22500,0.0001,0.096,372,57
22750,0.0001,0.096,372,59
23000,0.0001,0.136,372,59
23250,0.0001,0.16,372,61
23500,0.0002,0.088,372,61
23750,0.0001,0.08,372,63
24000,0.0001,0.092,372,63
24250,0.0001,0.112,372,63
24500,0.0001,0.12,372,63
24750,0.0001,0.132,372,64
25000,0.0001,0.136,372,64
