steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.028,122,0
500,0.0002,0.116,184,0
750,0.0001,0.08,230,0
1000,0.0001,0.12,260,0
1250,0.0001,0.12,282,0
1500,0.0001,0.104,297,0
1750,0.0001,0.132,310,0
2000,0.0001,0.1,316,0
2250,0.0001,0.144,322,0
2500,0.0001,0.128,330,0
2750,0.0002,0.136,336,0
3000,0.0001,0.144,343,0
3250,0.0003,0.14,345,0
3500,0.0002,0.144,346,0
3750,0.0002,0.14,349,0
4000,0.0002,0.108,350,0
4250,0.0002,0.108,353,0
4500,0.0002,0.12,354,0
4750,0.0001,0.1,358,0
5000,0.0001,0.1,361,0
5250,0.0001,0.14,364,0
5500,0.0002,0.108,365,0
5750,0.0002,0.14,366,1
6000,0.0002,0.1,368,2
6250,0.0002,0.108,370,3
6500,0.0001,0.092,371,3
6750,0.0002,0.136,371,3
7000,0.0001,0.144,371,4
7250,0.0001,0.096,371,8
7500,0.0001,0.1,371,10
7750,0.0001,0.144,371,10
8000,0.0001,0.112,371,10
8250,0.0001,0.092,371,11
8500,0.0001,0.14,371,13
8750,0.0001,0.108,371,18
9000,0.0001,0.14,371,18
9250,0.0002,0.156,371,20
9500,0.0002,0.124,371,21
9750,0.0002,0.128,371,21
10000,0.0002,0.1,371,21
10250,0.0001,0.08,371,21
10500,0.0002,0.092,371,21
10750,0.0001,0.092,371,21
11000,0.0001,0.108,371,21
11250,0.0001,0.116,371,22
11500,0.0003,0.124,372,23
11750,0.0002,0.124,372,23
12000,0.0002,0.116,372,25
12250,0.0001,0.132,372,26
12500,0.0002,0.132,372,26
12750,0.0002,0.116,372,26
13000,0.0002,0.14,372,27
13250,0.0002,0.072,372,28
13500,0.0002,0.14,372,28
13750,0.0001,0.172,372,29
14000,0.0001,0.136,372,29
14250,0.0002,0.112,372,29
14500,0.0001,0.072,372,29
14750,0.0002,0.132,372,31
15000,0.0002,0.076,372,32
15250,0.0002,0.108,372,33
15500,0.0002,0.168,372,34
15750,0.0002,0.096,372,34
16000,0.0002,0.116,372,35
16250,0.0002,0.112,372,36
16500,0.0001,0.128,372,37
16750,0.0002,0.128,372,38
17000,0.0002,0.124,372,39
17250,0.0001,0.132,372,39
17500,0.0001,0.108,372,41
17750,0.0002,0.076,372,42
18000,0.0002,0.124,372,44
18250,0.0002,0.116,372,46
18500,0.0002,0.12,372,47
18750,0.0001,0.08,372,48
19000,0.0002,0.1,372,49
19250,0.0002,0.112,372,50
19500,0.0001,0.112,372,51
19750,0.0002,0.124,372,54
20000,0.0002,0.124,372,56
20250,0.0002,0.1,372,56
20500,0.0001,0.148,372,56
20750,0.0002,0.092,372,57
21000,0.0002,0.16,372,58
21250,0.0002,0.104,372,59
21500,0.0001,0.136,372,59
21750,0.0002,0.116,372,61
22000,0.0001,0.104,372,61
22250,0.0001,0.14,372,62
22500,0.0001,0.196,372,63
22750,0.0001,0.116,372,63
23000,0.0001,0.092,372,63
23250,0.0001,0.096,372,63
23500,0.0001,0.096,372,64
23750,0.0001,0.108,372,65
24000,0.0001,0.124,372,65
24250,0.0002,0.144,372,67
24500,0.0001,0.128,372,67
24750,0.0001,0.108,372,69
25000,0.0001,0.108,372,69
