steps,time_per_step,pred_success,nodes,filtered_nodes
5000,0.0002,0.9824,156,10
10000,0.0002,0.9486,240,16
15000,0.0002,0.9603,277,24
20000,0.0002,0.8152,500,58
25000,0.0003,0.7275,728,119
30000,0.0003,0.7312,935,173
35000,0.0006,0.7318,1094,234
40000,0.0005,0.7292,1283,261
45000,0.0004,0.7325,1451,294
50000,0.0004,0.7385,1589,334
55000,0.0004,0.736,1696,366
60000,0.0004,0.7396,1802,402
65000,0.0007,0.7365,1893,429
70000,0.0005,0.7438,1970,456
75000,0.0005,0.7489,2068,485
80000,0.0005,0.739,2145,522
85000,0.0005,0.7468,2222,547
90000,0.0009,0.7394,2302,569
95000,0.0005,0.7452,2379,588
100000,0.0005,0.7491,2455,615
105000,0.0005,0.7468,2528,642
110000,0.0007,0.7527,2594,659
115000,0.0007,0.746,2661,678
120000,0.0006,0.7467,2714,690
125000,0.0006,0.7563,2770,712
130000,0.0008,0.7426,2837,741
135000,0.0008,0.7532,2893,760
140000,0.0006,0.7551,2945,776
145000,0.0006,0.7543,2992,792
150000,0.0008,0.7391,3037,809
155000,0.0008,0.7545,3087,820
160000,0.0006,0.7462,3157,837
165000,0.0006,0.7509,3195,846
170000,0.001,0.759,3229,854
175000,0.0007,0.7585,3252,871
180000,0.0007,0.7481,3279,885
185000,0.0007,0.7571,3311,900
190000,0.0009,0.7574,3339,911
195000,0.0007,0.75,3364,920
200000,0.0007,0.7577,3383,928
205000,0.0009,0.7603,3416,940
210000,0.0008,0.7499,3435,955
215000,0.0007,0.7635,3457,975
220000,0.0007,0.7545,3481,980
225000,0.001,0.7658,3507,991
230000,0.0007,0.7624,3528,1001
235000,0.0007,0.7621,3558,1009
240000,0.001,0.75,3583,1020
245000,0.0008,0.7536,3608,1030
250000,0.0007,0.761,3626,1034
255000,0.0009,0.7583,3645,1041
260000,0.0009,0.7546,3665,1052
265000,0.0007,0.7513,3681,1065
270000,0.0008,0.764,3698,1074
275000,0.0011,0.7677,3717,1079
280000,0.0008,0.7542,3738,1082
285000,0.0008,0.7534,3752,1089
290000,0.0011,0.759,3766,1101
295000,0.0007,0.7582,3776,1104
300000,0.0007,0.7716,3789,1113
305000,0.0011,0.7663,3803,1122
310000,0.0007,0.7681,3819,1131
315000,0.0008,0.7694,3836,1139
320000,0.0011,0.7582,3851,1144
325000,0.0008,0.7664,3864,1156
330000,0.0008,0.7646,3882,1162
335000,0.0011,0.7597,3898,1173
340000,0.0008,0.7626,3908,1179
345000,0.0008,0.7599,3916,1185
350000,0.001,0.7705,3931,1194
355000,0.0008,0.7675,3941,1201
360000,0.0008,0.7703,3947,1206
365000,0.0011,0.7605,3960,1211
370000,0.0009,0.77,3968,1217
375000,0.0008,0.7679,3982,1221
380000,0.0011,0.7688,3998,1228
385000,0.0008,0.762,4003,1234
390000,0.0008,0.7622,4012,1237
395000,0.0011,0.7573,4028,1241
400000,0.0008,0.7715,4042,1249
405000,0.0008,0.7704,4056,1250
410000,0.0011,0.7704,4061,1252
415000,0.0008,0.7697,4068,1258
420000,0.0008,0.7697,4076,1261
425000,0.0011,0.7664,4087,1263
430000,0.0008,0.759,4094,1269
435000,0.0008,0.7611,4103,1272
440000,0.0011,0.768,4106,1278
445000,0.0008,0.7723,4111,1283
450000,0.0008,0.7691,4120,1285
455000,0.0011,0.7685,4129,1287
460000,0.0008,0.7686,4137,1291
465000,0.0008,0.7757,4146,1296
470000,0.0011,0.7666,4159,1298
475000,0.0008,0.7678,4172,1303
480000,0.0008,0.7675,4178,1306
485000,0.0011,0.7678,4185,1311
490000,0.0008,0.7668,4189,1314
495000,0.0008,0.7633,4192,1318
500000,0.0012,0.7624,4202,1321
