steps,time_per_step,pred_success,nodes,filtered_nodes
5000,0.0004,0.7352,502,49
10000,0.0003,0.6897,819,97
15000,0.0003,0.7019,1068,137
20000,0.0003,0.6966,1275,197
25000,0.0004,0.7117,1457,245
30000,0.0006,0.7166,1623,298
35000,0.0006,0.7211,1764,349
40000,0.0004,0.7246,1901,395
45000,0.0005,0.7259,2015,437
50000,0.0006,0.7219,2125,475
55000,0.0006,0.7243,2227,505
60000,0.0007,0.7245,2315,528
65000,0.0005,0.7336,2387,557
70000,0.0005,0.7384,2453,580
75000,0.0005,0.7441,2519,603
80000,0.0009,0.7392,2586,618
85000,0.0006,0.7415,2649,638
90000,0.0006,0.7403,2706,660
95000,0.0006,0.7425,2754,680
100000,0.0009,0.7493,2798,696
105000,0.0007,0.7382,2862,725
110000,0.0006,0.7484,2905,748
115000,0.0006,0.742,2959,780
120000,0.0009,0.7508,2995,796
125000,0.0007,0.7569,3038,813
130000,0.0007,0.7503,3069,842
135000,0.0007,0.7524,3130,865
140000,0.001,0.7526,3171,874
145000,0.0007,0.7531,3201,892
150000,0.0006,0.7556,3227,906
155000,0.0008,0.7512,3266,915
160000,0.0009,0.7601,3295,930
165000,0.0008,0.7592,3322,951
170000,0.0007,0.7502,3350,967
175000,0.001,0.7598,3379,977
180000,0.0007,0.7576,3405,985
185000,0.0007,0.7502,3445,996
190000,0.001,0.772,3462,1005
195000,0.0007,0.7562,3487,1014
200000,0.0007,0.7594,3514,1026
205000,0.0008,0.7548,3538,1032
210000,0.0009,0.7544,3561,1040
215000,0.0007,0.7504,3582,1048
220000,0.0007,0.7619,3604,1055
225000,0.001,0.7585,3628,1067
230000,0.0007,0.762,3652,1072
235000,0.0007,0.7568,3677,1078
240000,0.001,0.7621,3697,1093
245000,0.0008,0.7518,3713,1102
250000,0.0007,0.7612,3735,1107
255000,0.0008,0.7625,3754,1117
260000,0.0009,0.7567,3772,1126
265000,0.0007,0.7615,3787,1135
270000,0.0007,0.7627,3796,1141
275000,0.0011,0.7558,3806,1146
280000,0.0008,0.7558,3818,1150
285000,0.0008,0.7576,3837,1152
290000,0.0011,0.7696,3845,1155
295000,0.0008,0.7676,3854,1162
300000,0.0008,0.7651,3867,1169
305000,0.0011,0.768,3880,1173
310000,0.0008,0.7728,3893,1182
315000,0.0008,0.7695,3906,1189
320000,0.0011,0.76,3920,1190
325000,0.0007,0.7665,3927,1198
330000,0.0008,0.7698,3941,1205
335000,0.0011,0.7616,3953,1214
340000,0.0008,0.767,3958,1215
345000,0.0008,0.7697,3962,1219
350000,0.0011,0.7711,3972,1224
355000,0.0008,0.7624,3980,1231
360000,0.0008,0.7588,3989,1239
365000,0.0011,0.7687,4005,1245
370000,0.0008,0.7695,4018,1256
375000,0.0008,0.7692,4024,1258
380000,0.001,0.7671,4032,1266
385000,0.0009,0.763,4043,1267
390000,0.0008,0.7658,4053,1271
395000,0.001,0.7651,4061,1269
400000,0.0009,0.7685,4071,1273
405000,0.0008,0.7679,4079,1276
410000,0.0012,0.7713,4082,1282
415000,0.0009,0.7625,4091,1287
420000,0.0008,0.7622,4095,1294
425000,0.0011,0.7725,4103,1300
430000,0.0008,0.7681,4109,1302
435000,0.0008,0.7691,4117,1303
440000,0.0011,0.7724,4122,1305
445000,0.0008,0.7695,4126,1309
450000,0.0008,0.7655,4132,1314
455000,0.0011,0.7652,4146,1318
460000,0.0009,0.7759,4151,1319
465000,0.0008,0.773,4158,1320
470000,0.0011,0.765,4164,1324
475000,0.0008,0.7645,4172,1327
480000,0.0008,0.7674,4173,1329
485000,0.0011,0.7633,4178,1331
490000,0.0008,0.7718,4183,1334
495000,0.0009,0.7709,4186,1335
500000,0.0011,0.769,4193,1340
