total_steps,0,1,2,3
500,0.93,0.39,0.36,0.41
1000,0.94,0.46,0.33,0.33
1500,0.92,0.37,0.37,0.33
2000,0.92,0.37,0.22,0.33
2500,0.97,0.37,0.24,0.3
3000,0.97,0.4,0.23,0.29
3500,0.93,0.34,0.26,0.22
4000,0.89,0.35,0.26,0.28
4500,0.96,0.34,0.25,0.3
5000,0.96,0.35,0.24,0.22
5500,0.94,0.33,0.34,0.34
6000,0.96,0.31,0.26,0.26
6500,0.91,0.32,0.29,0.26
7000,0.98,0.36,0.25,0.27
7500,0.91,0.33,0.24,0.3
8000,0.92,0.31,0.29,0.27
8500,0.91,0.38,0.26,0.28
9000,0.95,0.46,0.31,0.27
9500,0.95,0.31,0.26,0.22
10000,0.98,0.4,0.16,0.24
10500,0.92,0.52,0.22,0.34
11000,0.96,0.36,0.19,0.2
11500,0.97,0.34,0.26,0.26
12000,0.91,0.47,0.26,0.34
12500,0.89,0.42,0.3,0.21
13000,0.97,0.32,0.23,0.26
13500,0.93,0.39,0.21,0.15
14000,0.97,0.45,0.24,0.32
14500,0.96,0.43,0.26,0.2
15000,0.93,0.44,0.24,0.27
15500,0.93,0.44,0.17,0.22
16000,0.96,0.49,0.2,0.22
16500,0.94,0.28,0.15,0.31
17000,0.96,0.45,0.22,0.19
17500,0.95,0.37,0.3,0.3
18000,0.95,0.46,0.33,0.2
18500,0.93,0.34,0.28,0.22
19000,0.92,0.4,0.27,0.29
19500,0.93,0.38,0.25,0.27
20000,0.96,0.43,0.17,0.33
20500,0.97,0.36,0.24,0.25
21000,0.92,0.37,0.11,0.25
21500,0.98,0.43,0.21,0.26
22000,0.93,0.41,0.22,0.17
22500,0.92,0.46,0.27,0.25
23000,0.96,0.34,0.26,0.2
23500,0.92,0.47,0.18,0.18
24000,0.95,0.48,0.22,0.22
24500,0.98,0.34,0.27,0.17
25000,0.96,0.41,0.26,0.24
25500,0.93,0.37,0.28,0.23
26000,0.97,0.42,0.23,0.26
26500,0.94,0.37,0.16,0.21
27000,0.97,0.23,0.17,0.2
27500,0.95,0.36,0.16,0.24
28000,0.96,0.47,0.2,0.3
28500,0.98,0.43,0.27,0.21
29000,0.94,0.45,0.22,0.22
29500,0.88,0.36,0.22,0.24
30000,0.93,0.49,0.22,0.2
30500,0.96,0.38,0.27,0.22
31000,0.93,0.4,0.27,0.2
31500,0.93,0.41,0.22,0.26
32000,0.96,0.37,0.24,0.2
32500,0.93,0.3,0.23,0.2
33000,0.9,0.35,0.28,0.23
33500,0.96,0.42,0.29,0.27
34000,0.94,0.44,0.24,0.35
34500,0.94,0.44,0.22,0.2
35000,0.92,0.42,0.23,0.23
35500,0.92,0.37,0.28,0.19
36000,0.91,0.45,0.18,0.18
36500,0.94,0.43,0.16,0.27
37000,0.97,0.41,0.19,0.22
37500,0.91,0.38,0.28,0.24
38000,0.97,0.42,0.25,0.27
38500,0.93,0.44,0.25,0.29
39000,0.96,0.39,0.25,0.26
39500,0.89,0.42,0.29,0.28
40000,0.95,0.44,0.28,0.22
40500,0.98,0.39,0.2,0.19
41000,0.94,0.41,0.31,0.19
41500,0.95,0.4,0.23,0.14
42000,0.94,0.42,0.23,0.19
42500,0.96,0.26,0.32,0.27
43000,0.93,0.32,0.25,0.2
43500,0.91,0.38,0.23,0.22
44000,0.98,0.39,0.23,0.22
44500,0.98,0.36,0.25,0.23
45000,0.96,0.38,0.2,0.27
45500,0.96,0.48,0.25,0.2
46000,0.94,0.34,0.31,0.24
46500,0.97,0.44,0.23,0.24
47000,0.92,0.38,0.27,0.27
47500,0.98,0.4,0.17,0.15
48000,0.93,0.33,0.11,0.18
48500,0.96,0.34,0.18,0.26
49000,0.96,0.38,0.22,0.25
49500,0.95,0.34,0.21,0.19
50000,0.96,0.41,0.18,0.22
