total_steps,0,1,2,3
500,0.99,0.36,0.32,0.4
1000,0.91,0.42,0.33,0.31
1500,0.94,0.41,0.28,0.25
2000,0.96,0.36,0.32,0.25
2500,0.91,0.3,0.23,0.28
3000,0.94,0.3,0.3,0.31
3500,0.89,0.33,0.26,0.36
4000,0.9,0.41,0.29,0.27
4500,0.94,0.32,0.24,0.28
5000,0.96,0.33,0.25,0.25
5500,0.93,0.36,0.25,0.27
6000,0.95,0.43,0.19,0.26
6500,0.95,0.32,0.21,0.23
7000,0.96,0.43,0.27,0.29
7500,0.93,0.46,0.24,0.3
8000,0.99,0.37,0.3,0.32
8500,0.97,0.37,0.34,0.35
9000,0.94,0.39,0.27,0.23
9500,0.95,0.4,0.28,0.22
10000,0.9,0.4,0.33,0.2
10500,0.92,0.33,0.2,0.2
11000,0.92,0.42,0.28,0.22
11500,0.94,0.35,0.15,0.28
12000,0.91,0.35,0.25,0.23
12500,0.97,0.39,0.25,0.29
13000,0.96,0.31,0.26,0.21
13500,0.95,0.38,0.19,0.25
14000,0.95,0.4,0.14,0.22
14500,0.95,0.45,0.21,0.29
15000,0.93,0.33,0.29,0.24
15500,0.94,0.36,0.26,0.35
16000,0.97,0.39,0.24,0.29
16500,0.97,0.44,0.29,0.19
17000,0.95,0.39,0.3,0.26
17500,0.95,0.41,0.21,0.17
18000,0.96,0.44,0.22,0.16
18500,0.97,0.36,0.26,0.23
19000,0.93,0.38,0.19,0.2
19500,0.93,0.38,0.18,0.23
20000,0.96,0.36,0.26,0.25
20500,0.92,0.33,0.22,0.33
21000,0.94,0.37,0.26,0.28
21500,0.94,0.43,0.27,0.24
22000,0.91,0.38,0.14,0.22
22500,0.94,0.35,0.29,0.21
23000,0.95,0.32,0.27,0.26
23500,0.95,0.43,0.29,0.21
24000,0.95,0.39,0.26,0.23
24500,0.95,0.4,0.21,0.24
25000,0.95,0.41,0.28,0.37
25500,0.96,0.3,0.24,0.18
26000,0.94,0.52,0.19,0.26
26500,0.9,0.41,0.29,0.19
27000,0.91,0.39,0.28,0.24
27500,0.96,0.38,0.22,0.29
28000,0.95,0.54,0.22,0.29
28500,0.93,0.37,0.3,0.21
29000,0.89,0.42,0.29,0.29
29500,0.96,0.38,0.2,0.26
30000,0.96,0.53,0.23,0.28
30500,0.97,0.45,0.21,0.12
31000,0.94,0.43,0.22,0.23
31500,0.92,0.45,0.22,0.18
32000,0.94,0.36,0.21,0.18
32500,0.92,0.38,0.22,0.32
33000,0.96,0.41,0.24,0.24
33500,0.95,0.43,0.26,0.29
34000,0.93,0.39,0.2,0.22
34500,0.94,0.41,0.19,0.23
35000,0.9,0.38,0.24,0.31
35500,0.94,0.45,0.27,0.22
36000,0.98,0.37,0.25,0.28
36500,0.95,0.36,0.21,0.22
37000,0.99,0.34,0.31,0.25
37500,0.96,0.44,0.22,0.19
38000,0.93,0.48,0.2,0.19
38500,0.9,0.42,0.2,0.28
39000,0.94,0.37,0.35,0.24
39500,0.93,0.41,0.19,0.28
40000,0.95,0.43,0.2,0.27
40500,0.91,0.48,0.23,0.3
41000,0.91,0.42,0.22,0.22
41500,0.94,0.38,0.21,0.22
42000,0.93,0.36,0.26,0.26
42500,0.92,0.29,0.2,0.27
43000,0.96,0.33,0.22,0.34
43500,0.92,0.46,0.26,0.27
44000,0.92,0.43,0.25,0.25
44500,0.92,0.46,0.19,0.28
45000,0.96,0.4,0.27,0.19
45500,0.93,0.38,0.2,0.27
46000,0.97,0.43,0.35,0.27
46500,0.95,0.41,0.23,0.2
47000,0.89,0.36,0.25,0.27
47500,0.93,0.42,0.27,0.22
48000,0.95,0.36,0.19,0.18
48500,0.92,0.43,0.24,0.19
49000,0.96,0.33,0.33,0.32
49500,0.97,0.34,0.23,0.22
50000,0.96,0.35,0.21,0.25
