total_steps,0,1,2,3
500,0.97,0.34,0.38,0.41
1000,0.93,0.27,0.28,0.37
1500,0.91,0.31,0.34,0.35
2000,0.93,0.39,0.4,0.26
2500,0.94,0.29,0.26,0.28
3000,0.93,0.46,0.27,0.25
3500,0.96,0.33,0.29,0.33
4000,0.95,0.36,0.23,0.3
4500,0.89,0.34,0.26,0.25
5000,0.92,0.39,0.22,0.3
5500,0.96,0.46,0.35,0.2
6000,0.98,0.39,0.22,0.28
6500,0.92,0.36,0.23,0.28
7000,0.97,0.31,0.26,0.3
7500,0.94,0.3,0.21,0.22
8000,0.89,0.36,0.28,0.23
8500,0.89,0.34,0.29,0.31
9000,0.96,0.43,0.28,0.26
9500,0.93,0.35,0.26,0.25
10000,0.9,0.38,0.24,0.24
10500,0.98,0.38,0.2,0.26
11000,0.96,0.41,0.3,0.28
11500,0.92,0.39,0.21,0.29
12000,0.94,0.37,0.26,0.29
12500,0.94,0.41,0.21,0.28
13000,0.94,0.48,0.32,0.32
13500,0.93,0.37,0.24,0.33
14000,0.93,0.39,0.27,0.26
14500,0.96,0.43,0.2,0.23
15000,0.96,0.33,0.28,0.23
15500,0.96,0.43,0.31,0.18
16000,0.91,0.45,0.22,0.2
16500,0.93,0.39,0.18,0.24
17000,0.87,0.34,0.16,0.3
17500,0.95,0.45,0.24,0.25
18000,0.97,0.36,0.32,0.24
18500,0.96,0.44,0.23,0.21
19000,0.95,0.38,0.25,0.29
19500,0.96,0.48,0.15,0.25
20000,0.93,0.33,0.11,0.25
20500,0.95,0.33,0.22,0.19
21000,0.97,0.45,0.2,0.3
21500,0.92,0.41,0.22,0.22
22000,0.95,0.41,0.23,0.2
22500,0.98,0.42,0.25,0.24
23000,0.97,0.39,0.23,0.24
23500,0.96,0.37,0.27,0.18
24000,0.95,0.47,0.21,0.25
24500,0.94,0.33,0.22,0.28
25000,0.94,0.37,0.13,0.27
25500,0.9,0.34,0.29,0.27
26000,0.97,0.47,0.24,0.22
26500,0.94,0.44,0.22,0.16
27000,0.88,0.42,0.3,0.25
27500,0.93,0.43,0.24,0.21
28000,0.93,0.41,0.17,0.22
28500,0.96,0.39,0.25,0.29
29000,0.94,0.38,0.27,0.28
29500,0.99,0.38,0.24,0.26
30000,0.94,0.36,0.24,0.26
30500,0.94,0.34,0.26,0.31
31000,0.92,0.4,0.19,0.27
31500,0.93,0.48,0.31,0.29
32000,0.91,0.37,0.27,0.28
32500,0.98,0.35,0.23,0.28
33000,0.95,0.33,0.21,0.28
33500,0.9,0.45,0.27,0.32
34000,0.89,0.42,0.26,0.2
34500,0.95,0.51,0.21,0.24
35000,0.92,0.32,0.2,0.33
35500,0.97,0.41,0.16,0.27
36000,0.97,0.38,0.19,0.23
36500,0.93,0.41,0.15,0.23
37000,0.93,0.41,0.21,0.28
37500,0.96,0.33,0.2,0.27
38000,0.89,0.32,0.26,0.18
38500,0.96,0.46,0.3,0.27
39000,0.92,0.38,0.27,0.23
39500,0.94,0.37,0.22,0.22
40000,0.94,0.42,0.29,0.2
40500,0.97,0.35,0.17,0.22
41000,0.92,0.44,0.2,0.28
41500,0.97,0.44,0.21,0.19
42000,0.92,0.46,0.25,0.24
42500,0.96,0.39,0.24,0.21
43000,0.95,0.41,0.21,0.22
43500,0.94,0.4,0.2,0.3
44000,0.96,0.39,0.21,0.23
44500,0.94,0.42,0.29,0.27
45000,0.92,0.38,0.25,0.29
45500,0.91,0.4,0.25,0.24
46000,0.95,0.34,0.25,0.27
46500,0.95,0.4,0.28,0.24
47000,0.97,0.4,0.29,0.3
47500,0.96,0.4,0.28,0.29
48000,0.98,0.42,0.21,0.25
48500,0.95,0.36,0.33,0.18
49000,0.94,0.34,0.19,0.25
49500,0.96,0.42,0.27,0.23
50000,0.91,0.36,0.21,0.22
