total_steps,0,1,2,3
500,0.94,0.4,0.5,0.36
1000,0.93,0.39,0.35,0.33
1500,0.93,0.32,0.32,0.25
2000,0.97,0.39,0.29,0.23
2500,0.93,0.41,0.32,0.28
3000,0.92,0.36,0.25,0.29
3500,0.96,0.36,0.23,0.28
4000,0.96,0.32,0.29,0.26
4500,0.94,0.39,0.2,0.27
5000,0.93,0.38,0.23,0.22
5500,0.95,0.31,0.22,0.23
6000,0.97,0.42,0.33,0.2
6500,0.91,0.46,0.16,0.31
7000,0.93,0.44,0.19,0.26
7500,0.99,0.36,0.21,0.3
8000,0.96,0.35,0.22,0.19
8500,0.93,0.36,0.27,0.24
9000,0.95,0.33,0.18,0.24
9500,0.93,0.37,0.25,0.24
10000,0.93,0.49,0.3,0.3
10500,0.98,0.36,0.27,0.27
11000,0.95,0.37,0.24,0.21
11500,0.91,0.37,0.27,0.26
12000,0.91,0.35,0.23,0.23
12500,0.9,0.33,0.22,0.28
13000,0.92,0.32,0.2,0.32
13500,0.95,0.47,0.27,0.23
14000,0.95,0.29,0.29,0.28
14500,0.95,0.46,0.26,0.3
15000,0.95,0.39,0.23,0.21
15500,0.93,0.42,0.25,0.17
16000,0.92,0.4,0.12,0.24
16500,0.96,0.38,0.17,0.23
17000,0.96,0.37,0.25,0.29
17500,0.97,0.37,0.23,0.22
18000,0.94,0.45,0.29,0.24
18500,0.96,0.44,0.24,0.3
19000,0.92,0.48,0.26,0.19
19500,0.93,0.49,0.25,0.26
20000,0.93,0.36,0.25,0.2
20500,0.94,0.36,0.25,0.22
21000,0.96,0.42,0.23,0.29
21500,0.92,0.44,0.18,0.22
22000,0.93,0.35,0.21,0.2
22500,0.95,0.37,0.2,0.17
23000,0.97,0.3,0.2,0.24
23500,0.97,0.31,0.23,0.21
24000,0.89,0.35,0.25,0.27
24500,0.92,0.46,0.21,0.25
25000,0.95,0.41,0.28,0.24
25500,0.95,0.44,0.33,0.31
26000,0.97,0.41,0.24,0.17
26500,0.96,0.43,0.22,0.29
27000,0.96,0.4,0.2,0.3
27500,0.95,0.38,0.29,0.26
28000,0.92,0.5,0.25,0.19
28500,0.92,0.42,0.29,0.22
29000,0.94,0.4,0.24,0.22
29500,0.96,0.4,0.28,0.25
30000,0.95,0.37,0.25,0.2
30500,0.94,0.34,0.28,0.2
31000,0.91,0.41,0.3,0.26
31500,0.9,0.41,0.23,0.26
32000,0.95,0.48,0.27,0.22
32500,0.94,0.38,0.28,0.22
33000,0.95,0.43,0.2,0.21
33500,0.89,0.37,0.28,0.19
34000,0.94,0.34,0.28,0.23
34500,0.97,0.48,0.23,0.3
35000,0.97,0.42,0.37,0.25
35500,0.96,0.33,0.19,0.23
36000,0.95,0.36,0.23,0.24
36500,0.93,0.37,0.22,0.27
37000,0.94,0.38,0.2,0.25
37500,0.98,0.44,0.24,0.24
38000,0.91,0.45,0.22,0.3
38500,0.96,0.36,0.18,0.24
39000,0.94,0.47,0.26,0.24
39500,0.9,0.42,0.18,0.25
40000,0.94,0.37,0.2,0.18
40500,0.93,0.41,0.18,0.19
41000,0.87,0.39,0.25,0.19
41500,0.98,0.36,0.28,0.17
42000,0.95,0.39,0.33,0.22
42500,0.94,0.38,0.3,0.18
43000,0.96,0.42,0.26,0.25
43500,0.92,0.35,0.19,0.24
44000,0.94,0.38,0.29,0.23
44500,0.97,0.37,0.24,0.31
45000,0.92,0.41,0.19,0.15
45500,0.97,0.31,0.23,0.29
46000,0.95,0.43,0.21,0.34
46500,0.94,0.38,0.3,0.29
47000,0.91,0.4,0.22,0.22
47500,0.93,0.45,0.2,0.19
48000,0.97,0.49,0.31,0.16
48500,0.93,0.46,0.31,0.23
49000,0.97,0.34,0.32,0.31
49500,0.98,0.35,0.31,0.2
50000,0.91,0.43,0.22,0.23
