total_steps,0,1,2,3
500,0.95,0.43,0.47,0.29
1000,0.96,0.37,0.3,0.28
1500,0.94,0.38,0.37,0.31
2000,0.95,0.33,0.36,0.34
2500,0.95,0.35,0.33,0.29
3000,0.97,0.36,0.3,0.27
3500,0.92,0.34,0.16,0.31
4000,0.93,0.36,0.26,0.29
4500,0.97,0.28,0.3,0.28
5000,0.96,0.34,0.23,0.33
5500,0.92,0.33,0.28,0.29
6000,0.89,0.37,0.35,0.29
6500,0.93,0.38,0.21,0.22
7000,0.96,0.47,0.27,0.28
7500,0.94,0.34,0.3,0.29
8000,0.94,0.33,0.22,0.21
8500,0.96,0.49,0.2,0.25
9000,0.89,0.42,0.19,0.24
9500,0.94,0.38,0.23,0.29
10000,0.96,0.37,0.24,0.27
10500,0.96,0.47,0.27,0.26
11000,0.95,0.41,0.28,0.38
11500,0.94,0.29,0.22,0.23
12000,0.94,0.38,0.25,0.2
12500,0.94,0.39,0.27,0.28
13000,0.92,0.44,0.12,0.24
13500,0.92,0.51,0.26,0.24
14000,0.96,0.36,0.2,0.22
14500,0.93,0.4,0.21,0.24
15000,0.93,0.41,0.26,0.32
15500,0.98,0.38,0.2,0.36
16000,0.97,0.32,0.26,0.18
16500,0.96,0.37,0.23,0.27
17000,0.94,0.38,0.26,0.28
17500,0.9,0.29,0.21,0.16
18000,0.94,0.34,0.36,0.17
18500,0.96,0.39,0.19,0.3
19000,0.95,0.44,0.22,0.2
19500,0.94,0.39,0.23,0.2
20000,0.91,0.4,0.25,0.24
20500,0.93,0.43,0.26,0.25
21000,0.94,0.43,0.22,0.22
21500,0.97,0.39,0.3,0.23
22000,0.93,0.42,0.28,0.14
22500,0.98,0.43,0.21,0.25
23000,0.95,0.42,0.28,0.24
23500,0.96,0.46,0.25,0.26
24000,0.96,0.44,0.18,0.28
24500,0.9,0.39,0.3,0.23
25000,0.96,0.44,0.33,0.23
25500,0.96,0.38,0.21,0.22
26000,0.95,0.41,0.3,0.26
26500,0.94,0.43,0.23,0.21
27000,0.95,0.33,0.21,0.26
27500,0.95,0.38,0.25,0.24
28000,0.93,0.43,0.23,0.24
28500,0.94,0.36,0.3,0.2
29000,0.89,0.38,0.22,0.28
29500,0.92,0.39,0.23,0.19
30000,0.94,0.35,0.24,0.22
30500,0.98,0.36,0.26,0.31
31000,0.94,0.37,0.26,0.18
31500,0.89,0.37,0.18,0.26
32000,0.94,0.37,0.22,0.23
32500,0.95,0.31,0.26,0.24
33000,0.97,0.47,0.32,0.16
33500,0.96,0.38,0.22,0.22
34000,0.95,0.42,0.32,0.23
34500,0.97,0.39,0.28,0.25
35000,0.95,0.46,0.19,0.27
35500,0.96,0.32,0.19,0.26
36000,0.94,0.39,0.15,0.18
36500,0.98,0.32,0.2,0.24
37000,0.96,0.42,0.29,0.21
37500,0.94,0.4,0.17,0.2
38000,0.94,0.41,0.2,0.19
38500,0.99,0.39,0.18,0.27
39000,0.94,0.44,0.25,0.21
39500,0.9,0.31,0.28,0.24
40000,0.99,0.37,0.31,0.26
40500,0.95,0.34,0.22,0.26
41000,0.97,0.29,0.28,0.2
41500,0.96,0.4,0.21,0.23
42000,0.94,0.36,0.26,0.26
42500,0.93,0.43,0.18,0.22
43000,0.97,0.39,0.23,0.27
43500,0.94,0.29,0.21,0.26
44000,0.94,0.42,0.2,0.26
44500,0.98,0.42,0.19,0.21
45000,0.95,0.38,0.21,0.22
45500,0.97,0.29,0.22,0.26
46000,0.93,0.52,0.26,0.15
46500,0.96,0.42,0.25,0.28
47000,0.91,0.39,0.27,0.24
47500,0.92,0.36,0.26,0.25
48000,0.95,0.35,0.26,0.25
48500,0.96,0.33,0.15,0.23
49000,0.93,0.42,0.2,0.31
49500,0.92,0.33,0.15,0.22
50000,0.93,0.46,0.2,0.17
