total_steps,0,1,2,3
500,0.98,0.33,0.33,0.39
1000,0.96,0.3,0.29,0.48
1500,0.93,0.27,0.33,0.28
2000,0.89,0.36,0.23,0.31
2500,0.96,0.26,0.26,0.35
3000,0.91,0.31,0.33,0.35
3500,0.93,0.34,0.3,0.26
4000,0.92,0.35,0.23,0.33
4500,0.94,0.36,0.26,0.27
5000,0.93,0.4,0.35,0.24
5500,0.95,0.3,0.21,0.22
6000,0.95,0.44,0.22,0.26
6500,0.92,0.38,0.34,0.32
7000,0.98,0.33,0.3,0.33
7500,0.94,0.35,0.26,0.29
8000,0.95,0.42,0.29,0.24
8500,0.97,0.36,0.24,0.32
9000,0.92,0.31,0.23,0.19
9500,0.91,0.39,0.19,0.21
10000,0.93,0.4,0.24,0.21
10500,0.95,0.41,0.36,0.25
11000,0.94,0.37,0.21,0.2
11500,0.96,0.38,0.34,0.18
12000,0.95,0.39,0.29,0.15
12500,0.97,0.43,0.15,0.2
13000,0.97,0.45,0.22,0.28
13500,0.96,0.43,0.26,0.3
14000,0.92,0.33,0.17,0.22
14500,0.91,0.42,0.29,0.35
15000,0.94,0.3,0.22,0.25
15500,0.94,0.39,0.28,0.2
16000,0.92,0.3,0.32,0.34
16500,0.94,0.38,0.28,0.23
17000,0.95,0.35,0.2,0.26
17500,0.98,0.25,0.19,0.3
18000,0.93,0.38,0.23,0.19
18500,0.91,0.35,0.22,0.22
19000,0.95,0.36,0.21,0.28
19500,0.98,0.42,0.24,0.19
20000,0.9,0.44,0.29,0.26
20500,0.91,0.4,0.16,0.19
21000,0.96,0.43,0.25,0.19
21500,0.98,0.3,0.19,0.16
22000,0.94,0.44,0.21,0.28
22500,0.95,0.28,0.23,0.19
23000,0.94,0.4,0.16,0.24
23500,0.95,0.33,0.18,0.33
24000,0.96,0.32,0.3,0.22
24500,0.98,0.43,0.24,0.34
25000,0.94,0.42,0.23,0.3
25500,0.95,0.42,0.24,0.2
26000,0.97,0.37,0.25,0.22
26500,0.94,0.45,0.28,0.32
27000,0.93,0.45,0.28,0.3
27500,0.97,0.38,0.19,0.23
28000,0.95,0.37,0.22,0.21
28500,0.92,0.42,0.27,0.22
29000,0.97,0.42,0.18,0.23
29500,0.9,0.42,0.25,0.23
30000,0.95,0.41,0.21,0.25
30500,0.93,0.41,0.24,0.28
31000,0.92,0.37,0.23,0.18
31500,0.89,0.51,0.22,0.19
32000,0.94,0.47,0.29,0.24
32500,0.97,0.39,0.21,0.16
33000,0.95,0.43,0.21,0.24
33500,0.95,0.4,0.29,0.27
34000,0.93,0.4,0.18,0.27
34500,0.93,0.29,0.21,0.18
35000,0.93,0.34,0.28,0.23
35500,0.94,0.34,0.21,0.27
36000,0.94,0.36,0.24,0.22
36500,0.91,0.36,0.22,0.2
37000,0.96,0.41,0.23,0.34
37500,0.96,0.39,0.25,0.18
38000,0.96,0.35,0.22,0.28
38500,0.93,0.38,0.26,0.24
39000,0.95,0.43,0.29,0.22
39500,0.93,0.35,0.28,0.22
40000,0.95,0.35,0.27,0.33
40500,0.95,0.41,0.22,0.19
41000,0.94,0.3,0.26,0.23
41500,0.95,0.39,0.2,0.22
42000,0.91,0.45,0.2,0.3
42500,0.94,0.3,0.25,0.14
43000,0.92,0.25,0.39,0.27
43500,0.93,0.45,0.32,0.18
44000,0.98,0.27,0.23,0.2
44500,0.91,0.44,0.26,0.22
45000,0.94,0.36,0.17,0.22
45500,0.95,0.39,0.28,0.22
46000,0.94,0.38,0.3,0.24
46500,0.92,0.39,0.25,0.26
47000,0.97,0.41,0.25,0.19
47500,1.0,0.39,0.22,0.23
48000,0.96,0.33,0.23,0.28
48500,0.95,0.33,0.39,0.25
49000,0.91,0.31,0.2,0.28
49500,0.91,0.38,0.23,0.23
50000,0.95,0.44,0.24,0.22
