total_steps,0,1,2,3
500,0.95,0.37,0.28,0.33
1000,0.93,0.32,0.37,0.38
1500,0.94,0.36,0.34,0.23
2000,0.95,0.32,0.29,0.32
2500,0.9,0.34,0.33,0.26
3000,0.97,0.23,0.24,0.31
3500,0.94,0.31,0.37,0.24
4000,0.9,0.38,0.24,0.23
4500,0.94,0.4,0.28,0.19
5000,0.97,0.41,0.34,0.34
5500,0.93,0.27,0.28,0.37
6000,0.96,0.36,0.22,0.29
6500,0.89,0.31,0.27,0.28
7000,0.96,0.43,0.23,0.17
7500,0.97,0.3,0.24,0.21
8000,0.97,0.28,0.16,0.29
8500,0.93,0.42,0.39,0.29
9000,0.98,0.35,0.23,0.29
9500,0.91,0.39,0.21,0.22
10000,0.94,0.45,0.3,0.28
10500,0.98,0.43,0.3,0.25
11000,0.94,0.41,0.26,0.28
11500,0.96,0.34,0.29,0.19
12000,0.96,0.45,0.25,0.22
12500,0.95,0.39,0.28,0.23
13000,0.95,0.44,0.27,0.24
13500,0.97,0.5,0.14,0.25
14000,0.93,0.49,0.36,0.22
14500,0.94,0.44,0.29,0.31
15000,0.93,0.44,0.23,0.27
15500,0.95,0.4,0.28,0.29
16000,0.99,0.37,0.23,0.19
16500,0.92,0.34,0.27,0.23
17000,0.91,0.32,0.27,0.18
17500,0.97,0.38,0.22,0.21
18000,0.94,0.43,0.3,0.25
18500,0.93,0.35,0.24,0.2
19000,0.94,0.41,0.2,0.24
19500,0.9,0.32,0.22,0.2
20000,0.94,0.41,0.3,0.27
20500,0.89,0.35,0.3,0.25
21000,0.96,0.37,0.19,0.25
21500,0.97,0.41,0.26,0.27
22000,0.96,0.4,0.26,0.25
22500,0.93,0.46,0.22,0.16
23000,0.97,0.37,0.22,0.21
23500,0.95,0.3,0.25,0.26
24000,0.93,0.41,0.18,0.28
24500,0.94,0.31,0.26,0.27
25000,0.89,0.42,0.25,0.27
25500,0.95,0.46,0.27,0.3
26000,0.93,0.41,0.2,0.19
26500,0.97,0.41,0.31,0.18
27000,0.96,0.47,0.25,0.22
27500,0.92,0.42,0.24,0.26
28000,0.95,0.39,0.24,0.23
28500,0.94,0.41,0.27,0.27
29000,0.9,0.38,0.27,0.33
29500,0.92,0.41,0.25,0.23
30000,0.9,0.3,0.27,0.34
30500,0.96,0.49,0.33,0.33
31000,0.95,0.32,0.24,0.2
31500,0.89,0.34,0.19,0.2
32000,0.95,0.37,0.2,0.32
32500,0.9,0.37,0.19,0.24
33000,0.94,0.38,0.25,0.22
33500,0.93,0.41,0.27,0.17
34000,0.92,0.38,0.26,0.25
34500,0.95,0.52,0.23,0.23
35000,0.95,0.43,0.24,0.18
35500,0.89,0.42,0.28,0.17
36000,0.98,0.38,0.22,0.26
36500,0.92,0.37,0.28,0.36
37000,0.94,0.4,0.29,0.22
37500,0.95,0.33,0.27,0.18
38000,0.91,0.4,0.21,0.27
38500,0.95,0.37,0.32,0.22
39000,0.95,0.42,0.24,0.24
39500,0.95,0.35,0.26,0.24
40000,0.94,0.36,0.23,0.26
40500,0.94,0.35,0.25,0.28
41000,0.97,0.36,0.21,0.18
41500,0.97,0.38,0.23,0.17
42000,0.94,0.34,0.19,0.28
42500,0.91,0.34,0.22,0.32
43000,0.91,0.39,0.3,0.28
43500,0.96,0.48,0.26,0.24
44000,0.92,0.38,0.37,0.28
44500,0.93,0.41,0.22,0.24
45000,0.98,0.41,0.23,0.19
45500,0.95,0.45,0.27,0.31
46000,0.96,0.38,0.2,0.26
46500,0.9,0.36,0.31,0.21
47000,0.93,0.4,0.17,0.2
47500,0.97,0.34,0.21,0.25
48000,0.91,0.37,0.2,0.21
48500,0.93,0.34,0.21,0.26
49000,0.91,0.27,0.25,0.31
49500,0.96,0.41,0.35,0.21
50000,0.94,0.36,0.26,0.21
