total_steps,0,1,2,3
500,0.95,0.34,0.34,0.39
1000,0.95,0.3,0.39,0.29
1500,0.92,0.28,0.33,0.32
2000,0.97,0.41,0.35,0.32
2500,0.95,0.32,0.36,0.29
3000,0.93,0.34,0.26,0.29
3500,0.96,0.37,0.28,0.24
4000,0.94,0.41,0.32,0.3
4500,0.97,0.37,0.23,0.25
5000,0.97,0.34,0.32,0.32
5500,0.93,0.3,0.22,0.22
6000,0.91,0.38,0.23,0.14
6500,0.93,0.34,0.33,0.28
7000,0.99,0.37,0.26,0.3
7500,0.94,0.35,0.3,0.22
8000,0.95,0.35,0.29,0.31
8500,0.94,0.32,0.28,0.28
9000,0.94,0.37,0.31,0.33
9500,0.96,0.32,0.25,0.29
10000,0.93,0.45,0.29,0.28
10500,0.96,0.42,0.31,0.29
11000,0.95,0.31,0.23,0.29
11500,0.95,0.46,0.33,0.2
12000,0.94,0.44,0.35,0.25
12500,0.94,0.41,0.31,0.21
13000,0.97,0.43,0.23,0.25
13500,0.95,0.4,0.2,0.17
14000,0.95,0.45,0.23,0.22
14500,0.94,0.41,0.19,0.22
15000,0.9,0.39,0.19,0.21
15500,0.95,0.4,0.22,0.26
16000,0.92,0.47,0.23,0.24
16500,0.91,0.37,0.24,0.21
17000,0.95,0.42,0.16,0.26
17500,0.97,0.42,0.17,0.24
18000,0.91,0.4,0.22,0.23
18500,0.93,0.39,0.28,0.22
19000,0.97,0.4,0.25,0.31
19500,0.9,0.36,0.28,0.25
20000,0.98,0.33,0.27,0.19
20500,0.94,0.42,0.26,0.19
21000,0.96,0.41,0.19,0.23
21500,0.95,0.5,0.22,0.27
22000,0.95,0.35,0.18,0.21
22500,0.93,0.45,0.19,0.25
23000,0.93,0.43,0.22,0.26
23500,0.93,0.39,0.21,0.21
24000,0.9,0.47,0.18,0.22
24500,0.95,0.47,0.21,0.27
25000,0.92,0.3,0.27,0.22
25500,0.95,0.36,0.22,0.24
26000,0.89,0.38,0.31,0.2
26500,0.94,0.38,0.24,0.31
27000,0.92,0.36,0.34,0.25
27500,0.95,0.44,0.19,0.31
28000,0.93,0.3,0.19,0.23
28500,0.94,0.34,0.24,0.24
29000,0.97,0.37,0.14,0.25
29500,0.92,0.34,0.27,0.27
30000,0.97,0.33,0.29,0.26
30500,0.94,0.34,0.17,0.3
31000,0.91,0.38,0.21,0.25
31500,0.95,0.46,0.19,0.2
32000,0.97,0.4,0.24,0.25
32500,0.91,0.3,0.21,0.23
33000,0.97,0.36,0.34,0.22
33500,0.93,0.38,0.21,0.21
34000,0.9,0.48,0.2,0.22
34500,0.96,0.39,0.29,0.21
35000,0.91,0.38,0.23,0.37
35500,0.94,0.48,0.26,0.26
36000,0.96,0.39,0.26,0.15
36500,0.96,0.49,0.3,0.25
37000,0.95,0.38,0.25,0.3
37500,0.96,0.33,0.21,0.28
38000,0.95,0.4,0.28,0.2
38500,0.94,0.44,0.25,0.28
39000,0.93,0.37,0.18,0.28
39500,0.97,0.38,0.27,0.22
40000,0.97,0.42,0.22,0.19
40500,0.93,0.48,0.27,0.26
41000,0.94,0.38,0.28,0.24
41500,0.94,0.41,0.24,0.22
42000,0.94,0.38,0.27,0.29
42500,0.97,0.32,0.28,0.28
43000,0.9,0.36,0.18,0.27
43500,0.94,0.4,0.27,0.2
44000,0.95,0.29,0.26,0.2
44500,0.93,0.39,0.22,0.27
45000,0.93,0.35,0.21,0.31
45500,0.94,0.36,0.27,0.22
46000,0.96,0.39,0.24,0.2
46500,0.93,0.32,0.2,0.29
47000,0.96,0.41,0.32,0.32
47500,0.94,0.37,0.2,0.29
48000,0.93,0.43,0.28,0.18
48500,0.93,0.43,0.18,0.28
49000,0.9,0.41,0.25,0.24
49500,0.92,0.41,0.25,0.24
50000,0.96,0.41,0.24,0.26
