steps,best_pred_error_rate
17000,"{0: 0.91, 1: 0.37, 2: 0.37, 3: 0.25, 4: 0.26}"
17250,"{0: 0.97, 1: 0.3, 2: 0.36, 3: 0.36, 4: 0.31}"
17500,"{0: 0.9, 1: 0.35, 2: 0.36, 3: 0.31, 4: 0.25}"
17750,"{0: 0.97, 1: 0.4, 2: 0.33, 3: 0.38, 4: 0.29}"
18000,"{0: 0.95, 1: 0.38, 2: 0.29, 3: 0.39, 4: 0.28}"
18250,"{0: 0.94, 1: 0.36, 2: 0.36, 3: 0.34, 4: 0.36}"
18500,"{0: 0.96, 1: 0.46, 2: 0.21, 3: 0.31, 4: 0.35}"
18750,"{0: 0.95, 1: 0.46, 2: 0.35, 3: 0.2, 4: 0.31}"
19000,"{0: 1.0, 1: 0.46, 2: 0.32, 3: 0.36, 4: 0.24}"
19250,"{0: 0.94, 1: 0.44, 2: 0.27, 3: 0.32, 4: 0.31}"
19500,"{0: 0.97, 1: 0.44, 2: 0.31, 3: 0.24, 4: 0.21}"
19750,"{0: 0.96, 1: 0.4, 2: 0.36, 3: 0.36, 4: 0.27}"
20000,"{0: 0.97, 1: 0.49, 2: 0.25, 3: 0.31, 4: 0.28}"
20250,"{0: 0.96, 1: 0.49, 2: 0.24, 3: 0.17, 4: 0.33}"
20500,"{0: 0.92, 1: 0.4, 2: 0.27, 3: 0.26, 4: 0.3}"
20750,"{0: 0.93, 1: 0.38, 2: 0.34, 3: 0.29, 4: 0.34}"
21000,"{0: 0.95, 1: 0.46, 2: 0.29, 3: 0.26, 4: 0.29}"
21250,"{0: 0.98, 1: 0.43, 2: 0.28, 3: 0.31, 4: 0.31}"
21500,"{0: 0.96, 1: 0.39, 2: 0.28, 3: 0.31, 4: 0.25}"
21750,"{0: 0.97, 1: 0.46, 2: 0.26, 3: 0.21, 4: 0.2}"
22000,"{0: 0.96, 1: 0.41, 2: 0.3, 3: 0.26, 4: 0.29}"
22250,"{0: 0.95, 1: 0.41, 2: 0.29, 3: 0.29, 4: 0.34}"
22500,"{0: 0.91, 1: 0.5, 2: 0.34, 3: 0.28, 4: 0.28}"
22750,"{0: 0.92, 1: 0.5, 2: 0.36, 3: 0.32, 4: 0.33}"
23000,"{0: 0.92, 1: 0.49, 2: 0.3, 3: 0.28, 4: 0.21}"
23250,"{0: 0.97, 1: 0.45, 2: 0.27, 3: 0.3, 4: 0.33}"
23500,"{0: 0.96, 1: 0.43, 2: 0.36, 3: 0.29, 4: 0.32}"
23750,"{0: 0.93, 1: 0.45, 2: 0.34, 3: 0.26, 4: 0.26}"
24000,"{0: 0.96, 1: 0.46, 2: 0.38, 3: 0.28, 4: 0.33}"
24250,"{0: 0.94, 1: 0.55, 2: 0.35, 3: 0.26, 4: 0.27}"
24500,"{0: 0.95, 1: 0.51, 2: 0.32, 3: 0.29, 4: 0.29}"
24750,"{0: 0.94, 1: 0.37, 2: 0.32, 3: 0.3, 4: 0.32}"
25000,"{0: 0.94, 1: 0.39, 2: 0.34, 3: 0.27, 4: 0.27}"
