steps,best_pred_error_rate
250,"{0: 0.95, 1: 0.56, 2: 0.5, 3: 0.44, 4: 0.48}"
500,"{0: 0.97, 1: 0.5, 2: 0.49, 3: 0.43, 4: 0.36}"
750,"{0: 0.92, 1: 0.41, 2: 0.39, 3: 0.46, 4: 0.45}"
1000,"{0: 0.94, 1: 0.46, 2: 0.44, 3: 0.33, 4: 0.32}"
1250,"{0: 0.96, 1: 0.4, 2: 0.45, 3: 0.36, 4: 0.32}"
1500,"{0: 0.92, 1: 0.36, 2: 0.36, 3: 0.34, 4: 0.41}"
1750,"{0: 0.92, 1: 0.41, 2: 0.46, 3: 0.27, 4: 0.42}"
2000,"{0: 0.95, 1: 0.44, 2: 0.42, 3: 0.41, 4: 0.3}"
2250,"{0: 0.93, 1: 0.42, 2: 0.34, 3: 0.36, 4: 0.35}"
2500,"{0: 0.94, 1: 0.43, 2: 0.32, 3: 0.33, 4: 0.34}"
2750,"{0: 0.94, 1: 0.4, 2: 0.24, 3: 0.42, 4: 0.31}"
3000,"{0: 0.96, 1: 0.29, 2: 0.41, 3: 0.3, 4: 0.36}"
3250,"{0: 0.97, 1: 0.46, 2: 0.25, 3: 0.42, 4: 0.35}"
3500,"{0: 0.93, 1: 0.29, 2: 0.27, 3: 0.28, 4: 0.39}"
3750,"{0: 0.87, 1: 0.35, 2: 0.31, 3: 0.33, 4: 0.32}"
4000,"{0: 0.95, 1: 0.42, 2: 0.36, 3: 0.34, 4: 0.3}"
4250,"{0: 0.91, 1: 0.38, 2: 0.52, 3: 0.36, 4: 0.36}"
4500,"{0: 0.98, 1: 0.4, 2: 0.32, 3: 0.26, 4: 0.32}"
4750,"{0: 0.93, 1: 0.42, 2: 0.41, 3: 0.38, 4: 0.35}"
5000,"{0: 0.94, 1: 0.39, 2: 0.33, 3: 0.22, 4: 0.28}"
5250,"{0: 0.95, 1: 0.36, 2: 0.37, 3: 0.38, 4: 0.29}"
5500,"{0: 0.93, 1: 0.44, 2: 0.3, 3: 0.36, 4: 0.24}"
5750,"{0: 0.96, 1: 0.46, 2: 0.38, 3: 0.29, 4: 0.32}"
6000,"{0: 0.93, 1: 0.33, 2: 0.38, 3: 0.35, 4: 0.31}"
6250,"{0: 0.93, 1: 0.47, 2: 0.35, 3: 0.4, 4: 0.33}"
6500,"{0: 0.94, 1: 0.36, 2: 0.31, 3: 0.36, 4: 0.32}"
6750,"{0: 0.97, 1: 0.31, 2: 0.3, 3: 0.32, 4: 0.43}"
7000,"{0: 0.87, 1: 0.41, 2: 0.32, 3: 0.27, 4: 0.4}"
7250,"{0: 0.94, 1: 0.34, 2: 0.34, 3: 0.26, 4: 0.31}"
7500,"{0: 0.96, 1: 0.36, 2: 0.31, 3: 0.31, 4: 0.32}"
7750,"{0: 0.94, 1: 0.38, 2: 0.32, 3: 0.38, 4: 0.25}"
8000,"{0: 0.96, 1: 0.36, 2: 0.33, 3: 0.33, 4: 0.3}"
8250,"{0: 0.97, 1: 0.51, 2: 0.25, 3: 0.37, 4: 0.39}"
8500,"{0: 0.95, 1: 0.42, 2: 0.3, 3: 0.36, 4: 0.29}"
8750,"{0: 0.94, 1: 0.38, 2: 0.32, 3: 0.34, 4: 0.23}"
9000,"{0: 0.94, 1: 0.49, 2: 0.42, 3: 0.3, 4: 0.31}"
9250,"{0: 0.9, 1: 0.43, 2: 0.26, 3: 0.32, 4: 0.33}"
9500,"{0: 0.95, 1: 0.36, 2: 0.33, 3: 0.24, 4: 0.29}"
9750,"{0: 0.93, 1: 0.35, 2: 0.38, 3: 0.31, 4: 0.33}"
10000,"{0: 0.94, 1: 0.35, 2: 0.41, 3: 0.29, 4: 0.27}"
10250,"{0: 0.96, 1: 0.48, 2: 0.33, 3: 0.27, 4: 0.28}"
10500,"{0: 0.92, 1: 0.49, 2: 0.37, 3: 0.38, 4: 0.42}"
10750,"{0: 0.98, 1: 0.52, 2: 0.31, 3: 0.4, 4: 0.3}"
11000,"{0: 0.93, 1: 0.35, 2: 0.35, 3: 0.29, 4: 0.35}"
11250,"{0: 0.97, 1: 0.28, 2: 0.26, 3: 0.31, 4: 0.37}"
11500,"{0: 0.91, 1: 0.49, 2: 0.33, 3: 0.25, 4: 0.35}"
11750,"{0: 0.9, 1: 0.29, 2: 0.26, 3: 0.29, 4: 0.24}"
12000,"{0: 0.93, 1: 0.38, 2: 0.28, 3: 0.24, 4: 0.28}"
12250,"{0: 0.94, 1: 0.39, 2: 0.29, 3: 0.35, 4: 0.29}"
12500,"{0: 0.95, 1: 0.39, 2: 0.27, 3: 0.29, 4: 0.21}"
12750,"{0: 0.92, 1: 0.49, 2: 0.28, 3: 0.36, 4: 0.29}"
13000,"{0: 0.96, 1: 0.41, 2: 0.33, 3: 0.26, 4: 0.25}"
13250,"{0: 0.95, 1: 0.43, 2: 0.29, 3: 0.26, 4: 0.26}"
13500,"{0: 0.95, 1: 0.35, 2: 0.31, 3: 0.26, 4: 0.25}"
13750,"{0: 0.94, 1: 0.33, 2: 0.32, 3: 0.27, 4: 0.33}"
14000,"{0: 0.96, 1: 0.33, 2: 0.19, 3: 0.27, 4: 0.32}"
14250,"{0: 0.94, 1: 0.37, 2: 0.33, 3: 0.23, 4: 0.35}"
14500,"{0: 0.95, 1: 0.38, 2: 0.34, 3: 0.36, 4: 0.27}"
14750,"{0: 0.95, 1: 0.4, 2: 0.32, 3: 0.3, 4: 0.26}"
15000,"{0: 0.93, 1: 0.37, 2: 0.36, 3: 0.25, 4: 0.33}"
15250,"{0: 0.93, 1: 0.35, 2: 0.35, 3: 0.31, 4: 0.32}"
15500,"{0: 0.95, 1: 0.45, 2: 0.35, 3: 0.3, 4: 0.3}"
15750,"{0: 0.96, 1: 0.46, 2: 0.3, 3: 0.35, 4: 0.2}"
16000,"{0: 0.96, 1: 0.39, 2: 0.31, 3: 0.35, 4: 0.24}"
16250,"{0: 0.95, 1: 0.42, 2: 0.29, 3: 0.28, 4: 0.38}"
16500,"{0: 0.97, 1: 0.46, 2: 0.34, 3: 0.25, 4: 0.28}"
16750,"{0: 0.95, 1: 0.42, 2: 0.31, 3: 0.38, 4: 0.37}"
