steps,best_pred_error_rate
250,"{0: 0.97, 1: 0.46, 2: 0.48, 3: 0.54, 4: 0.48}"
500,"{0: 0.96, 1: 0.51, 2: 0.51, 3: 0.52, 4: 0.5}"
750,"{0: 0.97, 1: 0.33, 2: 0.43, 3: 0.36, 4: 0.44}"
1000,"{0: 0.95, 1: 0.39, 2: 0.34, 3: 0.4, 4: 0.45}"
1250,"{0: 0.92, 1: 0.39, 2: 0.27, 3: 0.33, 4: 0.34}"
1500,"{0: 0.95, 1: 0.39, 2: 0.37, 3: 0.37, 4: 0.45}"
1750,"{0: 0.97, 1: 0.45, 2: 0.33, 3: 0.38, 4: 0.36}"
2000,"{0: 0.95, 1: 0.34, 2: 0.54, 3: 0.36, 4: 0.36}"
2250,"{0: 0.93, 1: 0.41, 2: 0.29, 3: 0.32, 4: 0.33}"
2500,"{0: 0.95, 1: 0.44, 2: 0.36, 3: 0.54, 4: 0.45}"
2750,"{0: 0.94, 1: 0.38, 2: 0.29, 3: 0.41, 4: 0.4}"
3000,"{0: 0.94, 1: 0.49, 2: 0.32, 3: 0.34, 4: 0.34}"
3250,"{0: 0.97, 1: 0.31, 2: 0.35, 3: 0.33, 4: 0.36}"
3500,"{0: 0.94, 1: 0.35, 2: 0.4, 3: 0.34, 4: 0.39}"
3750,"{0: 0.95, 1: 0.39, 2: 0.36, 3: 0.26, 4: 0.36}"
4000,"{0: 0.94, 1: 0.33, 2: 0.31, 3: 0.26, 4: 0.24}"
4250,"{0: 0.98, 1: 0.33, 2: 0.31, 3: 0.32, 4: 0.33}"
4500,"{0: 0.96, 1: 0.38, 2: 0.31, 3: 0.32, 4: 0.33}"
4750,"{0: 0.95, 1: 0.4, 2: 0.33, 3: 0.34, 4: 0.39}"
5000,"{0: 0.95, 1: 0.42, 2: 0.33, 3: 0.4, 4: 0.36}"
5250,"{0: 0.98, 1: 0.42, 2: 0.31, 3: 0.3, 4: 0.26}"
5500,"{0: 0.95, 1: 0.41, 2: 0.31, 3: 0.34, 4: 0.3}"
5750,"{0: 0.94, 1: 0.45, 2: 0.35, 3: 0.32, 4: 0.34}"
6000,"{0: 0.96, 1: 0.38, 2: 0.32, 3: 0.38, 4: 0.32}"
6250,"{0: 0.96, 1: 0.42, 2: 0.23, 3: 0.3, 4: 0.31}"
6500,"{0: 0.93, 1: 0.45, 2: 0.27, 3: 0.3, 4: 0.26}"
6750,"{0: 0.9, 1: 0.4, 2: 0.39, 3: 0.31, 4: 0.28}"
7000,"{0: 0.92, 1: 0.43, 2: 0.27, 3: 0.37, 4: 0.23}"
7250,"{0: 0.95, 1: 0.37, 2: 0.25, 3: 0.29, 4: 0.32}"
7500,"{0: 0.96, 1: 0.47, 2: 0.31, 3: 0.36, 4: 0.33}"
7750,"{0: 0.93, 1: 0.45, 2: 0.38, 3: 0.27, 4: 0.37}"
8000,"{0: 0.91, 1: 0.25, 2: 0.32, 3: 0.31, 4: 0.31}"
8250,"{0: 0.98, 1: 0.35, 2: 0.37, 3: 0.3, 4: 0.35}"
8500,"{0: 0.94, 1: 0.41, 2: 0.41, 3: 0.28, 4: 0.34}"
8750,"{0: 0.94, 1: 0.44, 2: 0.43, 3: 0.35, 4: 0.32}"
9000,"{0: 0.96, 1: 0.4, 2: 0.28, 3: 0.27, 4: 0.38}"
9250,"{0: 0.92, 1: 0.44, 2: 0.38, 3: 0.34, 4: 0.33}"
9500,"{0: 0.97, 1: 0.52, 2: 0.36, 3: 0.39, 4: 0.32}"
9750,"{0: 0.96, 1: 0.36, 2: 0.35, 3: 0.34, 4: 0.37}"
10000,"{0: 0.95, 1: 0.41, 2: 0.41, 3: 0.27, 4: 0.32}"
10250,"{0: 0.92, 1: 0.41, 2: 0.19, 3: 0.29, 4: 0.28}"
10500,"{0: 0.95, 1: 0.38, 2: 0.3, 3: 0.29, 4: 0.33}"
10750,"{0: 0.96, 1: 0.38, 2: 0.37, 3: 0.26, 4: 0.32}"
11000,"{0: 0.96, 1: 0.43, 2: 0.32, 3: 0.27, 4: 0.27}"
11250,"{0: 0.94, 1: 0.45, 2: 0.36, 3: 0.29, 4: 0.31}"
11500,"{0: 0.98, 1: 0.36, 2: 0.37, 3: 0.3, 4: 0.35}"
11750,"{0: 0.92, 1: 0.31, 2: 0.32, 3: 0.31, 4: 0.3}"
12000,"{0: 0.93, 1: 0.39, 2: 0.34, 3: 0.29, 4: 0.3}"
12250,"{0: 0.95, 1: 0.38, 2: 0.27, 3: 0.32, 4: 0.38}"
12500,"{0: 0.94, 1: 0.45, 2: 0.3, 3: 0.36, 4: 0.31}"
12750,"{0: 0.94, 1: 0.47, 2: 0.23, 3: 0.3, 4: 0.19}"
13000,"{0: 0.96, 1: 0.44, 2: 0.29, 3: 0.29, 4: 0.26}"
