steps,best_pred_error_rate
250,"{0: 0.95, 1: 0.45, 2: 0.49, 3: 0.51, 4: 0.45}"
500,"{0: 0.94, 1: 0.47, 2: 0.43, 3: 0.45, 4: 0.51}"
750,"{0: 0.97, 1: 0.44, 2: 0.35, 3: 0.42, 4: 0.35}"
1000,"{0: 0.94, 1: 0.39, 2: 0.39, 3: 0.35, 4: 0.36}"
1250,"{0: 0.96, 1: 0.42, 2: 0.24, 3: 0.33, 4: 0.3}"
1500,"{0: 0.93, 1: 0.36, 2: 0.35, 3: 0.3, 4: 0.34}"
1750,"{0: 0.96, 1: 0.36, 2: 0.35, 3: 0.4, 4: 0.41}"
2000,"{0: 0.99, 1: 0.42, 2: 0.36, 3: 0.37, 4: 0.37}"
2250,"{0: 0.91, 1: 0.41, 2: 0.44, 3: 0.29, 4: 0.37}"
2500,"{0: 0.99, 1: 0.41, 2: 0.35, 3: 0.39, 4: 0.34}"
2750,"{0: 0.92, 1: 0.43, 2: 0.34, 3: 0.33, 4: 0.38}"
3000,"{0: 0.94, 1: 0.42, 2: 0.4, 3: 0.24, 4: 0.37}"
3250,"{0: 0.99, 1: 0.47, 2: 0.3, 3: 0.37, 4: 0.37}"
3500,"{0: 0.97, 1: 0.39, 2: 0.29, 3: 0.31, 4: 0.37}"
3750,"{0: 0.88, 1: 0.39, 2: 0.4, 3: 0.35, 4: 0.31}"
4000,"{0: 0.96, 1: 0.44, 2: 0.38, 3: 0.33, 4: 0.41}"
4250,"{0: 0.97, 1: 0.44, 2: 0.4, 3: 0.37, 4: 0.24}"
4500,"{0: 0.94, 1: 0.36, 2: 0.28, 3: 0.28, 4: 0.34}"
4750,"{0: 0.94, 1: 0.45, 2: 0.35, 3: 0.33, 4: 0.35}"
5000,"{0: 0.93, 1: 0.46, 2: 0.37, 3: 0.27, 4: 0.31}"
5250,"{0: 0.94, 1: 0.47, 2: 0.42, 3: 0.31, 4: 0.38}"
5500,"{0: 0.96, 1: 0.43, 2: 0.36, 3: 0.32, 4: 0.26}"
5750,"{0: 0.94, 1: 0.43, 2: 0.35, 3: 0.35, 4: 0.39}"
6000,"{0: 0.94, 1: 0.34, 2: 0.29, 3: 0.37, 4: 0.29}"
6250,"{0: 0.94, 1: 0.35, 2: 0.29, 3: 0.33, 4: 0.27}"
6500,"{0: 0.91, 1: 0.42, 2: 0.4, 3: 0.3, 4: 0.28}"
6750,"{0: 0.95, 1: 0.41, 2: 0.31, 3: 0.3, 4: 0.32}"
7000,"{0: 0.93, 1: 0.41, 2: 0.29, 3: 0.26, 4: 0.32}"
7250,"{0: 0.93, 1: 0.43, 2: 0.3, 3: 0.36, 4: 0.36}"
7500,"{0: 0.98, 1: 0.38, 2: 0.34, 3: 0.33, 4: 0.24}"
7750,"{0: 0.95, 1: 0.39, 2: 0.35, 3: 0.35, 4: 0.29}"
8000,"{0: 0.95, 1: 0.46, 2: 0.37, 3: 0.34, 4: 0.33}"
8250,"{0: 0.95, 1: 0.49, 2: 0.3, 3: 0.29, 4: 0.32}"
8500,"{0: 0.96, 1: 0.42, 2: 0.35, 3: 0.31, 4: 0.36}"
8750,"{0: 0.93, 1: 0.4, 2: 0.32, 3: 0.28, 4: 0.31}"
9000,"{0: 0.96, 1: 0.46, 2: 0.31, 3: 0.32, 4: 0.3}"
9250,"{0: 0.95, 1: 0.48, 2: 0.35, 3: 0.35, 4: 0.39}"
9500,"{0: 0.95, 1: 0.4, 2: 0.23, 3: 0.25, 4: 0.31}"
9750,"{0: 0.93, 1: 0.43, 2: 0.32, 3: 0.31, 4: 0.29}"
10000,"{0: 0.93, 1: 0.41, 2: 0.34, 3: 0.38, 4: 0.27}"
10250,"{0: 0.94, 1: 0.34, 2: 0.32, 3: 0.32, 4: 0.28}"
10500,"{0: 0.92, 1: 0.41, 2: 0.41, 3: 0.28, 4: 0.22}"
10750,"{0: 0.96, 1: 0.41, 2: 0.38, 3: 0.35, 4: 0.26}"
11000,"{0: 0.95, 1: 0.34, 2: 0.37, 3: 0.34, 4: 0.33}"
11250,"{0: 0.94, 1: 0.5, 2: 0.31, 3: 0.35, 4: 0.24}"
11500,"{0: 0.95, 1: 0.45, 2: 0.25, 3: 0.26, 4: 0.38}"
11750,"{0: 0.98, 1: 0.35, 2: 0.3, 3: 0.34, 4: 0.28}"
12000,"{0: 0.96, 1: 0.39, 2: 0.41, 3: 0.22, 4: 0.36}"
12250,"{0: 0.94, 1: 0.43, 2: 0.27, 3: 0.3, 4: 0.29}"
12500,"{0: 0.95, 1: 0.41, 2: 0.34, 3: 0.31, 4: 0.31}"
12750,"{0: 0.97, 1: 0.37, 2: 0.36, 3: 0.31, 4: 0.27}"
13000,"{0: 0.94, 1: 0.37, 2: 0.39, 3: 0.31, 4: 0.29}"
13250,"{0: 0.91, 1: 0.41, 2: 0.34, 3: 0.34, 4: 0.21}"
13500,"{0: 0.96, 1: 0.42, 2: 0.42, 3: 0.24, 4: 0.34}"
13750,"{0: 0.97, 1: 0.32, 2: 0.33, 3: 0.34, 4: 0.35}"
14000,"{0: 0.92, 1: 0.34, 2: 0.34, 3: 0.36, 4: 0.3}"
14250,"{0: 0.98, 1: 0.46, 2: 0.31, 3: 0.33, 4: 0.3}"
14500,"{0: 0.93, 1: 0.4, 2: 0.33, 3: 0.28, 4: 0.34}"
14750,"{0: 0.91, 1: 0.37, 2: 0.31, 3: 0.38, 4: 0.19}"
15000,"{0: 0.93, 1: 0.39, 2: 0.3, 3: 0.31, 4: 0.24}"
15250,"{0: 0.93, 1: 0.44, 2: 0.38, 3: 0.32, 4: 0.27}"
15500,"{0: 0.95, 1: 0.44, 2: 0.39, 3: 0.33, 4: 0.28}"
15750,"{0: 0.95, 1: 0.4, 2: 0.3, 3: 0.32, 4: 0.24}"
16000,"{0: 0.95, 1: 0.37, 2: 0.33, 3: 0.33, 4: 0.33}"
16250,"{0: 0.98, 1: 0.48, 2: 0.33, 3: 0.29, 4: 0.39}"
16500,"{0: 0.9, 1: 0.43, 2: 0.24, 3: 0.33, 4: 0.41}"
16750,"{0: 0.89, 1: 0.42, 2: 0.32, 3: 0.27, 4: 0.3}"
17000,"{0: 0.91, 1: 0.34, 2: 0.32, 3: 0.31, 4: 0.34}"
17250,"{0: 0.9, 1: 0.5, 2: 0.3, 3: 0.25, 4: 0.29}"
17500,"{0: 0.95, 1: 0.49, 2: 0.34, 3: 0.3, 4: 0.26}"
17750,"{0: 0.95, 1: 0.43, 2: 0.31, 3: 0.34, 4: 0.32}"
18000,"{0: 0.92, 1: 0.39, 2: 0.35, 3: 0.26, 4: 0.26}"
18250,"{0: 0.95, 1: 0.36, 2: 0.25, 3: 0.27, 4: 0.26}"
18500,"{0: 0.92, 1: 0.47, 2: 0.28, 3: 0.28, 4: 0.18}"
18750,"{0: 0.93, 1: 0.45, 2: 0.29, 3: 0.26, 4: 0.25}"
19000,"{0: 0.89, 1: 0.46, 2: 0.27, 3: 0.26, 4: 0.31}"
19250,"{0: 0.96, 1: 0.35, 2: 0.29, 3: 0.29, 4: 0.26}"
19500,"{0: 0.97, 1: 0.36, 2: 0.3, 3: 0.3, 4: 0.35}"
19750,"{0: 0.96, 1: 0.47, 2: 0.37, 3: 0.24, 4: 0.3}"
20000,"{0: 0.96, 1: 0.49, 2: 0.31, 3: 0.29, 4: 0.36}"
20250,"{0: 0.92, 1: 0.37, 2: 0.28, 3: 0.41, 4: 0.29}"
20500,"{0: 0.99, 1: 0.46, 2: 0.39, 3: 0.39, 4: 0.3}"
20750,"{0: 0.98, 1: 0.38, 2: 0.29, 3: 0.33, 4: 0.32}"
21000,"{0: 0.9, 1: 0.37, 2: 0.29, 3: 0.23, 4: 0.37}"
21250,"{0: 0.93, 1: 0.36, 2: 0.3, 3: 0.25, 4: 0.22}"
21500,"{0: 0.98, 1: 0.54, 2: 0.29, 3: 0.29, 4: 0.26}"
21750,"{0: 0.96, 1: 0.37, 2: 0.32, 3: 0.21, 4: 0.3}"
22000,"{0: 0.96, 1: 0.43, 2: 0.34, 3: 0.35, 4: 0.26}"
22250,"{0: 0.87, 1: 0.37, 2: 0.37, 3: 0.3, 4: 0.3}"
22500,"{0: 0.95, 1: 0.43, 2: 0.28, 3: 0.32, 4: 0.27}"
22750,"{0: 0.95, 1: 0.5, 2: 0.31, 3: 0.26, 4: 0.41}"
23000,"{0: 0.93, 1: 0.37, 2: 0.3, 3: 0.3, 4: 0.15}"
23250,"{0: 0.96, 1: 0.4, 2: 0.3, 3: 0.37, 4: 0.34}"
23500,"{0: 0.96, 1: 0.43, 2: 0.23, 3: 0.28, 4: 0.29}"
23750,"{0: 0.91, 1: 0.42, 2: 0.28, 3: 0.29, 4: 0.21}"
24000,"{0: 0.93, 1: 0.46, 2: 0.31, 3: 0.2, 4: 0.34}"
24250,"{0: 0.97, 1: 0.43, 2: 0.32, 3: 0.23, 4: 0.26}"
24500,"{0: 0.97, 1: 0.43, 2: 0.33, 3: 0.32, 4: 0.34}"
24750,"{0: 0.99, 1: 0.47, 2: 0.28, 3: 0.27, 4: 0.3}"
25000,"{0: 0.94, 1: 0.48, 2: 0.29, 3: 0.23, 4: 0.32}"
