steps,best_pred_error_rate
7250,"{0: 0.99, 1: 0.35, 2: 0.25, 3: 0.29, 4: 0.3}"
7500,"{0: 0.98, 1: 0.41, 2: 0.31, 3: 0.37, 4: 0.32}"
7750,"{0: 0.91, 1: 0.48, 2: 0.31, 3: 0.38, 4: 0.3}"
8000,"{0: 0.94, 1: 0.32, 2: 0.36, 3: 0.34, 4: 0.33}"
8250,"{0: 0.98, 1: 0.47, 2: 0.34, 3: 0.33, 4: 0.32}"
8500,"{0: 0.98, 1: 0.46, 2: 0.3, 3: 0.23, 4: 0.35}"
8750,"{0: 0.91, 1: 0.38, 2: 0.37, 3: 0.3, 4: 0.27}"
9000,"{0: 0.94, 1: 0.51, 2: 0.34, 3: 0.39, 4: 0.36}"
9250,"{0: 0.98, 1: 0.41, 2: 0.33, 3: 0.27, 4: 0.47}"
9500,"{0: 0.91, 1: 0.37, 2: 0.27, 3: 0.27, 4: 0.36}"
9750,"{0: 0.95, 1: 0.41, 2: 0.25, 3: 0.4, 4: 0.34}"
10000,"{0: 0.99, 1: 0.39, 2: 0.41, 3: 0.31, 4: 0.32}"
10250,"{0: 0.91, 1: 0.41, 2: 0.3, 3: 0.27, 4: 0.25}"
10500,"{0: 0.96, 1: 0.53, 2: 0.23, 3: 0.3, 4: 0.31}"
10750,"{0: 0.95, 1: 0.34, 2: 0.38, 3: 0.32, 4: 0.36}"
11000,"{0: 0.98, 1: 0.46, 2: 0.26, 3: 0.39, 4: 0.3}"
11250,"{0: 0.94, 1: 0.41, 2: 0.32, 3: 0.27, 4: 0.28}"
11500,"{0: 0.96, 1: 0.47, 2: 0.38, 3: 0.4, 4: 0.32}"
11750,"{0: 0.98, 1: 0.39, 2: 0.34, 3: 0.36, 4: 0.33}"
12000,"{0: 0.92, 1: 0.47, 2: 0.3, 3: 0.35, 4: 0.29}"
12250,"{0: 0.97, 1: 0.37, 2: 0.34, 3: 0.35, 4: 0.33}"
12500,"{0: 0.91, 1: 0.47, 2: 0.23, 3: 0.29, 4: 0.35}"
12750,"{0: 0.96, 1: 0.44, 2: 0.31, 3: 0.31, 4: 0.39}"
13000,"{0: 0.95, 1: 0.45, 2: 0.37, 3: 0.3, 4: 0.35}"
13250,"{0: 0.94, 1: 0.48, 2: 0.36, 3: 0.35, 4: 0.27}"
13500,"{0: 0.97, 1: 0.39, 2: 0.39, 3: 0.33, 4: 0.3}"
13750,"{0: 0.95, 1: 0.36, 2: 0.36, 3: 0.29, 4: 0.34}"
14000,"{0: 0.93, 1: 0.46, 2: 0.32, 3: 0.29, 4: 0.29}"
14250,"{0: 0.96, 1: 0.45, 2: 0.34, 3: 0.45, 4: 0.27}"
14500,"{0: 0.97, 1: 0.38, 2: 0.34, 3: 0.27, 4: 0.27}"
14750,"{0: 0.97, 1: 0.48, 2: 0.36, 3: 0.33, 4: 0.25}"
15000,"{0: 0.95, 1: 0.55, 2: 0.41, 3: 0.34, 4: 0.34}"
15250,"{0: 0.95, 1: 0.51, 2: 0.34, 3: 0.32, 4: 0.29}"
15500,"{0: 0.96, 1: 0.49, 2: 0.18, 3: 0.26, 4: 0.34}"
15750,"{0: 0.95, 1: 0.38, 2: 0.31, 3: 0.38, 4: 0.31}"
16000,"{0: 0.95, 1: 0.47, 2: 0.3, 3: 0.31, 4: 0.37}"
16250,"{0: 0.93, 1: 0.48, 2: 0.33, 3: 0.29, 4: 0.4}"
16500,"{0: 0.98, 1: 0.44, 2: 0.33, 3: 0.23, 4: 0.19}"
16750,"{0: 0.92, 1: 0.38, 2: 0.29, 3: 0.23, 4: 0.33}"
17000,"{0: 0.91, 1: 0.42, 2: 0.28, 3: 0.32, 4: 0.32}"
17250,"{0: 0.96, 1: 0.49, 2: 0.22, 3: 0.32, 4: 0.28}"
17500,"{0: 0.94, 1: 0.43, 2: 0.27, 3: 0.3, 4: 0.23}"
17750,"{0: 0.96, 1: 0.51, 2: 0.32, 3: 0.29, 4: 0.3}"
18000,"{0: 0.95, 1: 0.49, 2: 0.32, 3: 0.24, 4: 0.22}"
18250,"{0: 0.94, 1: 0.39, 2: 0.33, 3: 0.28, 4: 0.34}"
18500,"{0: 0.93, 1: 0.42, 2: 0.29, 3: 0.26, 4: 0.25}"
18750,"{0: 0.94, 1: 0.37, 2: 0.29, 3: 0.22, 4: 0.29}"
19000,"{0: 0.97, 1: 0.5, 2: 0.41, 3: 0.37, 4: 0.27}"
19250,"{0: 0.98, 1: 0.4, 2: 0.26, 3: 0.34, 4: 0.28}"
19500,"{0: 0.94, 1: 0.35, 2: 0.32, 3: 0.27, 4: 0.31}"
19750,"{0: 0.98, 1: 0.36, 2: 0.41, 3: 0.29, 4: 0.28}"
20000,"{0: 0.96, 1: 0.45, 2: 0.31, 3: 0.33, 4: 0.34}"
20250,"{0: 0.92, 1: 0.33, 2: 0.29, 3: 0.36, 4: 0.36}"
20500,"{0: 0.92, 1: 0.45, 2: 0.42, 3: 0.24, 4: 0.28}"
20750,"{0: 0.96, 1: 0.35, 2: 0.32, 3: 0.34, 4: 0.27}"
21000,"{0: 0.95, 1: 0.45, 2: 0.24, 3: 0.32, 4: 0.26}"
21250,"{0: 0.94, 1: 0.43, 2: 0.32, 3: 0.42, 4: 0.34}"
21500,"{0: 0.94, 1: 0.41, 2: 0.32, 3: 0.3, 4: 0.26}"
21750,"{0: 0.98, 1: 0.39, 2: 0.34, 3: 0.3, 4: 0.35}"
22000,"{0: 0.96, 1: 0.44, 2: 0.33, 3: 0.35, 4: 0.21}"
22250,"{0: 0.94, 1: 0.47, 2: 0.38, 3: 0.34, 4: 0.28}"
22500,"{0: 0.94, 1: 0.36, 2: 0.31, 3: 0.32, 4: 0.24}"
22750,"{0: 0.93, 1: 0.48, 2: 0.34, 3: 0.22, 4: 0.36}"
23000,"{0: 0.95, 1: 0.4, 2: 0.27, 3: 0.24, 4: 0.28}"
23250,"{0: 0.96, 1: 0.4, 2: 0.29, 3: 0.25, 4: 0.21}"
23500,"{0: 0.93, 1: 0.4, 2: 0.41, 3: 0.32, 4: 0.31}"
23750,"{0: 0.98, 1: 0.26, 2: 0.36, 3: 0.23, 4: 0.26}"
24000,"{0: 0.91, 1: 0.43, 2: 0.28, 3: 0.32, 4: 0.28}"
24250,"{0: 0.97, 1: 0.48, 2: 0.34, 3: 0.31, 4: 0.24}"
24500,"{0: 0.96, 1: 0.38, 2: 0.23, 3: 0.26, 4: 0.26}"
24750,"{0: 0.95, 1: 0.45, 2: 0.28, 3: 0.34, 4: 0.27}"
25000,"{0: 0.96, 1: 0.34, 2: 0.39, 3: 0.35, 4: 0.24}"
