total_steps,0,1,2,3
1000,0.97,0.4,0.42,0.43
2000,0.95,0.36,0.36,0.41
3000,0.93,0.43,0.33,0.39
4000,0.92,0.38,0.47,0.48
5000,0.93,0.3,0.33,0.31
6000,0.96,0.38,0.33,0.46
7000,0.97,0.36,0.48,0.39
8000,0.97,0.45,0.37,0.47
9000,0.92,0.49,0.52,0.42
10000,0.97,0.35,0.39,0.36
11000,0.96,0.42,0.46,0.38
12000,0.94,0.4,0.37,0.31
13000,0.94,0.41,0.36,0.42
14000,0.97,0.36,0.34,0.47
15000,0.94,0.34,0.41,0.46
16000,0.95,0.51,0.41,0.33
17000,0.98,0.33,0.4,0.41
18000,0.99,0.41,0.32,0.36
19000,0.93,0.35,0.39,0.43
20000,0.97,0.45,0.43,0.46
21000,0.95,0.29,0.37,0.45
22000,0.95,0.44,0.32,0.45
23000,0.91,0.38,0.35,0.37
24000,0.93,0.43,0.38,0.36
25000,0.92,0.28,0.31,0.31
26000,0.96,0.33,0.34,0.32
27000,0.95,0.32,0.38,0.43
28000,0.93,0.45,0.33,0.45
29000,0.98,0.46,0.4,0.39
30000,0.92,0.39,0.4,0.28
31000,0.96,0.48,0.43,0.39
32000,0.97,0.41,0.45,0.4
33000,0.91,0.4,0.32,0.34
34000,0.97,0.43,0.38,0.34
35000,0.98,0.3,0.41,0.33
36000,0.95,0.35,0.45,0.44
37000,0.99,0.27,0.39,0.41
38000,0.99,0.36,0.4,0.37
39000,0.95,0.37,0.4,0.33
40000,0.92,0.45,0.3,0.34
41000,0.96,0.43,0.43,0.36
42000,0.96,0.42,0.42,0.34
43000,0.91,0.44,0.41,0.52
44000,0.97,0.4,0.35,0.4
45000,0.93,0.34,0.5,0.45
46000,0.96,0.45,0.42,0.31
47000,0.94,0.51,0.39,0.42
48000,0.92,0.41,0.45,0.37
49000,0.95,0.35,0.38,0.35
50000,0.94,0.49,0.4,0.46
51000,0.95,0.34,0.41,0.39
52000,0.97,0.35,0.35,0.33
53000,0.91,0.36,0.35,0.35
54000,0.93,0.43,0.42,0.46
55000,0.97,0.32,0.36,0.36
56000,0.97,0.4,0.3,0.41
57000,0.97,0.39,0.39,0.39
58000,0.96,0.4,0.36,0.28
59000,0.94,0.43,0.49,0.38
60000,0.94,0.36,0.42,0.46
61000,0.95,0.4,0.41,0.42
62000,0.95,0.45,0.37,0.38
63000,0.94,0.3,0.25,0.34
64000,0.96,0.42,0.49,0.31
65000,0.99,0.47,0.37,0.37
66000,0.96,0.46,0.49,0.44
67000,0.97,0.49,0.38,0.43
68000,0.92,0.33,0.34,0.4
69000,0.98,0.32,0.3,0.37
70000,0.96,0.42,0.48,0.46
71000,0.98,0.41,0.34,0.41
72000,0.94,0.42,0.49,0.46
73000,0.93,0.33,0.32,0.36
74000,0.98,0.34,0.27,0.3
75000,0.96,0.44,0.42,0.31
76000,0.97,0.35,0.45,0.4
77000,0.94,0.42,0.35,0.31
78000,0.96,0.4,0.4,0.33
79000,0.96,0.35,0.26,0.36
80000,0.95,0.32,0.4,0.33
81000,0.97,0.37,0.39,0.35
82000,0.96,0.29,0.39,0.31
83000,0.95,0.41,0.28,0.37
84000,0.94,0.27,0.46,0.36
85000,0.96,0.4,0.37,0.37
86000,0.96,0.35,0.34,0.41
87000,0.98,0.38,0.32,0.32
88000,0.94,0.42,0.49,0.35
89000,0.93,0.39,0.4,0.32
90000,0.95,0.31,0.43,0.37
91000,0.97,0.41,0.49,0.42
92000,0.96,0.47,0.47,0.38
93000,0.94,0.33,0.41,0.31
94000,0.94,0.4,0.37,0.47
95000,0.97,0.44,0.35,0.42
96000,0.95,0.33,0.38,0.34
97000,0.94,0.39,0.39,0.32
98000,0.96,0.32,0.4,0.45
99000,0.97,0.39,0.42,0.45
100000,0.95,0.35,0.35,0.35
